remaining,outs,obc,batting_lead,win_prob,win_sum,n
10,2,001,11,0.9939,8635,8688
10,2,001,10,0.9905,7934,8010
10,2,001,9,0.982,6891,7017
10,2,001,8,0.9746,6598,6770
10,2,001,7,0.9586,6667,6955
10,2,001,6,0.9343,8512,9111
10,2,001,5,0.8946,13072,14612
10,2,001,4,0.8465,21143,24978
10,2,001,3,0.776,33342,42965
10,2,001,2,0.6914,48171,69675
10,2,001,1,0.5824,62443,107223
10,2,001,0,0.4622,118169,255645
10,2,001,-1,0.349,24190,69309
10,2,001,-2,0.2486,10028,40344
10,2,001,-3,0.1766,4093,23180
10,2,001,-4,0.1124,1542,13719
10,2,001,-5,0.0743,728,9793
10,2,001,-6,0.0482,403,8355
10,2,001,-7,0.0309,244,7908
10,2,001,-8,0.0177,148,8374
10,2,001,-9,0.0097,94,9720
10,2,001,-10,0.0054,56,10353
10,2,001,-11,0.0029,31,10587
10,2,001,-12,0.002,21,10444
10,2,001,-13,0.0008,8,10391
10,2,001,-14,0.0004,4,10192
10,2,001,-15,0.0003,3,9827
10,2,001,-16,0.0,0,9157
10,2,001,-17,0.0,0,8169
10,2,001,-18,0.0,0,11219
10,2,010,18,1.0,11413,11413
10,2,010,17,0.9998,5248,5249
10,2,010,16,1.0,5475,5475
10,2,010,15,0.9996,5538,5540
10,2,010,14,0.9989,5589,5595
10,2,010,13,0.9985,5436,5444
10,2,010,12,0.996,5239,5260
10,2,010,11,0.9945,4920,4947
10,2,010,10,0.9926,3903,3932
10,2,010,9,0.985,3419,3471
10,2,010,8,0.9749,3150,3231
10,2,010,7,0.9584,3452,3602
10,2,010,6,0.9334,5088,5451
10,2,010,5,0.8959,7795,8701
10,2,010,4,0.849,12573,14809
10,2,010,3,0.7851,19009,24212
10,2,010,2,0.6956,26762,38471
10,2,010,1,0.5928,32807,55338
10,2,010,0,0.4748,42462,89431
10,2,010,-1,0.3551,9380,26416
10,2,010,-2,0.2537,3903,15385
10,2,010,-3,0.1838,1641,8929
10,2,010,-4,0.1176,675,5738
10,2,010,-5,0.083,357,4301
10,2,010,-6,0.0461,182,3951
10,2,010,-7,0.0307,119,3878
10,2,010,-8,0.0182,93,5122
10,2,010,-9,0.0092,50,5454
10,2,010,-10,0.0057,31,5445
10,2,010,-11,0.0035,20,5634
10,2,010,-12,0.002,11,5567
10,2,010,-13,0.0002,1,5554
10,2,010,-14,0.0007,4,5428
10,2,010,-15,0.0006,3,5095
10,2,010,-16,0.0004,2,4698
10,2,010,-17,0.0002,1,4051
10,2,010,-18,0.0,0,4808
10,2,011,18,1.0,9708,9708
10,2,011,17,0.9998,4987,4988
10,2,011,16,0.9994,5242,5245
10,2,011,15,0.9998,5332,5333
10,2,011,14,0.9991,5433,5438
10,2,011,13,0.9974,5271,5285
10,2,011,12,0.9973,5258,5272
10,2,011,11,0.9938,4648,4677
10,2,011,10,0.9918,3864,3896
10,2,011,9,0.9828,2974,3026
10,2,011,8,0.9783,2881,2945
10,2,011,7,0.9618,2923,3039
10,2,011,6,0.936,3975,4247
10,2,011,5,0.9012,6251,6936
10,2,011,4,0.8577,9993,11651
10,2,011,3,0.7914,15594,19704
10,2,011,2,0.7095,22942,32337
10,2,011,1,0.6061,30062,49597
10,2,011,0,0.49,46946,95817
10,2,011,-1,0.3752,10025,26717
10,2,011,-2,0.2733,4296,15720
10,2,011,-3,0.2019,1831,9070
10,2,011,-4,0.1271,711,5595
10,2,011,-5,0.0933,377,4039
10,2,011,-6,0.0568,214,3770
10,2,011,-7,0.032,116,3628
10,2,011,-8,0.0213,105,4933
10,2,011,-9,0.0149,77,5152
10,2,011,-10,0.0087,47,5377
10,2,011,-11,0.0064,35,5452
10,2,011,-12,0.0031,17,5479
10,2,011,-13,0.0004,2,5385
10,2,011,-14,0.0007,4,5396
10,2,011,-15,0.0002,1,5115
10,2,011,-16,0.0,0,4793
10,2,011,-17,0.0,0,4261
10,2,011,-18,0.0,0,4960
10,2,100,18,1.0,5611,5611
10,2,100,17,1.0,2813,2813
10,2,100,16,0.9993,2848,2850
10,2,100,15,0.9993,2950,2952
10,2,100,14,0.9986,2921,2925
10,2,100,13,0.998,2952,2958
10,2,100,12,0.9947,2831,2846
10,2,100,11,0.9981,2619,2624
10,2,100,10,0.9897,2498,2524
10,2,100,9,0.988,1722,1743
10,2,100,8,0.969,1438,1484
10,2,100,7,0.9465,1485,1569
10,2,100,6,0.9267,2047,2209
10,2,100,5,0.9025,3165,3507
10,2,100,4,0.8491,5271,6208
10,2,100,3,0.7878,8231,10448
10,2,100,2,0.706,11396,16142
10,2,100,1,0.6059,14376,23726
10,2,100,0,0.4843,15167,31315
10,2,100,-1,0.3666,3497,9539
10,2,100,-2,0.2573,1441,5600
10,2,100,-3,0.1766,583,3302
10,2,100,-4,0.1196,259,2166
10,2,100,-5,0.0815,146,1792
10,2,100,-6,0.0502,102,2031
10,2,100,-7,0.0351,92,2619
10,2,100,-8,0.02,55,2752
10,2,100,-9,0.0116,34,2922
10,2,100,-10,0.006,18,3003
10,2,100,-11,0.0037,11,2983
10,2,100,-12,0.0034,10,2945
10,2,100,-13,0.001,3,2882
10,2,100,-14,0.0,0,2893
10,2,100,-15,0.0004,1,2794
10,2,100,-16,0.0,0,2583
10,2,100,-17,0.0,0,2278
10,2,100,-18,0.0,0,2418
10,2,101,18,1.0,10124,10124
10,2,101,17,1.0,4843,4843
10,2,101,16,0.9998,4836,4837
10,2,101,15,0.9996,4891,4893
10,2,101,14,0.9996,4909,4911
10,2,101,13,0.999,4886,4891
10,2,101,12,0.9959,4624,4643
10,2,101,11,0.9967,4197,4211
10,2,101,10,0.9936,3125,3145
10,2,101,9,0.9815,2806,2859
10,2,101,8,0.9753,2492,2555
10,2,101,7,0.9654,2735,2833
10,2,101,6,0.9325,4019,4310
10,2,101,5,0.9063,6430,7095
10,2,101,4,0.8615,10338,12000
10,2,101,3,0.7977,15657,19628
10,2,101,2,0.7163,21816,30458
10,2,101,1,0.6131,26588,43368
10,2,101,0,0.4993,28154,56392
10,2,101,-1,0.3815,6671,17488
10,2,101,-2,0.2873,2931,10202
10,2,101,-3,0.1986,1186,5971
10,2,101,-4,0.139,550,3956
10,2,101,-5,0.0972,314,3229
10,2,101,-6,0.0635,207,3259
10,2,101,-7,0.0347,143,4126
10,2,101,-8,0.0219,99,4527
10,2,101,-9,0.0114,55,4819
10,2,101,-10,0.0083,41,4949
10,2,101,-11,0.0036,18,4984
10,2,101,-12,0.0036,18,4938
10,2,101,-13,0.0008,4,4785
10,2,101,-14,0.0006,3,4677
10,2,101,-15,0.0,0,4625
10,2,101,-16,0.0,0,4228
10,2,101,-17,0.0003,1,3575
10,2,101,-18,0.0,0,3667
10,2,110,18,1.0,5053,5053
10,2,110,17,1.0,2578,2578
10,2,110,16,1.0,2604,2604
10,2,110,15,0.9996,2606,2607
10,2,110,14,1.0,2645,2645
10,2,110,13,0.9981,2658,2663
10,2,110,12,0.9977,2618,2624
10,2,110,11,0.9956,2281,2291
10,2,110,10,0.9908,2156,2176
10,2,110,9,0.9851,1392,1413
10,2,110,8,0.9683,1100,1136
10,2,110,7,0.9579,1319,1377
10,2,110,6,0.9487,1814,1912
10,2,110,5,0.8989,2817,3134
10,2,110,4,0.8568,4637,5412
10,2,110,3,0.8082,7270,8995
10,2,110,2,0.7201,10254,14240
10,2,110,1,0.6209,12990,20921
10,2,110,0,0.5103,13261,25988
10,2,110,-1,0.397,3232,8142
10,2,110,-2,0.2883,1340,4648
10,2,110,-3,0.216,599,2773
10,2,110,-4,0.1314,230,1750
10,2,110,-5,0.0853,131,1535
10,2,110,-6,0.0596,95,1593
10,2,110,-7,0.0404,100,2475
10,2,110,-8,0.0223,56,2512
10,2,110,-9,0.0161,43,2675
10,2,110,-10,0.0067,18,2697
10,2,110,-11,0.0032,9,2774
10,2,110,-12,0.0011,3,2753
10,2,110,-13,0.0023,6,2655
10,2,110,-14,0.0011,3,2723
10,2,110,-15,0.0,0,2518
10,2,110,-16,0.0,0,2271
10,2,110,-17,0.0,0,2037
10,2,110,-18,0.0,0,2109
10,2,111,18,0.9999,7147,7148
10,2,111,17,1.0,3604,3604
10,2,111,16,0.9994,3611,3613
10,2,111,15,0.9986,3661,3666
10,2,111,14,0.9987,3710,3715
10,2,111,13,0.9983,3612,3618
10,2,111,12,0.9977,3510,3518
10,2,111,11,0.9938,3218,3238
10,2,111,10,0.991,2738,2763
10,2,111,9,0.9808,1791,1826
10,2,111,8,0.9743,1517,1557
10,2,111,7,0.9572,1631,1704
10,2,111,6,0.9368,2388,2549
10,2,111,5,0.9086,3897,4289
10,2,111,4,0.8726,6272,7188
10,2,111,3,0.8097,9559,11806
10,2,111,2,0.728,13731,18862
10,2,111,1,0.6388,17973,28134
10,2,111,0,0.5284,19358,36632
10,2,111,-1,0.4186,4792,11449
10,2,111,-2,0.3063,2056,6712
10,2,111,-3,0.2323,897,3862
10,2,111,-4,0.1603,408,2546
10,2,111,-5,0.1146,242,2111
10,2,111,-6,0.0841,188,2236
10,2,111,-7,0.0452,141,3118
10,2,111,-8,0.0307,108,3519
10,2,111,-9,0.0169,62,3672
10,2,111,-10,0.0125,47,3751
10,2,111,-11,0.0078,29,3741
10,2,111,-12,0.0052,19,3639
10,2,111,-13,0.0017,6,3602
10,2,111,-14,0.0014,5,3658
10,2,111,-15,0.0009,3,3515
10,2,111,-16,0.0003,1,3295
10,2,111,-17,0.0,0,2853
10,2,111,-18,0.0,0,2777
9,0,000,18,1.0,41999,42000
9,0,000,17,1.0,30035,30035
9,0,000,16,0.9999,33805,33809
9,0,000,15,0.9998,36145,36152
9,0,000,14,0.9995,37465,37482
9,0,000,13,0.9994,38014,38036
9,0,000,12,0.9986,38527,38582
9,0,000,11,0.9979,38291,38372
9,0,000,10,0.9959,36969,37122
9,0,000,9,0.9929,35222,35475
9,0,000,8,0.9879,32209,32602
9,0,000,7,0.9781,29121,29772
9,0,000,6,0.9639,28039,29088
9,0,000,5,0.9407,31781,33785
9,0,000,4,0.9092,43823,48199
9,0,000,3,0.8557,68338,79861
9,0,000,2,0.7858,108290,137815
9,0,000,1,0.6913,163506,236533
9,0,000,0,0.5724,425187,742753
9,0,000,-1,0.4479,159797,356749
9,0,000,-2,0.3348,78922,235730
9,0,000,-3,0.2395,35032,146266
9,0,000,-4,0.1673,14452,86407
9,0,000,-5,0.1142,5843,51176
9,0,000,-6,0.0727,2359,32442
9,0,000,-7,0.0476,1149,24145
9,0,000,-8,0.028,650,23180
9,0,000,-9,0.0184,457,24858
9,0,000,-10,0.0107,315,29306
9,0,000,-11,0.006,201,33261
9,0,000,-12,0.0036,131,35986
9,0,000,-13,0.002,74,37457
9,0,000,-14,0.0012,45,37991
9,0,000,-15,0.0007,25,37521
9,0,000,-16,0.0005,19,36049
9,0,000,-17,0.0001,3,34722
9,0,000,-18,0.0001,4,65981
9,0,001,18,1.0,12074,12074
9,0,001,17,1.0,8655,8655
9,0,001,16,1.0,9535,9535
9,0,001,15,0.9999,10069,10070
9,0,001,14,0.9994,10413,10419
9,0,001,13,0.9993,10792,10800
9,0,001,12,0.9982,10704,10723
9,0,001,11,0.9991,10817,10827
9,0,001,10,0.9964,10246,10283
9,0,001,9,0.9936,9853,9916
9,0,001,8,0.9896,8553,8643
9,0,001,7,0.9813,7784,7932
9,0,001,6,0.9673,7537,7792
9,0,001,5,0.9446,8510,9009
9,0,001,4,0.9161,11984,13081
9,0,001,3,0.8692,18776,21602
9,0,001,2,0.806,29780,36950
9,0,001,1,0.7161,45802,63961
9,0,001,0,0.6061,116580,192346
9,0,001,-1,0.4887,45363,92815
9,0,001,-2,0.3769,23263,61727
9,0,001,-3,0.2727,10350,37947
9,0,001,-4,0.1982,4462,22515
9,0,001,-5,0.1415,1900,13427
9,0,001,-6,0.093,793,8527
9,0,001,-7,0.0593,386,6507
9,0,001,-8,0.0365,226,6193
9,0,001,-9,0.026,174,6691
9,0,001,-10,0.0129,103,8014
9,0,001,-11,0.0076,67,8847
9,0,001,-12,0.0049,50,10117
9,0,001,-13,0.0032,34,10535
9,0,001,-14,0.0016,17,10634
9,0,001,-15,0.0007,7,10236
9,0,001,-16,0.0007,7,9924
9,0,001,-17,0.0003,3,9513
9,0,001,-18,0.0001,1,17590
9,0,010,18,1.0,4284,4284
9,0,010,17,1.0,2700,2700
9,0,010,16,1.0,3014,3014
9,0,010,15,1.0,3151,3151
9,0,010,14,0.9997,3172,3173
9,0,010,13,1.0,3247,3247
9,0,010,12,0.9988,3338,3342
9,0,010,11,0.9988,3264,3268
9,0,010,10,0.9975,3143,3151
9,0,010,9,0.9966,2964,2974
9,0,010,8,0.9917,2746,2769
9,0,010,7,0.9848,2068,2100
9,0,010,6,0.9686,2127,2196
9,0,010,5,0.9539,2585,2710
9,0,010,4,0.9277,3759,4052
9,0,010,3,0.8821,6062,6872
9,0,010,2,0.8216,9527,11596
9,0,010,1,0.7371,14661,19889
9,0,010,0,0.6347,30141,47490
9,0,010,-1,0.5154,11967,23218
9,0,010,-2,0.3932,6023,15319
9,0,010,-3,0.2954,2859,9679
9,0,010,-4,0.2105,1148,5454
9,0,010,-5,0.1467,505,3442
9,0,010,-6,0.0969,219,2260
9,0,010,-7,0.0671,119,1773
9,0,010,-8,0.035,62,1770
9,0,010,-9,0.0282,66,2339
9,0,010,-10,0.0164,44,2687
9,0,010,-11,0.0069,21,3037
9,0,010,-12,0.0041,13,3144
9,0,010,-13,0.0032,11,3434
9,0,010,-14,0.0024,8,3281
9,0,010,-15,0.0015,5,3255
9,0,010,-16,0.002,6,3024
9,0,010,-17,0.0,0,2887
9,0,010,-18,0.0,0,4765
9,0,011,18,1.0,4281,4281
9,0,011,17,1.0,3042,3042
9,0,011,16,1.0,3166,3166
9,0,011,15,1.0,3348,3348
9,0,011,14,0.9994,3483,3485
9,0,011,13,0.9992,3550,3553
9,0,011,12,0.9975,3560,3569
9,0,011,11,0.9991,3523,3526
9,0,011,10,0.9959,3395,3409
9,0,011,9,0.9951,3233,3249
9,0,011,8,0.989,2877,2909
9,0,011,7,0.9852,2058,2089
9,0,011,6,0.9767,2058,2107
9,0,011,5,0.9513,2461,2587
9,0,011,4,0.9282,3501,3772
9,0,011,3,0.8977,5634,6276
9,0,011,2,0.8346,9035,10825
9,0,011,1,0.7561,14181,18755
9,0,011,0,0.6606,33064,50052
9,0,011,-1,0.5534,13443,24291
9,0,011,-2,0.4363,7029,16111
9,0,011,-3,0.3294,3309,10047
9,0,011,-4,0.2525,1509,5976
9,0,011,-5,0.1853,660,3562
9,0,011,-6,0.1203,274,2278
9,0,011,-7,0.0812,145,1785
9,0,011,-8,0.0579,102,1761
9,0,011,-9,0.0406,80,1972
9,0,011,-10,0.0203,58,2864
9,0,011,-11,0.0135,43,3188
9,0,011,-12,0.0076,26,3413
9,0,011,-13,0.0058,20,3455
9,0,011,-14,0.0028,10,3554
9,0,011,-15,0.0012,4,3405
9,0,011,-16,0.0022,7,3223
9,0,011,-17,0.0,0,3227
9,0,011,-18,0.0002,1,5053
9,0,100,18,1.0,1736,1736
9,0,100,17,1.0,1126,1126
9,0,100,16,1.0,1145,1145
9,0,100,15,1.0,1227,1227
9,0,100,14,1.0,1223,1223
9,0,100,13,1.0,1262,1262
9,0,100,12,0.9992,1228,1229
9,0,100,11,0.9983,1196,1198
9,0,100,10,0.9992,1187,1188
9,0,100,9,0.9972,1078,1081
9,0,100,8,0.9841,1050,1067
9,0,100,7,0.9829,1034,1052
9,0,100,6,0.9778,616,630
9,0,100,5,0.9541,749,785
9,0,100,4,0.9196,1246,1355
9,0,100,3,0.8981,2054,2287
9,0,100,2,0.838,3062,3654
9,0,100,1,0.7656,4804,6275
9,0,100,0,0.6595,7047,10685
9,0,100,-1,0.5478,2956,5396
9,0,100,-2,0.4415,1543,3495
9,0,100,-3,0.3288,725,2205
9,0,100,-4,0.2211,298,1348
9,0,100,-5,0.1421,109,767
9,0,100,-6,0.1071,60,560
9,0,100,-7,0.0659,65,987
9,0,100,-8,0.0504,50,993
9,0,100,-9,0.0248,25,1007
9,0,100,-10,0.0199,22,1108
9,0,100,-11,0.0075,9,1194
9,0,100,-12,0.0094,11,1173
9,0,100,-13,0.0056,7,1245
9,0,100,-14,0.0016,2,1246
9,0,100,-15,0.0026,3,1175
9,0,100,-16,0.0018,2,1121
9,0,100,-17,0.0,0,1093
9,0,100,-18,0.0,0,1486
9,0,101,18,1.0,2487,2487
9,0,101,17,1.0,1562,1562
9,0,101,16,1.0,1623,1623
9,0,101,15,1.0,1697,1697
9,0,101,14,1.0,1693,1693
9,0,101,13,1.0,1744,1744
9,0,101,12,1.0,1763,1763
9,0,101,11,0.9988,1699,1701
9,0,101,10,0.997,1663,1668
9,0,101,9,0.9962,1582,1588
9,0,101,8,0.989,1444,1460
9,0,101,7,0.99,1281,1294
9,0,101,6,0.97,777,801
9,0,101,5,0.9665,1040,1076
9,0,101,4,0.944,1618,1714
9,0,101,3,0.9036,2607,2885
9,0,101,2,0.8488,4178,4922
9,0,101,1,0.7843,6566,8372
9,0,101,0,0.6823,9670,14172
9,0,101,-1,0.5761,4204,7297
9,0,101,-2,0.4541,2076,4572
9,0,101,-3,0.3571,1027,2876
9,0,101,-4,0.2662,459,1724
9,0,101,-5,0.1832,192,1048
9,0,101,-6,0.1308,110,841
9,0,101,-7,0.0998,81,812
9,0,101,-8,0.057,73,1281
9,0,101,-9,0.0388,55,1419
9,0,101,-10,0.0285,45,1580
9,0,101,-11,0.0103,17,1658
9,0,101,-12,0.0065,11,1681
9,0,101,-13,0.0073,13,1787
9,0,101,-14,0.003,5,1662
9,0,101,-15,0.0018,3,1634
9,0,101,-16,0.0006,1,1595
9,0,101,-17,0.0014,2,1427
9,0,101,-18,0.0,0,1877
9,0,110,18,1.0,2156,2156
9,0,110,17,1.0,1315,1315
9,0,110,16,1.0,1343,1343
9,0,110,15,1.0,1391,1391
9,0,110,14,1.0,1436,1436
9,0,110,13,1.0,1430,1430
9,0,110,12,1.0,1421,1421
9,0,110,11,1.0,1445,1445
9,0,110,10,0.9985,1355,1357
9,0,110,9,0.9938,1281,1289
9,0,110,8,0.9974,1146,1149
9,0,110,7,0.9884,1108,1121
9,0,110,6,0.9831,699,711
9,0,110,5,0.9587,882,920
9,0,110,4,0.9467,1403,1482
9,0,110,3,0.9084,2152,2369
9,0,110,2,0.8663,3564,4114
9,0,110,1,0.8108,5664,6986
9,0,110,0,0.7155,8465,11831
9,0,110,-1,0.6163,3762,6104
9,0,110,-2,0.5032,2060,4094
9,0,110,-3,0.3884,941,2423
9,0,110,-4,0.2847,418,1468
9,0,110,-5,0.1947,192,986
9,0,110,-6,0.1452,89,613
9,0,110,-7,0.0935,99,1059
9,0,110,-8,0.0562,62,1104
9,0,110,-9,0.0373,42,1126
9,0,110,-10,0.0315,41,1303
9,0,110,-11,0.016,21,1313
9,0,110,-12,0.0076,11,1454
9,0,110,-13,0.0068,10,1470
9,0,110,-14,0.0043,6,1395
9,0,110,-15,0.0007,1,1376
9,0,110,-16,0.0,0,1320
9,0,110,-17,0.0008,1,1177
9,0,110,-18,0.0,0,1601
9,0,111,18,1.0,3186,3186
9,0,111,17,1.0,1903,1903
9,0,111,16,1.0,1947,1947
9,0,111,15,1.0,2025,2025
9,0,111,14,0.9995,2116,2117
9,0,111,13,1.0,2158,2158
9,0,111,12,0.999,2099,2101
9,0,111,11,0.9995,2075,2076
9,0,111,10,0.999,1997,1999
9,0,111,9,0.9963,1900,1907
9,0,111,8,0.9953,1710,1718
9,0,111,7,0.993,1409,1419
9,0,111,6,0.9869,905,917
9,0,111,5,0.9707,1194,1230
9,0,111,4,0.949,1750,1844
9,0,111,3,0.9172,2848,3105
9,0,111,2,0.875,4908,5609
9,0,111,1,0.8119,7673,9451
9,0,111,0,0.7311,11796,16134
9,0,111,-1,0.6359,5160,8114
9,0,111,-2,0.5169,2819,5454
9,0,111,-3,0.4058,1327,3270
9,0,111,-4,0.3228,655,2029
9,0,111,-5,0.2475,299,1208
9,0,111,-6,0.1682,149,886
9,0,111,-7,0.1258,113,898
9,0,111,-8,0.0887,129,1455
9,0,111,-9,0.0596,96,1612
9,0,111,-10,0.0313,61,1946
9,0,111,-11,0.0153,30,1960
9,0,111,-12,0.0133,28,2103
9,0,111,-13,0.012,25,2079
9,0,111,-14,0.0048,10,2093
9,0,111,-15,0.0049,10,2025
9,0,111,-16,0.002,4,1959
9,0,111,-17,0.0,0,1863
9,0,111,-18,0.0,0,2161
9,1,000,18,1.0,35059,35060
9,1,000,17,1.0,22032,22032
9,1,000,16,0.9998,24440,24446
9,1,000,15,0.9998,26137,26143
9,1,000,14,0.9995,27026,27039
9,1,000,13,0.9994,27069,27085
9,1,000,12,0.9988,27402,27435
9,1,000,11,0.9972,26251,26324
9,1,000,10,0.9955,25571,25686
9,1,000,9,0.9922,24271,24463
9,1,000,8,0.9865,22490,22797
9,1,000,7,0.9757,20893,21413
9,1,000,6,0.9602,21357,22242
9,1,000,5,0.9366,25897,27650
9,1,000,4,0.9002,36550,40601
9,1,000,3,0.8429,55643,66016
9,1,000,2,0.7683,84785,110353
9,1,000,1,0.6685,118974,177962
9,1,000,0,0.5433,262991,484084
9,1,000,-1,0.4154,97708,235208
9,1,000,-2,0.3033,46790,154272
9,1,000,-3,0.2128,20338,95564
9,1,000,-4,0.1455,8292,56985
9,1,000,-5,0.0962,3284,34140
9,1,000,-6,0.0587,1306,22244
9,1,000,-7,0.0389,664,17079
9,1,000,-8,0.0232,391,16839
9,1,000,-9,0.0142,258,18110
9,1,000,-10,0.0089,185,20890
9,1,000,-11,0.005,118,23507
9,1,000,-12,0.0026,67,25331
9,1,000,-13,0.0012,31,26563
9,1,000,-14,0.0009,25,26892
9,1,000,-15,0.0004,11,26613
9,1,000,-16,0.0002,5,25183
9,1,000,-17,0.0,1,23844
9,1,000,-18,0.0001,3,43474
9,1,001,18,1.0,17028,17028
9,1,001,17,1.0,10939,10939
9,1,001,16,0.9997,11932,11935
9,1,001,15,0.9998,12656,12659
9,1,001,14,0.9995,13021,13027
9,1,001,13,0.9992,13232,13242
9,1,001,12,0.9986,13067,13085
9,1,001,11,0.9983,12986,13008
9,1,001,10,0.9964,12616,12661
9,1,001,9,0.9934,11441,11517
9,1,001,8,0.9882,10291,10414
9,1,001,7,0.9776,9416,9632
9,1,001,6,0.9622,9731,10113
9,1,001,5,0.9424,11607,12317
9,1,001,4,0.9044,16561,18312
9,1,001,3,0.8529,25293,29655
9,1,001,2,0.7851,39118,49823
9,1,001,1,0.6898,56378,81733
9,1,001,0,0.5698,124649,218760
9,1,001,-1,0.4469,47607,106516
9,1,001,-2,0.3342,23418,70069
9,1,001,-3,0.2369,10194,43033
9,1,001,-4,0.1651,4240,25674
9,1,001,-5,0.1127,1722,15279
9,1,001,-6,0.073,742,10169
9,1,001,-7,0.0499,396,7940
9,1,001,-8,0.0277,221,7975
9,1,001,-9,0.0169,144,8498
9,1,001,-10,0.0104,103,9881
9,1,001,-11,0.0059,64,10832
9,1,001,-12,0.0041,51,12567
9,1,001,-13,0.0016,21,13077
9,1,001,-14,0.001,13,13006
9,1,001,-15,0.0006,8,12871
9,1,001,-16,0.0005,6,12262
9,1,001,-17,0.0,0,11479
9,1,001,-18,0.0001,2,20202
9,1,010,18,1.0,7841,7841
9,1,010,17,1.0,4338,4338
9,1,010,16,0.9998,4801,4802
9,1,010,15,0.9998,4961,4962
9,1,010,14,0.9992,5063,5067
9,1,010,13,0.9998,5145,5146
9,1,010,12,0.9988,5196,5202
9,1,010,11,0.9986,4967,4974
9,1,010,10,0.9973,4767,4780
9,1,010,9,0.9961,4056,4072
9,1,010,8,0.9887,3662,3704
9,1,010,7,0.9819,3247,3307
9,1,010,6,0.9713,3482,3585
9,1,010,5,0.9458,4639,4905
9,1,010,4,0.9129,6834,7486
9,1,010,3,0.861,10516,12214
9,1,010,2,0.7922,15790,19933
9,1,010,1,0.7015,22607,32226
9,1,010,0,0.5914,37683,63713
9,1,010,-1,0.4672,14787,31650
9,1,010,-2,0.3504,7349,20975
9,1,010,-3,0.2584,3388,13111
9,1,010,-4,0.1702,1306,7672
9,1,010,-5,0.127,596,4693
9,1,010,-6,0.0717,246,3432
9,1,010,-7,0.0463,129,2789
9,1,010,-8,0.0265,75,2827
9,1,010,-9,0.0197,66,3355
9,1,010,-10,0.0101,43,4272
9,1,010,-11,0.0059,28,4725
9,1,010,-12,0.0024,12,4899
9,1,010,-13,0.0025,13,5138
9,1,010,-14,0.0016,8,5018
9,1,010,-15,0.0014,7,4882
9,1,010,-16,0.0006,3,4709
9,1,010,-17,0.0002,1,4272
9,1,010,-18,0.0,0,6683
9,1,011,18,1.0,8276,8276
9,1,011,17,1.0,5285,5285
9,1,011,16,1.0,5428,5428
9,1,011,15,1.0,5778,5778
9,1,011,14,0.9995,5961,5964
9,1,011,13,0.9993,6135,6139
9,1,011,12,0.9984,6054,6064
9,1,011,11,0.9988,6002,6009
9,1,011,10,0.9958,5635,5659
9,1,011,9,0.9925,5182,5221
9,1,011,8,0.9868,4255,4312
9,1,011,7,0.9812,3650,3720
9,1,011,6,0.9689,3768,3889
9,1,011,5,0.9417,4761,5056
9,1,011,4,0.9132,7101,7776
9,1,011,3,0.8686,10898,12546
9,1,011,2,0.8058,16740,20775
9,1,011,1,0.7168,24798,34594
9,1,011,0,0.6072,47557,78322
9,1,011,-1,0.4899,19079,38943
9,1,011,-2,0.3778,9581,25363
9,1,011,-3,0.2765,4327,15648
9,1,011,-4,0.2002,1871,9345
9,1,011,-5,0.1458,836,5735
9,1,011,-6,0.0982,369,3756
9,1,011,-7,0.0637,202,3171
9,1,011,-8,0.0333,111,3331
9,1,011,-9,0.0305,110,3603
9,1,011,-10,0.0165,80,4838
9,1,011,-11,0.007,37,5308
9,1,011,-12,0.0054,31,5699
9,1,011,-13,0.0026,16,6049
9,1,011,-14,0.0015,9,5954
9,1,011,-15,0.0012,7,5905
9,1,011,-16,0.0009,5,5479
9,1,011,-17,0.0,0,5159
9,1,011,-18,0.0001,1,7970
9,1,100,18,1.0,3660,3660
9,1,100,17,1.0,2139,2139
9,1,100,16,1.0,2113,2113
9,1,100,15,1.0,2247,2247
9,1,100,14,0.9995,2196,2197
9,1,100,13,0.9996,2303,2304
9,1,100,12,0.9982,2210,2214
9,1,100,11,0.9986,2216,2219
9,1,100,10,0.9963,2143,2151
9,1,100,9,0.9949,1939,1949
9,1,100,8,0.9854,1890,1918
9,1,100,7,0.9825,1292,1315
9,1,100,6,0.9728,1286,1322
9,1,100,5,0.9513,1856,1951
9,1,100,4,0.9133,2751,3012
9,1,100,3,0.8786,4315,4911
9,1,100,2,0.8188,6539,7986
9,1,100,1,0.7281,9137,12549
9,1,100,0,0.6231,10922,17529
9,1,100,-1,0.5028,4666,9280
9,1,100,-2,0.37,2174,5876
9,1,100,-3,0.2702,1001,3705
9,1,100,-4,0.1895,424,2238
9,1,100,-5,0.1245,177,1422
9,1,100,-6,0.0674,76,1128
9,1,100,-7,0.0522,65,1245
9,1,100,-8,0.0333,57,1714
9,1,100,-9,0.0197,38,1930
9,1,100,-10,0.0154,31,2015
9,1,100,-11,0.0057,12,2103
9,1,100,-12,0.0067,15,2223
9,1,100,-13,0.0009,2,2184
9,1,100,-14,0.0009,2,2193
9,1,100,-15,0.0009,2,2151
9,1,100,-16,0.001,2,2035
9,1,100,-17,0.0,0,1891
9,1,100,-18,0.0,0,2423
9,1,101,18,1.0,5570,5570
9,1,101,17,1.0,3081,3081
9,1,101,16,1.0,3207,3207
9,1,101,15,1.0,3266,3266
9,1,101,14,0.9997,3304,3305
9,1,101,13,0.9997,3334,3335
9,1,101,12,0.9991,3348,3351
9,1,101,11,0.9973,3358,3367
