remaining,outs,obc,batting_lead,win_prob,n_samples,n_used,method,prior_source,tango_weight,iso_delta
3,1,110,8,0.9909422369443732,1,0,prior,gregstoll,1.0,0.004712
3,2,110,8,0.9904422369443733,2,9,re_collapsed,gregstoll,0.6896551724137931,0.034422
3,0,110,9,0.999,0,0,prior,gregstoll,1.0,0.0
3,1,110,9,0.9985,0,0,prior,gregstoll,1.0,-0.0005
3,2,110,9,0.9980000000000001,1,6,re_collapsed,gregstoll,0.7692307692307693,-0.001231
3,0,110,10,0.999,0,0,prior,gregstoll,1.0,0.0
3,1,110,10,0.99875,0,5,re_collapsed,gregstoll,0.8,-0.00045
3,2,110,10,0.9982500000000001,2,12,re_collapsed,gregstoll,0.625,-0.001125
3,0,111,-10,0.0045000000000000005,0,0,prior,logistic,1.0,0.0035
3,1,111,-10,0.004,0,0,prior,gregstoll,1.0,0.003
3,2,111,-10,0.0035,0,11,re_collapsed,gregstoll,0.6451612903225806,0.002855
3,0,111,-9,0.005000000000000001,1,0,prior,gregstoll,1.0,0.004
3,1,111,-9,0.0047823036852642125,1,0,prior,gregstoll,1.0,0.003782
3,2,111,-9,0.004282303685264213,0,7,re_collapsed,gregstoll,0.7407407407407407,0.003542
3,0,111,-8,0.021859316743672277,0,0,prior,gregstoll,1.0,0.010492
3,1,111,-8,0.0064042473051761,2,7,re_collapsed,gregstoll,0.7407407407407407,0.001997
3,2,111,-8,0.005500000000000001,0,17,re_collapsed,gregstoll,0.5405405405405406,0.004959
3,0,111,-7,0.10591243503779091,0,0,prior,gregstoll,1.0,-0.042432
3,1,111,-7,0.05335239620404738,3,6,re_collapsed,gregstoll,0.7692307692307693,-0.064957
3,2,111,-7,0.024550369929324915,2,18,re_collapsed,gregstoll,0.5263157894736842,-0.036262
3,0,111,-6,0.10641243503779091,2,0,prior,gregstoll,1.0,0.099322
3,1,111,-6,0.05385239620404738,3,11,re_collapsed,gregstoll,0.6451612903225806,0.04836
3,2,111,-6,0.025050369929324915,2,28,re_collapsed,gregstoll,0.4166666666666667,0.024206
3,0,111,-5,0.11300566335114609,2,0,prior,gregstoll,1.0,0.026766
3,1,111,-5,0.05435239620404738,2,11,re_collapsed,gregstoll,0.6451612903225806,0.018097
3,2,111,-5,0.025550369929324915,1,33,re_collapsed,gregstoll,0.37735849056603776,0.013556
3,0,111,-4,0.2294878315867841,3,0,prior,gregstoll,1.0,0.0
3,1,111,-4,0.10386148061878811,6,20,re_collapsed,gregstoll,0.5,0.0
3,2,111,-4,0.038236962215889826,5,39,re_collapsed,gregstoll,0.3389830508474576,0.0
3,0,111,-3,0.34590011007583304,2,0,prior,gregstoll,1.0,0.0
3,1,111,-3,0.18436778717127464,5,22,re_collapsed,gregstoll,0.47619047619047616,0.0
3,2,111,-3,0.08261751563644444,5,65,re_collapsed,gregstoll,0.23529411764705882,0.0
3,0,111,-2,0.5557329232485535,2,0,prior,gregstoll,1.0,0.0
3,1,111,-2,0.30302155065399017,4,31,re_collapsed,gregstoll,0.39215686274509803,0.005126
3,2,111,-2,0.2717932839191633,3,82,re_collapsed,gregstoll,0.19607843137254902,0.001904
3,0,111,-1,0.7081897011884433,8,8,re_collapsed,gregstoll,0.7142857142857143,0.004713
3,1,111,-1,0.5926462693847135,5,36,re_collapsed,gregstoll,0.35714285714285715,0.0
3,2,111,-1,0.3993585932888051,4,101,re_collapsed,gregstoll,0.1652892561983471,0.0
3,0,111,0,0.8541528400681758,5,5,re_collapsed,gregstoll,0.8,0.0
3,1,111,0,0.6639986244280681,14,14,empirical,gregstoll,0.5882352941176471,0.021993
3,2,111,0,0.5779845059260822,10,10,empirical,gregstoll,0.6666666666666666,0.0327
3,0,111,1,0.9572788753832872,3,0,prior,gregstoll,1.0,0.006403
3,1,111,1,0.9189711759943177,7,39,re_collapsed,gregstoll,0.3389830508474576,0.0
3,2,111,1,0.8612577531231544,6,99,re_collapsed,gregstoll,0.16806722689075632,0.000685
3,0,111,2,0.9755804193648998,5,5,re_collapsed,gregstoll,0.8,0.003491
3,1,111,2,0.9630463702692144,8,41,re_collapsed,gregstoll,0.32786885245901637,0.0243
3,2,111,2,0.9625463702692144,8,97,re_collapsed,gregstoll,0.17094017094017094,-0.002442
3,0,111,3,0.9897442610509377,1,0,prior,gregstoll,1.0,0.001058
3,1,111,3,0.9892442610509378,2,16,re_collapsed,gregstoll,0.5555555555555556,-0.00504
3,2,111,3,0.9766265349773109,5,55,re_collapsed,gregstoll,0.26666666666666666,-0.019014
3,0,111,4,0.9902442610509377,5,5,re_collapsed,gregstoll,0.8,0.021216
3,1,111,4,0.9897442610509377,7,29,re_collapsed,gregstoll,0.40816326530612246,-0.004606
3,2,111,4,0.9771265349773108,3,56,re_collapsed,gregstoll,0.2631578947368421,0.012362
3,0,111,5,0.9910129111267851,1,0,prior,gregstoll,1.0,-0.004354
3,1,111,5,0.9905129111267852,3,10,re_collapsed,gregstoll,0.6666666666666666,-0.006399
3,2,111,5,0.9855565088045252,4,40,re_collapsed,gregstoll,0.3333333333333333,0.024462
3,0,111,6,0.9915129111267851,1,0,prior,gregstoll,1.0,-0.000836
3,1,111,6,0.9910129111267851,3,8,re_collapsed,gregstoll,0.7142857142857143,-0.003522
3,2,111,6,0.9860565088045251,1,22,re_collapsed,gregstoll,0.47619047619047616,0.028142
3,0,111,7,0.992012911126785,2,0,prior,gregstoll,1.0,0.019132
3,1,111,7,0.9915129111267851,2,5,re_collapsed,gregstoll,0.8,0.013208
3,2,111,7,0.9865565088045251,2,12,re_collapsed,gregstoll,0.625,0.034756
3,0,111,8,0.9924681002770049,1,0,prior,gregstoll,1.0,0.006238
3,1,111,8,0.991968100277005,0,0,prior,gregstoll,1.0,0.005738
3,2,111,8,0.9914451307209912,1,9,re_collapsed,gregstoll,0.6896551724137931,0.035424
3,0,111,9,0.999,0,0,prior,gregstoll,1.0,0.0
3,1,111,9,0.9985,1,0,prior,gregstoll,1.0,-0.0005
3,2,111,9,0.9980000000000001,1,6,re_collapsed,gregstoll,0.7692307692307693,-0.001231
3,0,111,10,0.999,2,0,prior,gregstoll,1.0,0.0
3,1,111,10,0.99875,1,5,re_collapsed,gregstoll,0.8,-0.00045
3,2,111,10,0.9982500000000001,1,12,re_collapsed,gregstoll,0.625,-0.001125
4,0,000,-10,0.001,13,13,empirical,gregstoll,0.6060606060606061,0.000394
4,1,000,-10,0.001,11,11,empirical,gregstoll,0.6451612903225806,0.000355
4,2,000,-10,0.001,8,8,re_collapsed,gregstoll,0.7142857142857143,0.000286
4,0,000,-9,0.0015,6,14,re_collapsed,gregstoll,0.5882352941176471,0.000827
4,1,000,-9,0.001,2,14,re_collapsed,gregstoll,0.5882352941176471,0.000379
4,2,000,-9,0.001,3,0,prior,gregstoll,1.0,-5.5e-05
4,0,000,-8,0.0054367926048210875,15,15,empirical,gregstoll,0.5714285714285714,0.00471
4,1,000,-8,0.004936792604821088,11,11,empirical,gregstoll,0.6451612903225806,0.004292
4,2,000,-8,0.0044367926048210875,7,7,re_collapsed,gregstoll,0.7407407407407407,0.003696
4,0,000,-7,0.00648618050692264,16,16,empirical,gregstoll,0.5555555555555556,0.005295
4,1,000,-7,0.00598618050692264,12,12,empirical,gregstoll,0.625,0.005194
4,2,000,-7,0.0054861805069226395,8,8,re_collapsed,gregstoll,0.7142857142857143,0.00458
4,0,000,-6,0.022548032329542344,29,29,empirical,gregstoll,0.40816326530612246,-0.008644
4,1,000,-6,0.021533659735274685,16,16,empirical,gregstoll,0.5555555555555556,-0.01699
4,2,000,-6,0.017472933319061412,10,10,empirical,gregstoll,0.6666666666666666,0.009443
4,0,000,-5,0.024920061494103217,54,54,empirical,gregstoll,0.2702702702702703,0.007104
4,1,000,-5,0.024420061494103217,40,40,empirical,gregstoll,0.3333333333333333,0.004381
4,2,000,-5,0.020540293557371234,31,31,empirical,gregstoll,0.39215686274509803,-0.00185
4,0,000,-4,0.03239481915342577,76,76,empirical,gregstoll,0.20833333333333334,0.005655
4,1,000,-4,0.03189481915342577,54,54,empirical,gregstoll,0.2702702702702703,-0.013213
4,2,000,-4,0.02776613874344136,42,42,empirical,gregstoll,0.3225806451612903,-0.008124
4,0,000,-3,0.0854316384938275,89,89,empirical,gregstoll,0.1834862385321101,-0.004023
4,1,000,-3,0.06508415742193428,58,58,empirical,gregstoll,0.2564102564102564,-0.001472
4,2,000,-3,0.04308709187695615,43,43,empirical,gregstoll,0.31746031746031744,-0.000866
4,0,000,-2,0.13569673292158796,147,147,empirical,gregstoll,0.11976047904191617,0.0
4,1,000,-2,0.09640582010772346,93,93,empirical,gregstoll,0.17699115044247787,-0.0
4,2,000,-2,0.06419733588718159,76,76,empirical,gregstoll,0.20833333333333334,-0.002402
4,0,000,-1,0.30083461998330085,166,166,empirical,gregstoll,0.10752688172043011,0.0
4,1,000,-1,0.22784403676185772,123,123,empirical,gregstoll,0.13986013986013987,0.0
4,2,000,-1,0.18698932090495496,101,101,empirical,gregstoll,0.1652892561983471,0.0
4,0,000,0,0.5280751062575427,199,199,empirical,gregstoll,0.091324200913242,0.0
4,1,000,0,0.4667577752775838,123,123,empirical,gregstoll,0.13986013986013987,0.0
4,2,000,0,0.4251343225016797,95,95,empirical,gregstoll,0.17391304347826086,0.0
4,0,000,1,0.7250110585903927,161,161,empirical,gregstoll,0.11049723756906077,0.0
4,1,000,1,0.68507862671887,108,108,empirical,gregstoll,0.15625,0.0
4,2,000,1,0.6557318980197905,103,103,empirical,gregstoll,0.16260162601626016,-0.005506
4,0,000,2,0.8406541684854386,133,133,empirical,gregstoll,0.13071895424836602,-0.001946
4,1,000,2,0.8270605254410481,97,97,empirical,gregstoll,0.17094017094017094,-0.007943
4,2,000,2,0.8216428654671115,73,73,empirical,gregstoll,0.21505376344086022,-0.012169
4,0,000,3,0.9559816175265099,103,103,empirical,gregstoll,0.16260162601626016,-0.01308
4,1,000,3,0.9514523883205253,89,89,empirical,gregstoll,0.1834862385321101,-0.022032
4,2,000,3,0.9397995873268102,63,63,empirical,gregstoll,0.24096385542168675,0.0
4,0,000,4,0.9601192733756363,77,77,empirical,gregstoll,0.20618556701030927,0.009942
4,1,000,4,0.9559680286665366,63,63,empirical,gregstoll,0.24096385542168675,0.014694
4,2,000,4,0.9554680286665367,50,50,empirical,gregstoll,0.2857142857142857,-0.002617
4,0,000,5,0.9760818388627946,58,58,empirical,gregstoll,0.2564102564102564,0.007061
4,1,000,5,0.9755818388627947,43,43,empirical,gregstoll,0.31746031746031744,-0.000917
4,2,000,5,0.9750818388627948,51,51,empirical,gregstoll,0.28169014084507044,-0.003787
4,0,000,6,0.9920356110452724,44,44,empirical,gregstoll,0.3125,-0.005036
4,1,000,6,0.9915356110452724,41,41,empirical,gregstoll,0.32786885245901637,-0.00512
4,2,000,6,0.9912689078995907,35,35,empirical,gregstoll,0.36363636363636365,-0.005503
4,0,000,7,0.9952283571499289,14,14,empirical,gregstoll,0.5882352941176471,0.001194
4,1,000,7,0.9934784774624507,11,11,empirical,gregstoll,0.6451612903225806,0.000755
4,2,000,7,0.9915574204690887,8,8,re_collapsed,gregstoll,0.7142857142857143,0.004574
4,0,000,8,0.9989819245082403,9,45,re_collapsed,gregstoll,0.3076923076923077,-0.00071
4,1,000,8,0.9987775465563385,8,45,re_collapsed,gregstoll,0.3076923076923077,-0.000915
4,2,000,8,0.9982775465563386,12,12,empirical,gregstoll,0.625,-0.000712
4,0,000,9,0.999,3,20,re_collapsed,gregstoll,0.5,-0.0005
4,1,000,9,0.9985,4,20,re_collapsed,gregstoll,0.5,-0.000952
4,2,000,9,0.9980000000000001,5,5,re_collapsed,gregstoll,0.8,-0.0012
4,0,000,10,0.999,8,35,re_collapsed,gregstoll,0.36363636363636365,-0.000636
4,1,000,10,0.99875,9,35,re_collapsed,gregstoll,0.36363636363636365,-0.000886
4,2,000,10,0.9982500000000001,10,10,empirical,gregstoll,0.6666666666666666,-0.001083
4,0,001,-10,0.0015519767584952038,3,8,re_collapsed,gregstoll,0.7142857142857143,-0.000894
4,1,001,-10,0.0015,4,34,re_collapsed,gregstoll,0.37037037037037035,0.00113
4,2,001,-10,0.001,3,34,re_collapsed,gregstoll,0.37037037037037035,0.00063
4,0,001,-9,0.0021599416296005326,4,5,re_collapsed,gregstoll,0.8,0.000398
4,1,001,-9,0.002,3,14,re_collapsed,gregstoll,0.5882352941176471,0.001379
4,2,001,-9,0.0015,1,14,re_collapsed,gregstoll,0.5882352941176471,0.000879
4,0,001,-8,0.005755620708315375,3,11,re_collapsed,gregstoll,0.6451612903225806,0.003376
4,1,001,-8,0.005255620708315374,4,39,re_collapsed,gregstoll,0.3389830508474576,0.004561
4,2,001,-8,0.004755620708315374,5,39,re_collapsed,gregstoll,0.3389830508474576,0.004395
4,0,001,-7,0.007374188046075025,4,9,re_collapsed,gregstoll,0.6896551724137931,0.00321
4,1,001,-7,0.0068741880460750256,9,49,re_collapsed,gregstoll,0.2898550724637681,0.005985
4,2,001,-7,0.006374188046075025,5,49,re_collapsed,gregstoll,0.2898550724637681,0.006007
4,0,001,-6,0.023048032329542344,11,11,empirical,gregstoll,0.6451612903225806,-0.009632
4,1,001,-6,0.022033659735274685,13,13,empirical,gregstoll,0.6060606060606061,-0.020944
4,2,001,-6,0.017472933319061412,7,69,re_collapsed,gregstoll,0.2247191011235955,-0.020426
4,0,001,-5,0.025420061494103217,14,14,empirical,gregstoll,0.5882352941176471,0.009101
4,1,001,-5,0.024920061494103217,17,17,empirical,gregstoll,0.5405405405405406,0.016294
4,2,001,-5,0.021040293557371234,16,16,empirical,gregstoll,0.5555555555555556,0.017275
4,0,001,-4,0.03378308158138932,18,18,empirical,gregstoll,0.5263157894736842,0.004767
4,1,001,-4,0.03328308158138932,21,21,empirical,gregstoll,0.4878048780487805,0.018864
4,2,001,-4,0.02826613874344136,22,22,empirical,gregstoll,0.47619047619047616,0.020258
4,0,001,-3,0.0859316384938275,21,21,empirical,gregstoll,0.4878048780487805,0.016957
4,1,001,-3,0.06558415742193428,26,26,empirical,gregstoll,0.43478260869565216,0.003717
4,2,001,-3,0.04358709187695615,27,27,empirical,gregstoll,0.425531914893617,0.001861
4,0,001,-2,0.17502001725542846,38,38,empirical,gregstoll,0.3448275862068966,0.0
4,1,001,-2,0.11004038361059945,41,41,empirical,gregstoll,0.32786885245901637,0.0
4,2,001,-2,0.06469733588718159,44,44,empirical,gregstoll,0.3125,0.00461
4,0,001,-1,0.4047125478246282,37,37,empirical,gregstoll,0.3508771929824561,0.0
4,1,001,-1,0.29360098742310886,38,38,empirical,gregstoll,0.3448275862068966,0.0
4,2,001,-1,0.195865559517285,49,49,empirical,gregstoll,0.2898550724637681,0.0
4,0,001,0,0.5781411180521246,56,56,empirical,gregstoll,0.2631578947368421,0.0
4,1,001,0,0.5524481008471595,63,63,empirical,gregstoll,0.24096385542168675,0.0
4,2,001,0,0.4908223112435657,48,48,empirical,gregstoll,0.29411764705882354,0.0
4,0,001,1,0.7733160962972067,55,55,empirical,gregstoll,0.26666666666666666,-0.001571
4,1,001,1,0.7704359597687779,44,44,empirical,gregstoll,0.3125,-0.0
4,2,001,1,0.6562318980197904,51,51,empirical,gregstoll,0.28169014084507044,0.011512
4,0,001,2,0.8411541684854386,39,39,empirical,gregstoll,0.3389830508474576,0.007018
4,1,001,2,0.8275605254410481,45,45,empirical,gregstoll,0.3076923076923077,0.017421
4,2,001,2,0.8221428654671115,43,43,empirical,gregstoll,0.31746031746031744,0.020965
4,0,001,3,0.9564816175265098,27,27,empirical,gregstoll,0.425531914893617,0.014011
4,1,001,3,0.9519523883205252,35,35,empirical,gregstoll,0.36363636363636365,0.002053
4,2,001,3,0.9516292479944621,38,38,empirical,gregstoll,0.3448275862068966,-0.014507
4,0,001,4,0.9699617633959923,15,15,empirical,gregstoll,0.5714285714285714,-0.008053
4,1,001,4,0.9586852908871594,18,18,empirical,gregstoll,0.5263157894736842,0.035314
4,2,001,4,0.9581852908871594,31,31,empirical,gregstoll,0.39215686274509803,-0.002159
4,0,001,5,0.979687382418612,15,15,empirical,gregstoll,0.5714285714285714,0.017778
4,1,001,5,0.979187382418612,15,15,empirical,gregstoll,0.5714285714285714,-0.010057
4,2,001,5,0.9791530715199519,26,26,empirical,gregstoll,0.43478260869565216,-0.011689
4,0,001,6,0.9925356110452723,9,36,re_collapsed,gregstoll,0.35714285714285715,-0.005645
4,1,001,6,0.9920356110452724,10,10,empirical,gregstoll,0.6666666666666666,-0.000496
4,2,001,6,0.9917689078995906,14,14,empirical,gregstoll,0.5882352941176471,-0.002412
4,0,001,7,0.9957283571499288,2,18,re_collapsed,gregstoll,0.5263157894736842,0.002947
4,1,001,7,0.9939784774624506,4,49,re_collapsed,gregstoll,0.2898550724637681,0.010638
4,2,001,7,0.9920574204690886,6,49,re_collapsed,gregstoll,0.2898550724637681,0.008572
4,0,001,8,0.999,3,13,re_collapsed,gregstoll,0.6060606060606061,6.3e-05
4,1,001,8,0.9985,4,45,re_collapsed,gregstoll,0.3076923076923077,-0.001076
4,2,001,8,0.9980000000000001,6,45,re_collapsed,gregstoll,0.3076923076923077,-0.001692
4,0,001,9,0.999,1,6,re_collapsed,gregstoll,0.7692307692307693,-0.000231
4,1,001,9,0.9985,4,20,re_collapsed,gregstoll,0.5,-0.000406
4,2,001,9,0.9980000000000001,4,20,re_collapsed,gregstoll,0.5,-0.001142
4,0,001,10,0.999,0,7,re_collapsed,gregstoll,0.7407407407407407,-0.000259
4,1,001,10,0.99875,2,35,re_collapsed,gregstoll,0.36363636363636365,-0.000886
4,2,001,10,0.9982500000000001,4,35,re_collapsed,gregstoll,0.36363636363636365,-0.001386
4,0,010,-10,0.0020519767584952038,1,0,prior,gregstoll,1.0,0.001052
4,1,010,-10,0.002,3,8,re_collapsed,gregstoll,0.7142857142857143,0.001286
4,2,010,-10,0.0015,0,34,re_collapsed,gregstoll,0.37037037037037035,0.00113
4,0,010,-9,0.0026599416296005326,0,0,prior,gregstoll,1.0,0.001605
4,1,010,-9,0.0025,0,5,re_collapsed,gregstoll,0.8,-0.002213
4,2,010,-9,0.002,0,14,re_collapsed,gregstoll,0.5882352941176471,0.001379
4,0,010,-8,0.0060889540416487085,1,0,prior,gregstoll,1.0,0.005089
4,1,010,-8,0.005588954041648709,1,11,re_collapsed,gregstoll,0.6451612903225806,0.001132
4,2,010,-8,0.0050889540416487085,1,39,re_collapsed,gregstoll,0.3389830508474576,0.00475
4,0,010,-7,0.00758249795683,2,0,prior,gregstoll,1.0,0.002555
4,1,010,-7,0.007082497956830001,1,9,re_collapsed,gregstoll,0.6896551724137931,0.006208
4,2,010,-7,0.00658249795683,1,49,re_collapsed,gregstoll,0.2898550724637681,0.006215
4,0,010,-6,0.023548032329542345,4,6,re_collapsed,gregstoll,0.7692307692307693,0.013647
4,1,010,-6,0.022533659735274686,3,22,re_collapsed,gregstoll,0.47619047619047616,0.00649
4,2,010,-6,0.020846008405541957,1,69,re_collapsed,gregstoll,0.2247191011235955,-0.017453
4,0,010,-5,0.025920061494103218,2,9,re_collapsed,gregstoll,0.6896551724137931,-0.000382
4,1,010,-5,0.025420061494103217,4,28,re_collapsed,gregstoll,0.4166666666666667,0.019188
4,2,010,-5,0.021346008405541957,7,144,re_collapsed,gregstoll,0.12195121951219512,0.007833
4,0,010,-4,0.034057710955392576,7,18,re_collapsed,gregstoll,0.5263157894736842,0.004992
4,1,010,-4,0.033557710955392575,11,11,empirical,gregstoll,0.6451612903225806,-0.015827
4,2,010,-4,0.02876613874344136,12,12,empirical,gregstoll,0.625,0.018041
4,0,010,-3,0.23064696507345436,12,12,empirical,gregstoll,0.625,0.0
4,1,010,-3,0.10564958147135306,17,17,empirical,gregstoll,0.5405405405405406,-0.00492
4,2,010,-3,0.058726388348603595,20,20,empirical,gregstoll,0.5,0.0
4,0,010,-2,0.27865537277336033,14,14,empirical,gregstoll,0.5882352941176471,-0.010775
4,1,010,-2,0.17058177514744974,15,15,empirical,gregstoll,0.5714285714285714,-0.011729
4,2,010,-2,0.1491943131068247,17,17,empirical,gregstoll,0.5405405405405406,-0.041971
4,0,010,-1,0.527690440130962,20,20,empirical,gregstoll,0.5,-0.000605
4,1,010,-1,0.4051026165351662,28,28,empirical,gregstoll,0.4166666666666667,-0.015913
4,2,010,-1,0.22489737171642485,35,35,empirical,gregstoll,0.36363636363636365,0.0
4,0,010,0,0.6896023298787242,21,21,empirical,gregstoll,0.4878048780487805,-0.022519
4,1,010,0,0.6015939480639745,23,23,empirical,gregstoll,0.46511627906976744,-0.044343
4,2,010,0,0.53919035388713,24,24,empirical,gregstoll,0.45454545454545453,-0.033979
4,0,010,1,0.7738160962972066,24,24,empirical,gregstoll,0.45454545454545453,0.000766
4,1,010,1,0.7704667849302189,25,25,empirical,gregstoll,0.4444444444444444,-0.004804
4,2,010,1,0.7139420940203836,25,25,empirical,gregstoll,0.4444444444444444,-0.022754
4,0,010,2,0.9028042536507227,13,13,empirical,gregstoll,0.6060606060606061,-0.0
4,1,010,2,0.8718125346026045,17,17,empirical,gregstoll,0.5405405405405406,0.0
4,2,010,2,0.828104751767147,29,29,empirical,gregstoll,0.40816326530612246,-0.000994
4,0,010,3,0.9758246941075395,7,18,re_collapsed,gregstoll,0.5263157894736842,-0.006925
4,1,010,3,0.9693727590785379,19,19,empirical,gregstoll,0.5128205128205128,-0.011482
4,2,010,3,0.9521292479944621,29,29,empirical,gregstoll,0.40816326530612246,0.010644
4,0,010,4,0.977186880745179,8,28,re_collapsed,gregstoll,0.4166666666666667,-0.006196
4,1,010,4,0.9766868807451791,15,15,empirical,gregstoll,0.5714285714285714,-0.004984
4,2,010,4,0.9642888541990441,17,17,empirical,gregstoll,0.5405405405405406,-0.014041
4,0,010,5,0.9821416926557944,7,19,re_collapsed,gregstoll,0.5128205128205128,0.014299
4,1,010,5,0.9816416926557945,8,43,re_collapsed,gregstoll,0.31746031746031744,0.002012
4,2,010,5,0.9811416926557945,12,12,empirical,gregstoll,0.625,-0.008482
4,0,010,6,0.9930356110452723,4,15,re_collapsed,gregstoll,0.5714285714285714,0.023712
4,1,010,6,0.9925356110452723,4,36,re_collapsed,gregstoll,0.35714285714285715,-0.004229
4,2,010,6,0.9922689078995905,8,133,re_collapsed,gregstoll,0.13071895424836602,-0.005816
4,0,010,7,0.9962283571499287,5,15,re_collapsed,gregstoll,0.5714285714285714,0.003438
4,1,010,7,0.9949399723631047,3,18,re_collapsed,gregstoll,0.5263157894736842,-0.001775
4,2,010,7,0.9925574204690886,5,49,re_collapsed,gregstoll,0.2898550724637681,0.008197
4,0,010,8,0.999,2,0,prior,gregstoll,1.0,0.0
4,1,010,8,0.9985,4,13,re_collapsed,gregstoll,0.6060606060606061,0.000474
4,2,010,8,0.9980000000000001,12,12,empirical,gregstoll,0.625,-0.001375
4,0,010,9,0.999,0,0,prior,gregstoll,1.0,0.0
4,1,010,9,0.9985,0,6,re_collapsed,gregstoll,0.7692307692307693,-0.000731
4,2,010,9,0.9980000000000001,1,20,re_collapsed,gregstoll,0.5,-0.0015
4,0,010,10,0.999,0,0,prior,gregstoll,1.0,0.0
4,1,010,10,0.99875,0,7,re_collapsed,gregstoll,0.7407407407407407,-0.000509
4,2,010,10,0.9982500000000001,3,35,re_collapsed,gregstoll,0.36363636363636365,-0.001386
4,0,011,-10,0.003051976758495204,0,0,prior,gregstoll,1.0,0.002052
4,1,011,-10,0.003,1,8,re_collapsed,gregstoll,0.7142857142857143,0.002286
4,2,011,-10,0.0025,2,34,re_collapsed,gregstoll,0.37037037037037035,0.00213
4,0,011,-9,0.00737016054063652,0,0,prior,gregstoll,1.0,-0.000619
4,1,011,-9,0.0035,1,5,re_collapsed,gregstoll,0.8,0.002656
4,2,011,-9,0.003,2,14,re_collapsed,gregstoll,0.5882352941176471,0.002379
4,0,011,-8,0.008226846118366592,0,0,prior,gregstoll,1.0,-0.001353
4,1,011,-8,0.007726846118366592,2,11,re_collapsed,gregstoll,0.6451612903225806,0.005788
4,2,011,-8,0.007226846118366591,1,39,re_collapsed,gregstoll,0.3389830508474576,0.006888
4,0,011,-7,0.009276234020468148,2,0,prior,gregstoll,1.0,0.004735
4,1,011,-7,0.008776234020468147,2,9,re_collapsed,gregstoll,0.6896551724137931,0.006807
4,2,011,-7,0.008276234020468147,2,49,re_collapsed,gregstoll,0.2898550724637681,0.007909
4,0,011,-6,0.05427077646480658,1,6,re_collapsed,gregstoll,0.7692307692307693,-0.02087
4,1,011,-6,0.023533659735274687,3,22,re_collapsed,gregstoll,0.47619047619047616,0.000346
4,2,011,-6,0.021394708441650912,0,69,re_collapsed,gregstoll,0.2247191011235955,-0.017885
4,0,011,-5,0.05477077646480658,2,9,re_collapsed,gregstoll,0.6896551724137931,0.018166
4,1,011,-5,0.027120402632562948,8,28,re_collapsed,gregstoll,0.4166666666666667,0.012264
4,2,011,-5,0.022651023301960276,7,144,re_collapsed,gregstoll,0.12195121951219512,0.008576
4,0,011,-4,0.05527077646480658,3,18,re_collapsed,gregstoll,0.5263157894736842,0.004204
4,1,011,-4,0.04004997332379073,4,50,re_collapsed,gregstoll,0.2857142857142857,0.01122
4,2,011,-4,0.02976613874344136,8,201,re_collapsed,gregstoll,0.09049773755656108,0.004567
4,0,011,-3,0.2671323294222213,2,19,re_collapsed,gregstoll,0.5128205128205128,-0.018164
4,1,011,-3,0.10664958147135306,5,61,re_collapsed,gregstoll,0.24691358024691357,0.004521
4,2,011,-3,0.06870947815181574,7,236,re_collapsed,gregstoll,0.078125,-0.000239
4,0,011,-2,0.30097367811369763,5,37,re_collapsed,gregstoll,0.3508771929824561,0.0
4,1,011,-2,0.17226252241595472,16,16,empirical,gregstoll,0.5555555555555556,-0.00536
4,2,011,-2,0.1501943131068247,5,363,re_collapsed,gregstoll,0.05221932114882506,0.031049
4,0,011,-1,0.5368240751067676,7,39,re_collapsed,gregstoll,0.3389830508474576,0.0
4,1,011,-1,0.4061026165351662,17,17,empirical,gregstoll,0.5405405405405406,0.028525
4,2,011,-1,0.2515790741053309,19,19,empirical,gregstoll,0.5128205128205128,0.00312
4,0,011,0,0.690602329878724,12,12,empirical,gregstoll,0.625,0.050318
4,1,011,0,0.6025939480639744,22,22,empirical,gregstoll,0.47619047619047616,0.045155
4,2,011,0,0.5401903538871299,20,20,empirical,gregstoll,0.5,0.032478
4,0,011,1,0.7849491049691281,13,13,empirical,gregstoll,0.6060606060606061,-0.00701
4,1,011,1,0.7714667849302188,17,17,empirical,gregstoll,0.5405405405405406,-0.007435
4,2,011,1,0.7149420940203834,18,18,empirical,gregstoll,0.5263157894736842,-0.050276
4,0,011,2,0.9395817673124939,7,37,re_collapsed,gregstoll,0.3508771929824561,-0.005422
4,1,011,2,0.8745104594653368,8,96,re_collapsed,gregstoll,0.1724137931034483,0.00264
4,2,011,2,0.8291047517671469,12,12,empirical,gregstoll,0.625,-0.036265
4,0,011,3,0.9767088559899193,3,18,re_collapsed,gregstoll,0.5263157894736842,-0.00342
4,1,011,3,0.9703727590785378,9,69,re_collapsed,gregstoll,0.2247191011235955,0.013356
4,2,011,3,0.953129247994462,11,11,empirical,gregstoll,0.6451612903225806,0.016451
4,0,011,4,0.9784961126451123,4,28,re_collapsed,gregstoll,0.4166666666666667,-0.016345
4,1,011,4,0.9779961126451123,7,50,re_collapsed,gregstoll,0.2857142857142857,0.003184
4,2,011,4,0.965288854199044,6,229,re_collapsed,gregstoll,0.08032128514056225,0.017665
4,0,011,5,0.9831843966356807,4,19,re_collapsed,gregstoll,0.5128205128205128,0.013961
4,1,011,5,0.9826843966356807,4,43,re_collapsed,gregstoll,0.31746031746031744,0.001403
4,2,011,5,0.9821843966356808,9,175,re_collapsed,gregstoll,0.10256410256410256,-0.000511
