id,player_id,team,gm,name,last_name,discord_id,status,primary_pos,secondary_pos,hand,con,eye,pwr,spd,mov,cmd,vel,awr,discord_nickname,is_rookie,league,season,suffix,first_name,session_added,rookie,s_id
2134,,REK,false,Thor Heyerdahl,Heyerdahl,349359777220001793,Active,1B,UTIL,R,5,1,5,1,,,,,Qomsday#7405,,MLN,4,,Thor,,false,4_3066
2135,,REK,false,Flick Maplethorpe,Maplethorpe,631554330356613120,Active,LF,,L,3,3,1,5,,,,,Dentonoff#3915,,MLN,4,,Flick,,false,4_3068
2136,,GRZ,false,Wallace Grommet,Grommet,476558347634475028,Active,SS,C,L,4,3,4,1,,,,,kaylittle6,,MLN,4,,Wallace,,false,4_3069
2137,,REK,false,Ded Tanson,Tanson,121733091034267648,Active,P,,L,,,,,1,2,5,4,Sickboy2212#2182,,MLN,4,,Ded,,false,4_3070
2138,,x,false,Kyle Mullins,Mullins,255311391186092032,Active,2B,UTIL,R,4,3,3,2,,,,,DefinitelyWheeler#4417,,MLN,4,,Kyle,,false,4_3071
2139,,FA,false,Tucker Doubt,Doubt,347109742155399168,Free Agent,3B,UTIL,L,5,1,5,1,,,,,MikeyTKO#0005,,MLN,4,,Tucker,,false,4_3072
2140,,HFX,false,H.D. Dog,Dog,231952127931580416,Active,CF,,L,4,2,1,5,,,,,Hot Diggity Dog#2030,,MLN,4,,H.D.,,false,4_3075
2141,,NO,false,Derek Bongiovanni,Bongiovanni,291738770313707521,Active,C,COF,R,1,5,1,5,,,,,Dbon#2576,,MLN,4,,Derek,,false,4_3077
2142,,BBG,false,Chakra Pilates,Pilates,644325646486732810,Active,C,COF,L,2,4,3,3,,,,,ChakraPilates,,MLN,4,,Chakra,,false,4_3078
2143,,REK,false,Isaac Snowbender,Snowbender,140306370359459840,Active,LF,,R,5,1,5,1,,,,,mvh1015#6260,,MLN,4,,Isaac,,true,4_3079
2144,,BFB,false,Jeff Dingerhitter,Dingerhitter,263888354179809280,Active,RF,,R,3,2,4,3,,,,,Woj#6097,,MLN,4,,Jeff,,true,4_3080
2145,,SMD,false,Basethony Balltano,Balltano,671474346606198820,Active,C,COF,L,5,4,2,1,,,,,Declan#0676,,MLN,4,,Basethony,,true,4_3082
2146,,POR,false,Poop McGee,McGee,402249979651031052,Active,P,,L,,,,,4,1,4,3,Andrew3#2319,,MLN,4,,Poop,,true,4_3083
2147,,GRZ,false,Ryan Tyburn,Tyburn,334144448873365504,Active,2B,UTIL,R,5,5,1,1,,,,,Tyburn#0651,,MLN,4,,Ryan,,true,4_3084
2148,,CIN,false,Red Arrow,Arrow,272034904127045633,Active,P,,R,,,,,2,2,4,4,RedArrow12c #7693,,MLN,4,,Red,,true,4_3085
2149,,GHG,false,Nono Nones,Nones,251117327792209920,Active,LF,,R,5,1,2,4,,,,,VoxBarbarian#7332,,MLN,4,,Nono,,true,4_3086
2150,,BFB,false,Xerxes Dalin,Dalin,188872774553567242,Active,3B,UTIL,L,3,3,5,1,,,,,Chill#1991,,MLN,4,,Xerxes,,true,4_3087
2151,,BUF,false,Yoel Roshi,Roshi,293180794124632074,Active,P,,L,,,,,4,2,2,4,pyrolola#2993,,MLN,4,,Yoel,,true,4_3088
2152,,KYM,false,Joey Wheeler,Wheeler,389269825425375233,Active,P,,L,,,,,1,1,5,5,Slingblade#8693,,MLN,4,,Joey,,true,4_3089
2153,,FA,false,Henry Crowell,Crowell,367409193004564483,Free Agent,P,,R,,,,,3,2,5,2,Biggie Eilish #1074,,MLN,4,,Henry,,true,4_3090
2154,,FA,false,Zelk Jacen Antilles,Antilles,250094459721613315,Free Agent,3B,UTIL,L,3,3,5,1,,,,,CaptainSolo96#0006,,MLN,4,,Zelk,,true,4_3091
2155,,CIN,false,Thelonius Junk,Junk,183195160358813697,Active,RF,,L,5,3,1,3,,,,,Ranitall#0646,,MLN,4,,Thelonius,,true,4_3092
2156,,GHG,false,King Kruul,Kruul,246762932703068162,Active,RF,,R,1,5,5,1,,,,,LefLop#4771,,MLN,4,,King,,true,4_4000
2157,,KYM,false,Fat Wad,Wad,493941633138556939,Active,3B,C,L,3,2,5,2,,,,,kiddingsoda#0677,,MLN,4,,Fat,,true,4_4001
2158,,BFB,false,Jeff Downey,Downey,285097851631960064,Active,3B,UTIL,L,3,3,5,1,,,,,BigCat#0237,,MLN,4,,Jeff,,true,4_4002
2159,,KYM,false,Callie Braden,Braden,680949666824978432,Active,P,,R,,,,,5,1,4,2,CloudNein#6571,,MLN,4,,Callie,,true,4_4003
2160,,BUF,false,Alex Lahey,Lahey,240572831333613569,Active,2B,UTIL,L,1,5,5,1,,,,,Reno#1997,,MLN,4,,Alex,,true,4_4004
2161,,FA,false,Barry McKockiner,McKockiner,681539051009867797,Free Agent,P,,L,,,,,5,5,1,1,ShenaniganMuffin#4600,,MLN,4,,Barry,,true,4_4005
2162,,FA,false,Ike Martillo,Martillo,172880114567086080,Free Agent,3B,UTIL,R,2,4,5,1,,,,,Ice_Hammer#0191,,MLN,4,,Ike,,true,4_4006
2163,,HFX,false,Reese Worthington,Worthington,554004612797956106,Active,2B,C,L,2,3,3,4,,,,,RockM888#6275,,MLN,4,,Reese,,true,4_4007
2164,,SMD,false,LaCarpetron Dukemarriot,Dukemarriot,681243530588717120,Active,P,,R,,,,,4,2,3,3,Dukemarriot#0179,,MLN,4,,LaCarpetron,,true,4_4008
2165,,FA,false,Johnny Dawkins,Dawkins,612494299120140295,Free Agent,1B,UTIL,R,2,3,4,3,,,,,Fakecfbillinoisstae#5952,,MLN,4,,Johnny,,true,4_4009
2166,,MAL,false,North McLean,McLean,237633230084374528,Active,CF,,L,1,5,1,5,,,,,"North, The Greatest Showman",,MLN,4,,North,,true,4_4010
2167,,BUF,false,Mitch Meanmug,Meanmug,294497117467181056,Active,LF,,R,3,3,4,2,,,,,fermatajack,,MLN,4,,Mitch,,true,4_4011
2168,,HFX,false,Deku Matsui,Matsui,255477872880254976,Active,2B,UTIL,R,3,4,2,3,,,,,KrazyPolishBoy,,MLN,4,,Deku,,true,4_4012
2169,,FA,false,Jonah Levin,Levin,,Free Agent,2B,UTIL,L,4,3,2,3,,,,,CozyKaiju#5745,,MLN,4,,Jonah,,true,4_4013
2170,,FA,false,David Shaw,Shaw,354399654131138561,Free Agent,2B,UTIL,R,4,5,1,2,,,,,davidshaw,,MLN,4,,David,,true,4_4014
2171,,FA,false,Plack “Clack” Attack,Attack,473845222514884610,Free Agent,1B,UTIL,R,3,3,4,2,,,,,MU | Teztify#9523,,MLN,4,,Plack,,true,4_4015
2172,,HFX,false,Shortpoleon Napsleeve,Napsleeve,240919142507479040,Active,SS,UTIL,R,3,2,4,3,,,,,elated potato#1373,,MLN,4,,Shortpoleon,,true,4_4016
2173,,FA,false,Andrew Nova,Nova,261036761109495808,Free Agent,P,,L,,,,,5,3,1,3,andrews#4302,,MLN,4,,Andrew,,true,4_4017
2174,,CIN,false,Slow low,Low,341365184021004290,Active,2B,C,R,3,4,3,2,,,,,Slowlow24,,MLN,4,,Slow,,true,4_4018
2175,,REK,false,Russel Ellis,Ellis,282220049090215946,Active,2B,UTIL,R,3,4,1,4,,,,,Russel #6507,,MLN,4,,Russel,,true,4_4019
2176,,BUF,false,Aapo,Aapo,613531591062323200,Active,C,COF,L,1,5,1,5,,,,,aapoquidam#4497,,MLN,4,,,,true,4_4020
2177,,FA,false,Jeff “Saggy Baggs” Shagwell,Shagwell,209183193436258304,Free Agent,LF,,L,3,1,5,3,,,,,MattDaddio,,MLN,4,,Jeff,,true,4_4021
2178,,GRZ,false,Adonis Sinoda,Sinoda,608356413269606505,Active,1B,UTIL,L,2,4,5,1,,,,,Hallmonitor_20#2799,,MLN,4,,Adonis,,true,4_4022
2179,,BUF,false,Vinny Vega,Vega,332741384446410755,Active,P,,L,,,,,2,4,4,2,Vinny #3614 I believe,,MLN,4,,Vinny,,true,4_4023
2180,,BBG,false,Didja Naylor,Naylor,675178744864047104,Active,1B,UTIL,R,4,2,4,2,,,,,ChickenSteaksHeavyWeights,,MLN,4,,Didja,,true,4_4024
2181,,BBG,false,Bast Fidgewidget,Fidgewidget,412709586257313813,Active,RF,,R,4,4,1,3,,,,,I am the black sheep,,MLN,4,,Bast,,true,4_4025
2182,,BBG,false,Leonidas States,States,344569430132391938,Active,SS,UTIL,L,4,2,5,1,,,,,BillyShake#4067,,MLN,4,,Leonidas,,true,4_4033
2183,,SUN,false,Gargle Nutz,Nutz,544267009395916813,Active,2B,UTIL,R,3,3,4,2,,,,,GargleNutz#7309,,MLN,4,,Gargle,,true,4_4034
2184,,KYM,false,Dirk Dangerous,Dangerous,149311407907799041,Active,CF,,L,1,1,5,5,,,,,as334#2217,,MLN,4,,Dirk,,true,4_4035
2185,,CIN,false,Turk Schmidt,Schmidt,203412994720399360,Active,3B,UTIL,L,4,2,4,2,,,,,Turk#0172,,MLN,4,,Turk,,true,4_4036
2186,,FA,false,Thor Odinsson,Odinsson,238836526409187338,Free Agent,P,,L,,,,,5,3,3,1,tbewulf#3297,,MLN,4,,Thor,,true,4_4037
2187,,FA,false,Center Fielder,Fielder,315706495473942529,Free Agent,3B,UTIL,R,4,3,3,2,,,,,Zand#1674,,MLN,4,,Center,,true,4_4038
2188,,MAL,false,Wild Legs Wilkerson,Wilkerson,241371232983973888,Active,P,,L,,,,,3,3,3,3,michael#9947,,MLN,4,,Wild Legs,,true,4_4039
2189,,REK,false,Trogdor Fhqwhgads,Fhqwhgads,545406706038079520,Active,2B,UTIL,L,5,2,1,4,,,,,Haniger's Grenade#9160,,MLN,4,,Trogdor,,true,4_4040
2190,,BUF,false,John Rhys Ealy,Ealy,267524720470130690,Active,3B,UTIL,R,4,3,3,2,,,,,DutifullyPurple,,MLN,4,,John Rhys,,true,4_4041
2191,,POR,false,Sarah Buntingsworth,Buntingsworth,167796704739983360,Active,1B,UTIL,L,4,2,2,4,,,,,sarah_#4781,,MLN,4,,Sarah,,true,4_4042
2192,,NO,false,Cap Keeler,Keeler,555157292408897567,Active,P,,L,,,,,3,3,4,2,bob124#1895,,MLN,4,,Cap,,true,4_4043
2193,,BUF,false,Ura Irons,Irons,326427060438433792,Active,1B,UTIL,R,1,1,5,5,,,,,Arujento#7149,,MLN,4,,Ura,,true,4_4044
2194,,SMD,false,Dakota Carolina Montana,Montana,276829932439470081,Active,RF,,L,3,1,5,3,,,,,Dakota Carolina Montana,,MLN,4,,Dakota Carolina,,true,4_4045
2195,,FA,false,Jack Meoff,Meoff,676613531637907498,Free Agent,SS,C,R,4,2,2,4,,,,,FearGoldEagle45,,MLN,4,,Jack,,true,4_4046
2196,,FA,false,Caleb Aiken,Aiken,257956618015211522,Free Agent,C,CINF,R,2,5,4,1,,,,,Nathan625#7391,,MLN,4,,Caleb,,true,4_4047
2197,,FA,false,Mike Fruitstand,Fruitstand,202273074261917697,Free Agent,RF,,R,4,2,2,4,,,,,ItsJustFruity#8827,,MLN,4,,Mike,,true,4_4048
2198,,BBG,false,Cromulent Embiggens,Embiggens,490600203921915904,Active,P,,L,,,,,4,3,3,2,iunnolol,,MLN,4,,Cromulent,,true,4_4049
2199,,BFB,false,Cali Guerensk,Guerensk,322858095590244353,Active,P,,R,,,,,2,5,2,3,Drag0nG0ld008#5755,,MLN,4,,Cali,,true,4_4050
2200,,BUF,false,Dogwood Maple,Maple,552159012288856084,Active,2B,UTIL,R,4,2,4,2,,,,,dogwoodmaple#1747,,MLN,4,,Dogwood,,true,4_4067
2201,,BFB,false,Cam’ron West,West,366942633916104705,Active,2B,UTIL,R,4,4,1,3,,,,,DPZ1156#7914,,MLN,4,,Cam’ron,,true,4_4068
2202,,SUN,false,Hot Dog Jeopardy,Jeopardy,121792167361511424,Active,C,COF,R,1,4,4,3,,,,,Big Botto m#1067,,MLN,4,,Hot Dog,,true,4_4069
2203,,x,false,Nicholas Fouss,Fouss,182233101349421067,Active,2B,UTIL,L,3,2,3,4,,,,,superfish1205#8463,,MLN,4,,Nicholas,,false,4_4072
2204,,x,false,Sconnie McSwings,McSwings,362064637509763085,Active,2B,UTIL,R,3,2,3,4,,,,,G2019 #0639,,MLN,4,,Sconnie,,false,4_4073
2205,,x,false,Ryan Reynolds IV,Reynolds,612494299120140295,Active,P,,L,,,,,4,3,2,3,Alrightythen#5952,,MLN,4,IV,Ryan,,false,4_4074
2206,,x,false,Truck Month,Month,197831638846013447,Active,CF,,R,3,4,3,2,,,,,Truck Month#7046,,MLN,4,,Truck,,false,4_4075
2207,,BUF,false,Grimothy Johnson,Johnson,179396505189351425,Active,P,,R,,,,,2,5,4,1,base_coin#0111,,MLN,4,,Grimothy,,false,4_4076
2208,,x,false,Hunter Scott,Scott,623164301267435541,Active,LF,,R,5,4,1,2,,,,,I'll change this later#3627,,MLN,4,,Hunter,,false,4_4077
2209,,x,false,Sleve McDichael,McDichael,350765214288838666,Active,P,,R,,,,,4,2,2,4,megalo#7735,,MLN,4,,Sleve,,false,4_4078
2210,,x,false,Pedro Cerrano-Spaz,Cerrano-Spaz,480094051761389573,Active,RF,,R,3,1,4,4,,,,,BtSpaz#5064,,MLN,4,,Pedro,,false,4_4079
2211,,x,false,Patrick McDonough,McDonough,465113775209709568,Active,LF,,R,5,5,1,1,,,,,코르도바 시드니 #8968,,MLN,4,,Patrick,,false,4_4080
2212,,x,false,Toppo Thamornin,Thamornin,142120199242514432,Active,P,,R,,,,,5,1,4,2,Zpheldin#4429,,MLN,4,,Toppo,,false,4_4081
2213,,x,false,Holland Oats,Oats,174249690919862272,Active,CF,,L,3,1,3,5,,,,,jimmiboi#9276,,MLN,4,,Holland,,false,4_5015
2214,,x,false,LeBarn James,James,,Active,C,CINF,L,3,1,5,3,,,,,door_nav,,MLN,4,,LeBarn,,false,4_5016
2215,,SMD,false,Crash Davis,Davis,293940505614483456,Active,CF,,L,4,2,1,5,,,,,Flying Spaghetti Hitchens#6329,,MLN,5,,Crash,,false,5_1001
2216,,GRZ,false,Garitek,Garitek,201437703328235520,Captain,C,CINF,R,4,4,3,1,,,,,GareDr333#5369,,MLN,5,,,,false,5_1002
2217,,SMD,true,Pops Dongoria,Dongoria,225468192443727873,GM Only,P,,R,,,,,5,3,2,2,timland33#8053,,MLN,5,,Pops,,false,5_1004
2218,,SMD,false,Smitty Hoppenscotch,Hoppenscotch,377826278004490240,Active,CF,,L,4,2,1,5,,,,,Natsochist#8041,,MLN,5,,Smitty,,false,5_1006
2219,,SMD,false,Atlas Quin,Quin,148920755189579776,Active,P,,L,,,,,5,2,4,1,Pieanator#7542,,MLN,5,,Atlas,,false,5_1008
2220,,SMD,false,Madis Mickelson,Mickelson,310887264374882304,Active,RF,,L,4,4,1,3,,,,,madis99#4415,,MLN,5,,Madis,,false,5_1010
2221,,SMD,false,Reservoir Butler,Butler,288768900169072641,Active,SS,C,R,4,2,1,5,,,,,ghostelephant#6650,,MLN,5,,Reservoir,,false,5_1012
2222,,BFB,false,Joe Runzer,Runzer,414316350324998144,Active,LF,,R,4,2,1,5,,,,,scumbagjoe11#2267,,MLN,5,,Joe,,false,5_1017
2223,,POR,false,Q Kimbrel,Kimbrel,134478480862740480,Captain,CF,,R,1,3,5,3,,,,,Cerb#8365,,MLN,5,,Q,,false,5_1021
2224,,GHG,false,Chuck McCluster,McCluster,391473385768747008,Active,RF,,R,3,4,3,2,,,,,snipenberg#7197,,MLN,5,,Chuck,,false,5_1022
2225,,SMD,false,Dan Gerzone,Gerzone,358438389160345600,Active,2B,UTIL,R,4,1,3,4,,,,,Dan_Gerzone,,MLN,5,,Dan,,false,5_1023
2226,,HFX,false,Jordan Peppers,Peppers,298191208776204288,Active,P,,R,,,,,4,2,2,4,raptor152#0431,,MLN,5,,Jordan,,false,5_1024
2227,,POR,false,Angel Leon,Leon,240939239968210944,Active,P,,L,,,,,4,3,4,1,GK12303#1313,,MLN,5,,Angel,,false,5_1026
2228,,SMD,false,Thomas Nova,Nova,341669113430540301,Active,P,,L,,,,,4,4,2,2,Daitryu#7669,,MLN,5,,Thomas,,false,5_1027
2229,,HMH,false,Haraldo MacKenzie,MacKenzie,281586814471634945,Active,SS,UTIL,R,5,1,4,2,,,,,mack#0894,,MLN,5,,Haraldo,,false,5_1028
2230,,SUN,false,Lefty Louis,Louis,326553566909300737,Active,1B,UTIL,L,1,5,5,1,,,,,lewislewes#3447,,MLN,5,,Lefty,,false,5_1029
2231,,SUN,true,Charlie Scott,Scott,193883917055557642,GM Only,C,COF,L,5,5,1,1,,,,,SemiCharmedMike#9629,,MLN,5,,Charlie,,false,5_1032
2232,,BBG,true,Daz Reference,Reference,180498124823855104,Active,SS,UTIL,R,5,1,1,5,,,,,Obscure_Reference#9129,,MLN,5,,Daz,,false,5_1033
2233,,SUN,false,Jack Marnette,Marnette,345701896377597953,Active,LF,,R,5,2,2,3,,,,,jmarnette#1828,,MLN,5,,Jack,,false,5_1034
2234,,SUN,false,Pete Wheeler,Wheeler,213403960072077312,Captain,CF,,L,3,3,1,5,,,,,mcastagnaro30#2558,,MLN,5,,Pete,,false,5_1035
2235,,HFX,false,Spike Suzuki,Suzuki,398235187634503702,Captain,C,COF,L,4,4,3,1,,,,,xbijin#3776,,MLN,5,,Spike,,false,5_1036
2236,,FA,false,Clive Babineaux,Babineaux,312078049401110530,Free Agent,RF,,L,4,2,4,2,,,,,tanay002#5272,,MLN,5,,Clive,,false,5_1039
2237,,ACP,false,Barney Summers,Summers,378073752400953344,Active,C,CINF,L,5,5,1,1,,,,,CougMaster#8822,,MLN,5,,Barney,,false,5_1041
2238,,NO,false,Dallas Houston,Houston,359717979732312064,Active,RF,,R,3,3,5,1,,,,,mbless1415#6210,,MLN,5,,Dallas,,false,5_1042
2239,,KYM,false,Tyler Palmatier,Palmatier,195415573721645056,Active,1B,UTIL,R,3,3,4,2,,,,,Jags#3155,,MLN,5,,Tyler,,false,5_1043
2240,,SUN,false,Superbone Threefinger,Threefinger,224327937720188928,Active,CF,,L,4,1,3,4,,,,,23baseball3#3100,,MLN,5,,Superbone,,false,5_1051
2241,,HMH,false,Zed Leona,Leona,177281342818484224,Active,C,CINF,R,5,4,1,2,,,,,Sleeper#2045,,MLN,5,,Zed,,false,5_1052
2242,,HMH,false,Steve Hofbardozzi Jr. Jr. Jr.,Hofbardozzi,207143171128426496,Active,3B,UTIL,L,5,4,1,2,,,,,GeneticlyPerfct#0232,,MLN,5,Jr.,Steve,,false,5_1054
2243,,HMH,true,Osmosis Jones,Jones,131978039763402752,Active,2B,UTIL,L,4,3,1,4,,,,,AdmiralJones42#6648,,MLN,5,,Osmosis,,false,5_1055
2244,,BFB,false,Henrik Omega,Omega,178987211239325696,Active,RF,,L,3,3,2,4,,,,,Big Bossuru#1370,,MLN,5,,Henrik,,false,5_1056
2245,,FA,false,Rusty LaRue,LaRue,644347193523830814,Free Agent,1B,UTIL,L,5,3,3,1,,,,,BaldRusty2.0#6959,,MLN,5,,Rusty,,false,5_1057
2246,,HMH,false,Catfish Champ,Champ,259940190947246081,Active,CF,,L,5,3,1,3,,,,,amazingcowmilk#9713,,MLN,5,,Catfish,,false,5_1058
2247,,HMH,false,Hudson Hildebrandt,Hildebrandt,285878316987056130,Active,P,,R,,,,,5,1,5,1,Hudson#0002,,MLN,5,,Hudson,,false,5_1061
2248,,KYM,false,BB Bambino Jr.,Bambino,675859449508003875,Active,SS,UTIL,R,5,5,1,1,,,,,Bambino2.0#4658,,MLN,5,Jr.,BB,,false,5_1062
2249,,KYM,false,Alex Yaxley,Yaxley,345329173616787458,Captain,C,COF,R,3,4,4,1,,,,,BIGxM1KE#4625,,MLN,5,,Alex,,false,5_1063
2250,,KYM,false,Dick Pole,Pole,392155574231629825,Active,1B,UTIL,R,3,3,5,1,,,,,Wblewis45#7778,,MLN,5,,Dick,,false,5_1064
2251,,ACP,false,Austin Schwartz,Schwartz,319240013818757120,Active,CF,,L,5,5,1,1,,,,,Cubzlover84#7820,,MLN,5,,Austin,,false,5_1067
2252,,FA,false,Ben Grimm,Grimm,378312650473472011,Free Agent,RF,,R,3,2,5,2,,,,,Jim Boeheim#2353,,MLN,5,,Ben,,false,5_1068
2253,,POR,false,Rub A. Chikin,Chikin,373703526347440129,Active,2B,UTIL,R,3,5,1,3,,,,,rubachikin,,MLN,5,,Rub A.,,false,5_1069
2254,,MAL,false,Isaac Saffron,Saffron,151083162116554752,Active,C,CINF,L,5,5,1,1,,,,,izsaf#9638,,MLN,5,,Isaac,,false,5_1071
2255,,BFB,false,Red Trapper,Trapper,381269531752005663,Captain,1B,UTIL,L,2,4,4,2,,,,,Red Trapper#5937,,MLN,5,,Red,,false,5_1072
2256,,BFB,false,Juan Diego De Las Rosas Jr.,De Las Rosas,189963987129991179,Captain,2B,UTIL,R,4,2,1,5,,,,,Dancingtree444#4987,,MLN,5,Jr.,Juan Diego,,false,5_1073
2257,,BFB,false,Donked McToad,McToad,191205122548695050,Active,P,,L,,,,,3,4,3,2,donked#9307,,MLN,5,,Donked,,false,5_1074
2258,,OO,false,Fuzzy Dunlop,Dunlop,396470748526411776,Active,P,,L,,,,,3,3,5,1,Fuzzy Dunlop#5733,,MLN,5,,Fuzzy,,false,5_1076
2259,,OO,false,Babatunde Oladotun,Oladotun,401796234001514501,Active,P,,R,,,,,4,2,3,3,Babatunde Oladotun#6470,,MLN,5,,Babatunde,,false,5_1079
2260,,BFB,true,Whitt Bass,Bass,211904717981220865,GM Only,,,,,,,,,,,,kickthepony#5274,,MLN,5,,Whitt,,false,5_1080
2261,,GRZ,false,Basebally McBaseballface Jr.,McBaseballface,212687113634840580,Active,RF,,R,5,1,1,5,,,,,packattack#9827,,MLN,5,Jr.,Basebally,,false,5_1082
2262,,GRZ,false,Tony Smehrik,Smehrik,185167161734594560,Active,P,,L,,,,,3,5,2,2,liebz#0795,,MLN,5,,Tony,,false,5_1083
2263,,ACP,true,George Ewell,Ewell,211243192358535171,GM Only,C,COF,R,2,5,4,1,,,,,Ewell,,MLN,5,,George,,false,5_1086
2264,,SUN,false,Foxx Dashington,Dashington,301455044656758784,Captain,P,,L,,,,,1,5,1,5,FoxxDashington#1492,,MLN,5,,Foxx,,false,5_1087
2265,,ACP,false,Stan Mann,Mann,298312382927732748,Active,1B,UTIL,R,5,5,1,1,,,,,CelciusII#6336,,MLN,5,,Stan,,false,5_1088
2266,,BFB,false,Jefferson Steelflex,Steelflex,187009663487836162,Captain,SS,UTIL,L,4,3,4,1,,,,,Jeff Steelflex#0352,,MLN,5,,Jefferson,,false,5_1089
2267,,ACP,false,James Pablano,Pablano,377904113842913280,Captain,P,,R,,,,,2,5,2,3,loco_pabs#0259,,MLN,5,,James,,false,5_1090
2268,,ACP,false,Dougal McGoogol,McGoogol,377896897870036992,Active,3B,UTIL,R,4,2,1,5,,,,,mcgoogol#0111,,MLN,5,,Dougal,,false,5_1091
2269,,GRZ,true,Jameson Poe,Poe,136843419321368576,Active,C,COF,R,3,4,1,4,,,,,Poe#8888,,MLN,5,,Jameson,,false,5_1097
2270,,SMD,false,Kegs Mabry,Mabry,144267007175426048,Hiatus,CF,,L,3,1,5,3,,,,,kegs#5639,,MLN,5,,Kegs,,false,5_1098
2271,,BFB,false,Baron Samedi,Samedi,109574591738851328,Active,3B,UTIL,R,3,3,2,4,,,,,haunted#0371,,MLN,5,,Baron,,false,5_1099
2272,,BUF,false,Antwan Zella,Zella,135821931550081024,Active,C,CINF,R,5,3,3,1,,,,,ando#0150,,MLN,5,,Antwan,,false,5_1100
2273,,BUF,false,Graham Otherie,Otherie,345618052743692288,Active,SS,UTIL,R,5,2,4,1,,,,,grahm03#0716,,MLN,5,,Graham,,false,5_1102
2274,,FA,false,Grey Goose McGillicuddy,McGillicuddy,173958296800198657,Free Agent,3B,UTIL,R,3,3,1,5,,,,,Judah#1924,,MLN,5,,Grey Goose,,false,5_1105
2275,,MAL,true,Petra Sabor,sabor,158306211568025600,Retired,LF,,R,5,5,1,1,,,,,Petralikesbaseball#0016,,MLN,5,,petra,,false,5_1107
2276,,GHG,false,Conor Sexton,Sexton,205443196401090561,Active,1B,UTIL,L,3,3,4,2,,,,,YoloSwaggins#8690,,MLN,5,,Conor,,false,5_1108
2277,,GHG,true,Dominus Nominus,Nominus,198821468317024256,GM Only,LF,,R,2,2,4,4,,,,,steelermade28#8041,,MLN,5,,Dominus,,false,5_1109
2278,,BBG,false,Cookie Mongster,Mongster,302242686281318400,Active,P,,L,5,5,1,1,5,5,1,1,mongster_03#3405,,MLN,5,,Cookie,,false,5_1113
2279,,POR,false,Willie Mays Hayes,Hayes,433103168445087756,Active,2B,UTIL,R,4,2,1,5,,,,,WillieMaysHays#9546,,MLN,5,,Willie Mays,,false,5_1119
2280,,KYM,false,Johnny Hopkins,Hopkins,121083821637500928,Captain,3B,UTIL,L,5,2,2,3,,,,,BubonicNarwhal#6234,,MLN,5,,Johnny,,false,5_1120
2281,,GHG,false,Finkle Sparkles,Sparkles,243128381275766784,Active,P,,R,,,,,4,2,4,2,Einhornfarm#4830,,MLN,5,,Finkle,,false,5_1122
2282,,FA,false,Kurt Anger,Anger,172340171868602368,Free Agent,LF,,L,1,5,1,5,,,,,Wham Bam Shang-A-Lang#7171,,MLN,5,,Kurt,,false,5_1123
2283,,MAL,false,KC Bats,Bats,322186326130556940,Active,LF,,R,4,2,2,4,,,,,kc3551#3802,,MLN,5,,KC,,false,5_1131
2284,,BFB,true,Steel Pipe Simpson,Simpson,358438289344299008,GM Only,CF,,R,3,3,3,3,,,,,Alch233,,MLN,5,,Steel Pipe,,false,5_1132
2285,,OO,false,Hank Murphy,Murphy,382275235082403842,Active,C,COF,L,1,5,5,1,,,,,Hank Murphy#4997,,MLN,5,,Hank,,false,5_1133
2286,,GHG,false,Ornn Mistborn,Mistborn,277638011124973571,Active,2B,UTIL,R,5,2,1,4,,,,,biigdog#3209,,MLN,5,,Ornn,,false,5_1134
2287,,ACP,false,Ryan Gastings,Gastings,194225767952023552,Active,P,,L,,,,,2,4,2,4,Aspence#3564,,MLN,5,,Ryan,,false,5_1135
2288,,GHG,false,Mason Spurs,Spurs,198821468317024256,Active,SS,UTIL,L,5,2,2,3,,,,,SpursyGopher#5047,,MLN,5,,Mason,,false,5_1136
2289,,ACP,false,Jimmy Johns,Johns,235507430656704514,Active,CF,,L,5,1,2,4,,,,,EazyKill#8033,,MLN,5,,Jimmy,,false,5_1137
2290,,GHG,false,Bartholomew Crumblepuff,Crumblepuff,223279982091304960,Active,P,,L,,,,,3,2,4,3,Zod#3168,,MLN,5,,Bartholomew,,false,5_1140
2291,,GRZ,false,Geno Scaramucci,Scaramucci,378622205883580417,Active,CF,,L,4,4,2,2,,,,,SilkyMango#9987,,MLN,5,,Geno,,false,5_1141
2292,,MAL,false,Artie Ziff,Ziff,221036282267041805,Active,P,,R,,,,,2,4,4,2,mennonite_barbie#3089,,MLN,5,,Artie,,false,5_1145
2293,,HMH,false,Garrett Evans,Evans,233003286943367169,Active,RF,,R,3,2,5,2,,,,,legacy3233#2024,,MLN,5,,Garrett,,false,5_1149
2294,,SUN,false,Ricky Vaughn,Vaughn,369553888723992578,Active,P,,R,,,,,3,4,4,1,See_You_Laterr#6448,,MLN,5,,Ricky,,false,5_1150
2295,,SMD,false,Lance Lummoxx,Lummoxx,215570868657455104,Active,SS,UTIL,R,3,2,4,3,,,,,Lummoxx#2267,,MLN,5,,Lance,,false,5_1151
2296,,FA,false,Hans Ali,Ali,416272664756355075,Retired,P,,L,,,,,4,4,2,2,hanstheman33#3083,,MLN,5,,Hans,,false,5_1152
2297,,POR,false,Larold,Larold,406898210804858884,Active,P,,R,,,,,4,3,4,1,TrickyTroy2#3950,,MLN,5,,,,false,5_1153
