season,session,game_code,game_id,play_num,off_team,def_team,inning,half,outs,obc,result,play_code,category,batter_name,pitcher_name,diff
1,02,010203,9,10203040,Kansas City Kitties,Miami Fuego,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Reggie Cooke,Tony Smehrik,0
1,02,010204,10,10204040,Gas House Gorillas,R'Lyeh Ancients,6,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Dog Man,Nate Lewis,0
1,03,010303,15,10303023,Carolina Reapers,Aruba Sea Serpents,3,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Brohei Brohtani,Ronald Eagle V,450
1,06,010605,35,10605018,Aruba Sea Serpents,Acadia Peregrines,3,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Casey Jones,Jameson Poe,0
1,06,010606,36,10606046,Baldur's Gate Beholders,Miami Fuego,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Spike McBride,Tony Smehrik,0
1,07,010702,38,10702011,Humongous Melonheads,Sunnydale Slayers,2,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Larry Slack,Thomas Nova,0
1,07,010706,42,10706035,Halifax Highlanders,Aruba Sea Serpents,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Buzz Schwinghammer,Ronald Eagle V,0
1,08,010802,44,10802029,Miami Fuego,Sopher McDophers,4,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Fuzzy Dunlop,Andrew Peters,0
1,08,010803,45,10803012,Kansas City Kitties,Aruba Sea Serpents,2,top,0,100,AutoK,0_0_AutoK,no_pa_expected,Reggie Cooke,Miss Bats,0
1,09,010906,54,10906008,Baldur's Gate Beholders,Acadia Peregrines,2,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Dixie Wrecked,Baron Samedi,0
1,11,011106,66,11106034,Baldur's Gate Beholders,Gas House Gorillas,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Duke McCracken,Geno Scaramucci,0
1,12,011201,67,11201034,Kansas City Kitties,Carolina Reapers,4,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Grey Goose McGillicuddy,Rub A. Chikin,0
1,12,011203,69,11203051,Aruba Sea Serpents,Miami Fuego,6,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Bom Trady,Ed Turner,0
2,01,020101,76,20101026,Kansas City Kitties,Miami Fuego,3,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Clipper Charge,Tony Smehrik,0
2,01,020102,77,20102052,Aruba Sea Serpents,Carolina Reapers,6,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Zed Leona,Teddy Ballinger,0
2,02,020201,83,20201035,Miami Fuego,Sopher McDophers,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,AJ Preller,William Hatchet,0
2,06,020601,111,20601016,Miami Fuego,Humongous Melonheads,3,top,0,000,AutoK,0_0_AutoK,no_pa_expected,AJ Preller,Rascal Alex,0
2,08,020804,128,20804007,Humongous Melonheads,Halifax Highlanders,2,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Steve Thomas,Jordan Peppers,0
2,11,021102,147,21102008,Carolina Reapers,Sopher McDophers,1,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Tyler Palmatier,William Hatchet,0
2,12,021203,155,21203031,Kansas City Kitties,Sopher McDophers,4,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Clipper Charge,Atlas Quin,0
2,12,021203,155,21203037,Sopher McDophers,Kansas City Kitties,4,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Kaylee Stewart,Babatunde Oladotun,0
2,14,021401,167,21401023,Miami Fuego,Humongous Melonheads,3,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Red Trapper,Hudson Hildebrandt,0
2,14,021403,169,21403052,Aruba Sea Serpents,Sopher McDophers,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Vandalia Halen,William Hatchet,0
2,14,021406,172,21406034,Portland Pioneers,R'Lyeh Ancients,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Bom Trady,Thomas Nova,0
2,16,021606,186,21606032,Acadia Peregrines,Baldur's Gate Beholders,3,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,James Pablano,Jameson Poe,0
3,02,030206,206,30206011,Miami Fuego,Kansas City Kitties,2,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Zin Martinez,S.A.R Dinka,0
3,02,030206,206,30206037,Miami Fuego,Kansas City Kitties,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Eli Sasak,Bobby “Freakin” Portis,0
3,02,030208,208,30208046,Sopher McDophers,Humongous Melonheads,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Lance Lummoxx,Hudson Hildebrandt,0
3,03,030308,216,30308024,Humongous Melonheads,Aruba Sea Serpents,3,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Larry Slack,LaPrince Frye,0
3,05,030506,230,30506010,Carolina Reapers,Reykjavik Valkyries,2,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Jake Wilson,Brian MacDonald,0
3,07,030701,241,30701024,Ursa Major Grizzlies,Halifax Highlanders,4,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Jon Adams,Jordan Peppers,0
3,07,030705,245,30705007,Aruba Sea Serpents,Raccoon City Outbreak,1,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Robert Abenduct,Josef Samuelsson,0
3,08,030801,249,30801008,Ursa Major Grizzlies,Portland Pioneers,1,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Kali McSuntas,Gus Buster,0
3,08,030808,256,30808033,Miami Fuego,Aruba Sea Serpents,4,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Clive Babineaux,Daraya Jonjet,0
3,11,031101,273,31101033,Carolina Reapers,Ursa Major Grizzlies,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Jake Wilson,Wallace Grommet,0
3,13,031306,294,31306034,Kansas City Kitties,Carolina Reapers,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Grey Goose McGillicuddy,Teddy Ballinger,0
4,04,040403,338,40403043,Aruba Sea Serpents,Halifax Highlanders,6,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Brandon Blade,Frozen Inertia,0
5,08,050807,493,50807001,Carolina Reapers,Reykjavik Valkyries,1,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Clifton Outlaw,Joey Wheeler,0
5,12,051203,521,51203039,R'Lyeh Ancients,Gas House Gorillas,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Morris Deratt,Rickey Tucker,0
6,02,060202,559,60202021,Carolina Reapers,Gas House Gorillas,3,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Freddie Huff,Finkle Sparkles,0
6,05,060505,586,60505030,Miami Fuego,Humongous Melonheads,4,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Jefferson Steelflex,Stephen Sondheim,0
6,09,060905,618,60905042,Miami Fuego,Reykjavik Valkyries,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Red Trapper,Tyrone Jennings III,0
6,09,060908,621,60908026,Humongous Melonheads,Raccoon City Outbreak,4,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Papa Longstroke,Diego Medina,0
6,10,061003,624,61003009,R'Lyeh Ancients,Reykjavik Valkyries,2,top,0,000,AutoK,0_0_AutoK,no_pa_expected,John Rhys Ealy,Larold,0
6,10,061003,624,61003042,R'Lyeh Ancients,Reykjavik Valkyries,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,John Rhys Ealy,Tyrone Jennings III,0
6,13,061301,646,61301048,Gas House Gorillas,Acadia Peregrines,6,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Ohtani But Wide,Ryan Gastings,0
6,15,061504,665,61504037,Raccoon City Outbreak,Sopher McDophers,5,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Shovel Bryant,Thomas Thompson III,0
7,01,070101,669,70101043,Acadia Peregrines,Portland Pioneers,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Stan Mann,Pete Sweat,0
7,02,070203,679,70203041,R'Lyeh Ancients,Aruba Sea Serpents,6,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Damien Anderson,Donatello Chalupa,0
7,03,070303,687,70303017,R'Lyeh Ancients,Baldur's Gate Beholders,2,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Damien Anderson,Matthew Longballo,0
7,07,070701,717,70701028,R'Lyeh Ancients,Acadia Peregrines,4,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Big Smoke Anderson,Ryan Gastings,0
7,08,070801,725,70801052,Acadia Peregrines,Sopher McDophers,6,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Alexandra Shepard,LaCarpetron Dukemarriot,0
7,08,070802,726,70802005,Gas House Gorillas,Kansas City Kitties,1,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Mike Fruitstand,Nate Duke,0
7,09,070907,739,70907041,Carolina Reapers,Reykjavik Valkyries,5,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Dirk Dangerous,Jhangus Roundstone,0
7,12,071201,757,71201001,Acadia Peregrines,R'Lyeh Ancients,1,top,0,000,AutoK,0_0_AutoK,no_pa_expected,Bill “Pegleg” Bailey,Six Finger McMillan,0
7,13,071301,765,71301030,Acadia Peregrines,Gas House Gorillas,3,bottom,0,000,AutoK,0_0_AutoK,no_pa_expected,Willie Mays Hayes,Keyo,0
5,09,050904,498,50904013,Carolina Reapers,Sunnydale Slayers,2,bottom,0,001,AutoBB,0_1_AutoBB,no_pa_expected,Dick Pole,Cal Lidous,0
1,08,010806,48,10806039,Baldur's Gate Beholders,Halifax Highlanders,5,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Ross Fire,Dan Gerzone,0
1,09,010904,52,10904011,Halifax Highlanders,Sunnydale Slayers,2,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Buzz Schwinghammer,Thomas Nova,0
2,01,020106,81,20106034,Gas House Gorillas,R'Lyeh Ancients,4,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Chuck McCluster,Boaty McBoatface,0
2,02,020203,85,20203014,Kansas City Kitties,Humongous Melonheads,2,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Reggie Cooke,Carney Lerouix,0
3,04,030408,224,30408018,Aruba Sea Serpents,Sopher McDophers,3,top,0,001,AutoK,0_1_AutoK,no_pa_expected,Robert Abenduct,Tony Smehrik,0
3,10,031004,268,31004044,Kansas City Kitties,Sunnydale Slayers,5,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Bofadeez Newtz,Ricky Vaughn,0
5,15,051503,545,51503051,Sopher McDophers,Humongous Melonheads,6,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Plack Attack,Rascal Alex,0
7,11,071102,750,71102022,Gas House Gorillas,Humongous Melonheads,3,top,0,001,AutoK,0_1_AutoK,no_pa_expected,Ornn Mistborn,Hudson Hildebrandt,0
7,12,071205,761,71205016,Miami Fuego,Raccoon City Outbreak,2,bottom,0,001,AutoK,0_1_AutoK,no_pa_expected,Harry Peritestes,Joanna McMartinez,0
1,01,010101,1,10101022,Aruba Sea Serpents,Kansas City Kitties,3,bottom,0,001,AutoSB,0_1_AutoSB,no_pa_expected,Willie Mays Hayes,Jay Schwizzle,0
2,09,020906,137,20906006,Sunnydale Slayers,Kansas City Kitties,1,bottom,0,001,AutoSB,0_1_AutoSB,no_pa_expected,Willie Mays Hayes,Babatunde Oladotun,0
2,11,021102,147,21102002,Sopher McDophers,Carolina Reapers,1,top,0,001,AutoSB,0_1_AutoSB,no_pa_expected,Smitty Hoppenscotch,Tommy Foxconn,0
2,12,021204,157,21204002,Portland Pioneers,Humongous Melonheads,1,top,0,001,AutoSB,0_1_AutoSB,no_pa_expected,Soy Guapo,Carney Lerouix,0
2,16,021604,184,21604002,Halifax Highlanders,Kansas City Kitties,1,top,0,001,AutoSB,0_1_AutoSB,no_pa_expected,Sandy Collazo,Babatunde Oladotun,0
1,02,010202,8,10202028,Sopher McDophers,Carolina Reapers,4,bottom,0,010,AutoBB,0_2_AutoBB,no_pa_expected,"Crawnick ""Pops"" Dongoria",Rub A. Chikin,0
1,01,010101,1,10101009,Kansas City Kitties,Aruba Sea Serpents,2,top,0,010,AutoK,0_2_AutoK,no_pa_expected,Grey Goose McGillicuddy,Ronald Eagle V,0
1,04,010401,19,10401050,Humongous Melonheads,Kansas City Kitties,6,top,0,010,AutoK,0_2_AutoK,no_pa_expected,Allen Kennedy,Blue Moon Barthelemy,0
1,05,010503,27,10503059,Aruba Sea Serpents,Miami Fuego,7,bottom,0,000,AutoK,0_2_AutoK,no_pa_expected,Brigham Young,Ed Turner,0
2,15,021507,180,21507031,Portland Pioneers,Baldur's Gate Beholders,4,top,0,010,AutoK,0_2_AutoK,no_pa_expected,Bom Trady,Billy Winters,0
2,16,021602,182,21602029,Carolina Reapers,Aruba Sea Serpents,4,bottom,0,010,AutoK,0_2_AutoK,no_pa_expected,Dick Pole,Louis Whip,0
3,03,030308,216,30308049,Aruba Sea Serpents,Humongous Melonheads,6,top,0,010,AutoK,0_2_AutoK,no_pa_expected,Arm N. Hammer,Rascal Alex,0
3,01,030102,194,30102007,Acadia Peregrines,Carolina Reapers,1,bottom,0,010,CS,0_2_CS,no_pa_expected,Dougal McGoogol,Teddy Ballinger,0
1,04,010403,21,10403045,Aruba Sea Serpents,Sopher McDophers,6,bottom,0,010,SB,0_2_SB,no_pa_expected,Kurt Anger,Atlas Quin,0
1,01,010102,2,10102006,Carolina Reapers,Humongous Melonheads,1,bottom,0,100,AutoBB,0_3_AutoBB,no_pa_expected,Jake Wilson,Jay Bedia,0
3,05,030507,231,30507044,Kansas City Kitties,Aruba Sea Serpents,6,top,0,100,AutoK,0_3_AutoK,no_pa_expected,Niklas Sheely,Daraya Jonjet,0
2,14,021403,169,21403056,Sopher McDophers,Aruba Sea Serpents,6,top,0,100,CS,0_3_CS,no_pa_expected,Kurt Anger,Louis Whip,0
4,08,040806,373,40806024,Carolina Reapers,Aruba Sea Serpents,4,top,0,011,AutoBB,0_4_AutoBB,no_pa_expected,Fat Wad,Red Arrow,0
1,01,010106,6,10106045,Gas House Gorillas,Acadia Peregrines,5,bottom,0,011,AutoK,0_4_AutoK,no_pa_expected,Dropov Andpicov,Kegs Mabry,0
1,05,010506,30,10506058,Baldur's Gate Beholders,Sunnydale Slayers,7,bottom,0,011,AutoK,0_4_AutoK,no_pa_expected,John Fitz,Angel Leon,0
2,07,020703,120,20703058,Humongous Melonheads,Aruba Sea Serpents,6,bottom,0,011,AutoK,0_4_AutoK,no_pa_expected,Zed Leona,LaPrince Frye,0
3,13,031304,292,31304055,Halifax Highlanders,Gas House Gorillas,6,top,0,011,AutoK,0_4_AutoK,no_pa_expected,Francis Herman Swagger,Bartholomew Crumblepuff,0
6,05,060508,589,60508030,Raccoon City Outbreak,Sopher McDophers,4,top,0,101,AutoBB,0_5_AutoBB,no_pa_expected,Josef Samuelsson,Bartholomew Crumblepuff,0
6,12,061204,641,61204024,Ursa Major Grizzlies,Sunnydale Slayers,3,bottom,0,110,AutoBB,0_6_AutoBB,no_pa_expected,Wallace Grommet,Master Cashier,0
1,08,010806,48,10806020,Baldur's Gate Beholders,Halifax Highlanders,3,bottom,0,110,AutoK,0_6_AutoK,no_pa_expected,Icna Comit,Jordan Peppers,0
1,02,010204,10,10204066,Gas House Gorillas,R'Lyeh Ancients,9,top,0,011,AutoK,0_7_AutoK,no_pa_expected,Ryan Gastings,Boaty McBoatface,0
1,01,010102,2,10102028,Carolina Reapers,Humongous Melonheads,4,bottom,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Brohei Brohtani,Jay Bedia,0
1,04,010401,19,10401056,Kansas City Kitties,Humongous Melonheads,6,bottom,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Clipper Charge,Ricky Vaughn,0
1,04,010406,24,10406017,Sunnydale Slayers,Acadia Peregrines,3,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Bom Trady,Baron Samedi,0
2,12,021204,157,21204010,Portland Pioneers,Humongous Melonheads,2,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Haraldo McKenzie,Carney Lerouix,0
2,14,021403,169,21403005,Sopher McDophers,Aruba Sea Serpents,1,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,SirNose d'Voidoffunk,Tanner Hendrix,0
3,05,030506,230,30506040,Carolina Reapers,Reykjavik Valkyries,5,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Alex Yaxley,Brian MacDonald,0
3,10,031008,272,31008026,R'Lyeh Ancients,Humongous Melonheads,4,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Tucker Doubt,Hudson Hildebrandt,0
6,03,060304,569,60304036,Ursa Major Grizzlies,Portland Pioneers,4,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Maximillian Minninun,Poop McGee,0
6,07,060705,602,60705058,Kansas City Kitties,Miami Fuego,6,bottom,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Karolina Miaukatwicz,Dylan Green,0
6,09,060908,621,60908005,Raccoon City Outbreak,Humongous Melonheads,1,bottom,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Kiger Wulf,Hudson Hildebrandt,0
7,03,070301,685,70301002,Sunnydale Slayers,Acadia Peregrines,1,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Bob Winn,Ryan Gastings,0
7,03,070306,690,70306023,Kansas City Kitties,Humongous Melonheads,3,top,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Simba Martinez II,Stephen Sondheim,0
7,08,070801,725,70801038,Sopher McDophers,Acadia Peregrines,4,bottom,1,000,AutoBB,1_0_AutoBB,no_pa_expected,Isaac Saffron,Babatunde Oladotun,0
1,03,010304,16,10304027,Baldur's Gate Beholders,R'Lyeh Ancients,4,top,1,000,AutoK,1_0_AutoK,no_pa_expected,John Fitz,Boaty McBoatface,0
1,03,010304,16,10304033,Baldur's Gate Beholders,R'Lyeh Ancients,5,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Duke McCracken,Boaty McBoatface,0
1,05,010505,29,10505002,Gas House Gorillas,Halifax Highlanders,1,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Akhbar Reginald Geraldo Hughes,Jordan Peppers,0
1,07,010703,39,10703019,Baldur's Gate Beholders,Carolina Reapers,3,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Filthy Frank,Tommy Foxconn,0
1,08,010806,48,10806012,Baldur's Gate Beholders,Halifax Highlanders,2,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Spike McBride,Jordan Peppers,0
1,10,011001,55,11001056,Kansas City Kitties,Sopher McDophers,6,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Reggie Cooke,Atlas Quin,0
1,11,011101,61,11101010,Kansas City Kitties,Humongous Melonheads,2,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Reggie Cooke,Hudson Hildebrandt,0
1,11,011101,61,11101027,Kansas City Kitties,Humongous Melonheads,4,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Grey Goose McGillicuddy,Hudson Hildebrandt,0
1,11,011101,61,11101045,Kansas City Kitties,Humongous Melonheads,6,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Reggie Cooke,Jay Bedia,0
1,11,011106,66,11106027,Baldur's Gate Beholders,Gas House Gorillas,4,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Spike McBride,Geno Scaramucci,0
2,01,020101,76,20101012,Kansas City Kitties,Miami Fuego,2,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Niklas Sheely,Tony Smehrik,0
2,03,020304,93,20304045,Aruba Sea Serpents,Kansas City Kitties,6,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Patrick Doyle,Sam Anger,0
2,06,020606,116,20606024,Baldur's Gate Beholders,Acadia Peregrines,3,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Soy Guapo,Mako Bierman,0
2,07,020706,123,20706015,R'Lyeh Ancients,Acadia Peregrines,2,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Lefty Schweez,Baron Samedi,0
2,14,021401,167,21401024,Miami Fuego,Humongous Melonheads,3,bottom,0,000,AutoK,1_0_AutoK,no_pa_expected,Zin Martinez,Hudson Hildebrandt,0
2,15,021504,177,21504011,Kansas City Kitties,Reykjavik Valkyries,2,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Antwan Zella,Chief Cory,0
2,16,021602,182,21602013,Aruba Sea Serpents,Carolina Reapers,2,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Vandalia Halen,Tommy Foxconn,0
2,16,021602,182,21602038,Carolina Reapers,Aruba Sea Serpents,5,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Alex Yaxley,Louis Whip,0
2,16,021607,187,21607039,Portland Pioneers,Gas House Gorillas,5,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Soy Guapo,Finkle Sparkles,0
3,08,030805,253,30805041,Reykjavik Valkyries,Raccoon City Outbreak,6,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Shea Luca,Nate Lewis,0
3,10,031004,268,31004023,Kansas City Kitties,Sunnydale Slayers,2,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Bofadeez Newtz,Cal Lidous,0
3,12,031205,285,31205017,Carolina Reapers,Raccoon City Outbreak,3,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Jake Wilson,Nate Lewis,0
3,13,031308,296,31308028,Humongous Melonheads,Aruba Sea Serpents,4,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Larry Slack,LaPrince Frye,0
3,14,031405,301,31405028,Kansas City Kitties,Raccoon City Outbreak,4,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Niklas Sheely,Diego Medina,0
4,08,040806,373,40806020,Aruba Sea Serpents,Carolina Reapers,3,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Oliver Yu,Joey Wheeler,0
4,14,041403,418,41403045,Portland Pioneers,R'Lyeh Ancients,5,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Fortuk Monmouth,Sleve McDichael,0
5,03,050305,451,50305022,Carolina Reapers,Miami Fuego,3,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Tyler Palmatier,Cali Guerensk,0
5,04,050406,460,50406041,Kansas City Kitties,Halifax Highlanders,4,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Graham Otherie,Jordan Peppers,0
5,06,050602,472,50602020,Gas House Gorillas,Baldur's Gate Beholders,3,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Rusty Nails,Cookie Mongster,0
5,06,050606,476,50606029,Kansas City Kitties,Reykjavik Valkyries,4,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Ura Irons,Babatunde Oladotun,0
5,09,050904,498,50904006,Carolina Reapers,Sunnydale Slayers,1,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Icna Comit,Cal Lidous,0
6,06,060606,595,60606016,Humongous Melonheads,Halifax Highlanders,2,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Jerome Garcia,,0
6,07,060701,598,60701042,Portland Pioneers,Acadia Peregrines,5,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Damien Anderson,Sconnie McSwings,0
6,09,060903,616,60903063,R'Lyeh Ancients,Halifax Highlanders,6,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,JZ (but not the rapper),,0
6,12,061208,645,61208048,Humongous Melonheads,Reykjavik Valkyries,6,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Steve Hofbardozzi Jr. Jr. Jr.,Tyrone Jennings III,0
6,13,061304,649,61304028,Halifax Highlanders,Ursa Major Grizzlies,4,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Big Psyduck,Adam Croft,0
6,15,061502,663,61502015,Acadia Peregrines,Ursa Major Grizzlies,2,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,LeBarn James,"Jason ""Dead"" Redd",0
7,04,070405,697,70405061,Carolina Reapers,Miami Fuego,7,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Emerson Austin Jr.,Sticky Mickey Mantle,0
7,05,070505,705,70505053,Miami Fuego,Baldur's Gate Beholders,6,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Jefferson Steelflex,Mad Monty,0
7,06,070607,715,70607060,Carolina Reapers,Humongous Melonheads,7,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Emerson Austin Jr.,Hudson Hildebrandt,0
7,09,070901,733,70901046,Acadia Peregrines,Ursa Major Grizzlies,5,bottom,1,000,AutoK,1_0_AutoK,no_pa_expected,Willie Mays Hayes,Tony Smehrik,0
7,13,071307,771,71307045,Aruba Sea Serpents,Sopher McDophers,6,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Mo Mo,LaCarpetron Dukemarriot,0
7,14,071406,778,71406034,Raccoon City Outbreak,Carolina Reapers,5,top,1,000,AutoK,1_0_AutoK,no_pa_expected,Streetlamp LeMoose,Jerry Jingles,0
1,06,010606,36,10606023,Baldur's Gate Beholders,Miami Fuego,3,bottom,1,001,AutoBB,1_1_AutoBB,no_pa_expected,Barney Summers,Ed Turner,0
2,02,020203,85,20203054,Kansas City Kitties,Humongous Melonheads,7,bottom,1,001,AutoBB,1_1_AutoBB,no_pa_expected,Niklas Sheely,Jay Bedia,0
2,15,021501,174,21501025,Carolina Reapers,Miami Fuego,3,bottom,1,001,AutoBB,1_1_AutoBB,no_pa_expected,Alex Yaxley,Ronald Eagle V,0
4,08,040806,373,40806015,Carolina Reapers,Aruba Sea Serpents,3,top,1,001,AutoBB,1_1_AutoBB,no_pa_expected,Tyler Palmatier,Red Arrow,0
6,13,061304,649,61304013,Ursa Major Grizzlies,Halifax Highlanders,2,bottom,1,001,AutoBB,1_1_AutoBB,no_pa_expected,Maximillian Minninun,,0
7,08,070801,725,70801015,Acadia Peregrines,Sopher McDophers,2,top,1,001,AutoBB,1_1_AutoBB,no_pa_expected,Stan Mann,Atlas Quin,0
1,04,010405,23,10405047,Baldur's Gate Beholders,Gas House Gorillas,6,top,1,001,AutoK,1_1_AutoK,no_pa_expected,Duke McCracken,Douglas McElroy Jr.,0
1,05,010506,30,10506007,Baldur's Gate Beholders,Sunnydale Slayers,1,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,John Fitz,Thomas Nova,0
1,09,010903,51,10903028,Humongous Melonheads,Aruba Sea Serpents,4,top,1,001,AutoK,1_1_AutoK,no_pa_expected,Larry Slack,Ronald Eagle V,0
1,10,011001,55,11001038,Kansas City Kitties,Sopher McDophers,3,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Reggie Cooke,Atlas Quin,0
1,10,011004,58,11004046,Halifax Highlanders,Acadia Peregrines,5,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Pilate Mornicious,Charlie Yeager,0
2,02,020204,86,20204006,Reykjavik Valkyries,Aruba Sea Serpents,1,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Demetrios Ooga,Tanner Hendrix,0
2,10,021001,139,21001016,Reykjavik Valkyries,Miami Fuego,2,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Pretzels Poffenberger II,Ronald Eagle V,0
2,16,021603,183,21603045,Humongous Melonheads,Reykjavik Valkyries,5,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Osmosis Jones,Willoughby Hoose,0
2,16,021606,186,21606046,Acadia Peregrines,Baldur's Gate Beholders,4,bottom,1,001,AutoK,1_1_AutoK,no_pa_expected,Declan Archer,Jameson Poe,0
