id,game_id,play_num,game_code,timestamp,umpire,away,home,inning_raw,away_score,home_score,play_type,result,play_code,pitcher_id,catcher_id,pos,batter_id,on_first,on_second,on_third,scored2,scored3,scored4,er1,er2,er3,er4,pitch,swing,throw_num,runner_id,steal_num,pitcher_name,batter_name,catcher_name,runner_name,off_team,def_team,inning,half,obc,outs,diff,is_fp_inn,is_fp_app,league,season,season_type
8110,122,20705043,null,null,null,null,null,null,0,7,Steal,SB,2_5_SB,2056,1014,null,1212,1212,0,1034,0,0,0,null,null,null,null,0,0,531,1212,777,Art Vandelay,Barney Turbo,Bud Tuggli,Barney Turbo,Sunnydale Slayers,Halifax Highlanders,5,bottom,101,2,0,false,false,MLN,2,null
8172,124,20707010,null,null,null,null,null,null,0,0,Steal,CS,1_1_CS,1122,1028,null,1165,1135,0,0,0,0,0,null,null,null,null,0,0,612,2002,34,Finkle Sparkles,Dropov Andpicov,Haraldo McKenzie,Assassin Xekutioner,Gas House Gorillas,Portland Pioneers,2,top,001,1,0,false,false,MLN,2,null
8209,124,20707047,null,null,null,null,null,null,4,2,Steal,SB,1_5_SB,1141,2072,null,2037,2037,0,1201,0,0,0,null,null,null,null,0,0,598,2037,828,Geno Scaramucci,Remi Renaldo,River Ride,Remi Renaldo,Portland Pioneers,Gas House Gorillas,5,bottom,101,1,0,false,false,MLN,2,null
8214,125,20801003,null,null,null,null,null,null,0,0,Steal,SB,1_1_SB,1221,1086,null,1143,1143,0,0,0,0,0,null,null,null,null,0,0,438,1143,300,Mako Bierman,Viking Fishbird,George Ewell,Viking Fishbird,Miami Fuego,Acadia Peregrines,1,top,001,1,0,false,false,MLN,2,null
8816,137,20906006,null,null,null,null,null,null,0,0,Steal,AutoSB,0_1_AutoSB,1079,1100,null,1119,1119,0,0,0,0,0,null,null,null,null,0,0,0,1119,0,Babatunde Oladotun,Willie Mays Hayes,Antwan Zella,Willie Mays Hayes,Sunnydale Slayers,Kansas City Kitties,1,bottom,001,0,0,false,false,MLN,2,null
8343,127,20803039,null,null,null,null,null,null,2,1,Steal,CS,2_1_CS,1010,1002,null,1153,1153,0,0,0,0,0,null,null,null,null,0,0,29,1153,681,Madis Mickelson,Larry Longshot,Garitek,Larry Longshot,Sunnydale Slayers,Sopher McDophers,5,top,001,2,0,false,false,MLN,2,null
8347,127,20803043,null,null,null,null,null,null,2,2,Steal,SB,1_1_SB,1027,1212,null,1012,1220,0,0,0,0,0,null,null,null,null,0,0,233,1220,207,Thomas Nova,SirNose d'Voidoffunk,Barney Turbo,Al Ternate,Sopher McDophers,Sunnydale Slayers,5,bottom,001,0,0,false,false,MLN,2,null
8400,128,20804022,null,null,null,null,null,null,0,0,Steal,CS,0_1_CS,1024,1014,null,1193,1193,0,0,0,0,0,null,null,null,null,0,0,920,1193,250,Jordan Peppers,Solomon Caine,Bud Tuggli,Solomon Caine,Humongous Melonheads,Halifax Highlanders,4,top,001,0,0,false,false,MLN,2,null
8418,128,20804040,null,null,null,null,null,null,0,1,Steal,CS,1_1_CS,2081,1014,null,1055,1055,0,0,0,0,0,null,null,null,null,0,0,166,1055,700,Cal Lidous,Osmosis Jones,Bud Tuggli,Osmosis Jones,Humongous Melonheads,Halifax Highlanders,6,top,001,1,0,false,false,MLN,2,null
8427,129,20805006,null,null,null,null,null,null,0,0,Steal,SB,0_1_SB,1204,1041,null,2055,2055,0,0,0,0,0,null,null,null,null,0,0,404,2055,380,Syd Kidd,Harry Peritestes,Barney Summers,Harry Peritestes,Aruba Sea Serpents,Baldur's Gate Beholders,1,bottom,001,0,0,false,false,MLN,2,null
8441,129,20805020,null,null,null,null,null,null,0,1,Steal,CS,1_1_CS,2045,1210,null,1042,1219,0,0,0,0,0,null,null,null,null,0,0,840,1219,456,Tanner Hendrix,Dallas Houston,Berna Pozo,Gottlieb Giannopoulos,Baldur's Gate Beholders,Aruba Sea Serpents,3,top,001,1,0,false,false,MLN,2,null
8461,129,20805040,null,null,null,null,null,null,0,2,Steal,SB,1_5_SB,1025,1041,null,1082,1082,0,2055,0,0,0,null,null,null,null,0,0,693,1082,700,Charlie Yeager,Basebally McBaseballface Jr.,Barney Summers,Basebally McBaseballface Jr.,Aruba Sea Serpents,Baldur's Gate Beholders,5,bottom,101,1,0,false,false,MLN,2,null
8560,131,20807043,null,null,null,null,null,null,3,3,Steal,SB,1_5_SB,2049,1133,null,1160,1160,0,2019,0,0,0,null,null,null,null,0,0,69,1160,369,Brian MacDonald,Hans Jerkins,Hank Murphy,Hans Jerkins,R'Lyeh Ancients,Reykjavik Valkyries,5,bottom,101,1,0,false,false,MLN,2,null
8565,132,20901003,null,null,null,null,null,null,0,0,Steal,SB,1_1_SB,1060,1071,null,2036,2036,0,0,0,0,0,null,null,null,null,0,0,700,2036,11,Jay Bedia,Sandy Collazo,Isaac Saffron,Sandy Collazo,Halifax Highlanders,Miami Fuego,1,top,001,1,0,false,false,MLN,2,null
8580,132,20901018,null,null,null,null,null,null,2,0,Steal,CS,0_1_CS,1060,1071,null,1015,1015,0,0,0,0,0,null,null,null,null,0,0,91,1015,777,Jay Bedia,Leche Galletitas Cigarillas de Culo,Isaac Saffron,Leche Galletitas Cigarillas de Culo,Halifax Highlanders,Miami Fuego,3,top,001,0,0,false,false,MLN,2,null
8601,132,20901039,null,null,null,null,null,null,2,1,Steal,SB,2_1_SB,1217,1014,null,1080,1080,0,0,0,0,0,null,null,null,null,0,0,876,1080,850,Yolanda Martinez,Ben Williams,Bud Tuggli,Ben Williams,Miami Fuego,Halifax Highlanders,5,bottom,001,2,0,false,false,MLN,2,null
8606,132,20901044,null,null,null,null,null,null,2,1,Steal,SB,2_1_SB,1085,1071,null,2073,2073,0,0,0,0,0,null,null,null,null,0,0,855,2073,1,Ed Turner,Dom Emnic,Isaac Saffron,Dom Emnic,Halifax Highlanders,Miami Fuego,6,top,001,2,0,false,false,MLN,2,null
8608,132,20901046,null,null,null,null,null,null,3,1,Steal,CS,2_1_CS,1085,1071,null,1036,1036,0,0,0,0,0,null,null,null,null,0,0,91,1036,746,Ed Turner,Spike Suzuki,Isaac Saffron,Spike Suzuki,Halifax Highlanders,Miami Fuego,6,top,001,2,0,false,false,MLN,2,null
8625,134,20902013,null,null,null,null,null,null,0,0,Steal,SB,1_1_SB,1188,1063,null,1137,1137,0,0,0,0,0,null,null,null,null,0,0,789,1137,562,Teddy Ballinger,Jimmy Johns,Alex Yaxley,Jimmy Johns,Baldur's Gate Beholders,Carolina Reapers,2,bottom,001,1,0,false,false,MLN,2,null
8656,134,20902044,null,null,null,null,null,null,2,2,Steal,SB,2_1_SB,1188,1142,null,2012,2012,0,0,0,0,0,null,null,null,null,0,0,418,2012,550,Teddy Ballinger,Burgess Whitehead,Bo-Horse Jackman,Burgess Whitehead,Baldur's Gate Beholders,Carolina Reapers,5,bottom,001,2,0,false,false,MLN,2,null
8684,133,20903027,null,null,null,null,null,null,5,1,Steal,CS,0_1_CS,1178,1002,null,1136,1136,0,0,0,0,0,null,null,null,null,0,0,220,1136,550,William Hatchet,Mason Spurs,Garitek,Mason Spurs,Gas House Gorillas,Sopher McDophers,3,bottom,001,0,0,false,false,MLN,2,null
8759,136,20905002,null,null,null,null,null,null,0,0,Steal,SB,0_1_SB,2065,2037,null,1082,1082,0,0,0,0,0,null,null,null,null,0,0,95,1082,244,Gus Buster,Basebally McBaseballface Jr.,Remi Renaldo,Basebally McBaseballface Jr.,Aruba Sea Serpents,Portland Pioneers,1,top,001,0,0,false,false,MLN,2,null
8775,136,20905018,null,null,null,null,null,null,2,0,Steal,SB,0_1_SB,2065,2037,null,1082,1082,0,0,0,0,0,null,null,null,null,0,0,85,1082,900,Gus Buster,Basebally McBaseballface Jr.,Remi Renaldo,Basebally McBaseballface Jr.,Aruba Sea Serpents,Portland Pioneers,3,top,001,0,0,false,false,MLN,2,null
8859,138,20907004,null,null,null,null,null,null,1,0,Steal,CS,1_1_CS,2049,1133,null,2001,2001,0,0,0,0,0,null,null,null,null,0,0,470,0,20,Brian MacDonald,Jimjon Jonjim,Hank Murphy,null,Acadia Peregrines,Reykjavik Valkyries,1,top,001,1,0,false,false,MLN,2,null
8875,138,20907020,null,null,null,null,null,null,2,0,Steal,SB,1_1_SB,2049,1133,null,1091,1091,0,0,0,0,0,null,null,null,null,0,0,471,1091,687,Brian MacDonald,Dougal McGoogol,Hank Murphy,Dougal McGoogol,Acadia Peregrines,Reykjavik Valkyries,3,top,001,1,0,false,false,MLN,2,null
8880,138,20907025,null,null,null,null,null,null,2,0,Steal,SB,1_1_SB,1112,2031,null,2048,2048,0,0,0,0,0,null,null,null,null,0,0,834,2048,615,Miss Bats,Xavier Phoenix,Joseph Jonah Wright,Xavier Phoenix,Reykjavik Valkyries,Acadia Peregrines,3,bottom,001,1,0,false,false,MLN,2,null
9024,141,21003002,null,null,null,null,null,null,0,0,Steal,SB,0_1_SB,1008,1002,null,1091,1091,0,0,0,0,0,null,null,null,null,0,0,102,1091,867,Atlas Quin,Dougal McGoogol,Garitek,Dougal McGoogol,Acadia Peregrines,Sopher McDophers,1,top,001,0,0,false,false,MLN,2,null
9031,141,21003009,null,null,null,null,null,null,1,0,Steal,CS,0_1_CS,1221,1086,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,275,1012,728,Mako Bierman,SirNose d'Voidoffunk,George Ewell,SirNose d'Voidoffunk,Sopher McDophers,Acadia Peregrines,1,bottom,001,0,0,false,false,MLN,2,null
9060,141,21003038,null,null,null,null,null,null,1,1,Steal,SB,0_1_SB,1008,1002,null,1091,1091,0,0,0,0,0,null,null,null,null,0,0,690,1091,425,Atlas Quin,Dougal McGoogol,Garitek,Dougal McGoogol,Acadia Peregrines,Sopher McDophers,5,top,001,0,0,false,false,MLN,2,null
9062,141,21003040,null,null,null,null,null,null,2,1,Steal,SB,0_1_SB,1008,1002,null,1090,1090,0,0,0,0,0,null,null,null,null,0,0,212,1090,304,Atlas Quin,James Pablano,Garitek,James Pablano,Acadia Peregrines,Sopher McDophers,5,top,001,0,0,false,false,MLN,2,null
9076,141,21003054,null,null,null,null,null,null,5,1,Steal,SB,2_1_SB,1010,1002,null,1090,1090,0,0,0,0,0,null,null,null,null,0,0,663,1090,515,Madis Mickelson,James Pablano,Garitek,James Pablano,Acadia Peregrines,Sopher McDophers,6,top,001,2,0,false,false,MLN,2,null
9101,142,21004020,null,null,null,null,null,null,0,0,Steal,SB,2_1_SB,1079,1100,null,1082,1082,0,0,0,0,0,null,null,null,null,0,0,123,1082,120,Babatunde Oladotun,Basebally McBaseballface Jr.,Antwan Zella,Basebally McBaseballface Jr.,Aruba Sea Serpents,Kansas City Kitties,3,top,001,2,0,false,false,MLN,2,null
9118,142,21004037,null,null,null,null,null,null,0,0,Steal,CS,2_1_CS,1079,1100,null,2055,2055,0,0,0,0,0,null,null,null,null,0,0,123,2055,502,Babatunde Oladotun,Harry Peritestes,Antwan Zella,Harry Peritestes,Aruba Sea Serpents,Kansas City Kitties,5,top,001,2,0,false,false,MLN,2,null
9152,143,21005021,null,null,null,null,null,null,0,4,Steal,SB,0_1_SB,1122,2037,null,1166,1166,0,0,0,0,0,null,null,null,null,0,0,80,1166,33,Finkle Sparkles,Ecliptic Astrum,Remi Renaldo,Ecliptic Astrum,Sunnydale Slayers,Portland Pioneers,3,top,001,0,0,false,false,MLN,2,null
9216,144,21006038,null,null,null,null,null,null,0,1,Steal,SB,0_1_SB,2047,2008,null,2032,2032,0,0,0,0,0,null,null,null,null,0,0,545,2032,330,Calvin Huff,Kali McSuntas,Brian Zucchini,Kali McSuntas,R'Lyeh Ancients,Gas House Gorillas,5,bottom,001,0,0,false,false,MLN,2,null
9222,144,21006044,null,null,null,null,null,null,0,4,Steal,SB,2_1_SB,1021,2008,null,1011,1011,0,0,0,0,0,null,null,null,null,0,0,276,1011,69,Q Kimbrel,El Duké Nukem,Brian Zucchini,El Duké Nukem,R'Lyeh Ancients,Gas House Gorillas,5,bottom,001,2,0,false,false,MLN,2,null
9260,145,21007032,null,null,null,null,null,null,6,0,Steal,SB,0_1_SB,1152,2079,null,2036,2036,0,0,0,0,0,null,null,null,null,0,0,150,2036,989,Hans Ali,Sandy Collazo,Jack Goff,Sandy Collazo,Halifax Highlanders,Baldur's Gate Beholders,4,top,001,0,0,false,false,MLN,2,null
9277,145,21007049,null,null,null,null,null,null,9,1,Steal,CS,2_5_CS,1025,2079,null,2007,2007,0,1014,0,0,0,null,null,null,null,0,0,900,2007,238,Charlie Yeager,Karolina Miaukatwicz,Jack Goff,Karolina Miaukatwicz,Halifax Highlanders,Baldur's Gate Beholders,5,top,101,2,0,false,false,MLN,2,null
9626,152,21107030,null,null,null,null,null,null,4,1,Steal,SB,2_1_SB,1112,1086,null,2037,2037,0,0,0,0,0,null,null,null,null,0,0,472,2037,218,Miss Bats,Remi Renaldo,George Ewell,Remi Renaldo,Portland Pioneers,Acadia Peregrines,3,bottom,001,2,0,false,false,MLN,2,null
9338,147,21102002,null,null,null,null,null,null,0,0,Steal,AutoSB,0_1_AutoSB,1070,1063,null,1006,1006,0,0,0,0,0,null,null,null,null,0,0,0,1006,0,Tommy Foxconn,Smitty Hoppenscotch,Alex Yaxley,Smitty Hoppenscotch,Sopher McDophers,Carolina Reapers,1,top,001,0,0,false,false,MLN,2,null
9387,147,21102051,null,null,null,null,null,null,6,3,Steal,SB,2_1_SB,1070,1063,null,1151,1151,0,0,0,0,0,null,null,null,null,0,0,924,1123,100,Tommy Foxconn,Lance Lummoxx,Alex Yaxley,Kurt Anger,Sopher McDophers,Carolina Reapers,6,top,001,2,0,false,false,MLN,2,null
7299,107,20504007,null,null,null,null,null,null,0,1,Steal,SB,0_1_SB,1061,1192,null,1090,1090,0,0,0,0,0,null,null,null,null,0,0,417,1090,671,Hudson Hildebrandt,James Pablano,Larry Slack,James Pablano,Acadia Peregrines,Humongous Melonheads,1,bottom,001,0,0,false,false,MLN,2,null
9412,148,21103018,null,null,null,null,null,null,0,3,Steal,SB,2_1_SB,1079,1100,null,1205,1205,0,0,0,0,0,null,null,null,null,0,0,397,1205,400,Babatunde Oladotun,Stephen Sondheim,Antwan Zella,Stephen Sondheim,Humongous Melonheads,Kansas City Kitties,2,bottom,001,2,0,false,false,MLN,2,null
9453,149,21104011,null,null,null,null,null,null,0,0,Steal,CS,2_1_CS,2029,1222,null,2020,2020,0,0,0,0,0,null,null,null,null,0,0,832,2020,366,Louis Whip,Demetrios Ooga,Justin Martin,Demetrios Ooga,Reykjavik Valkyries,Aruba Sea Serpents,2,top,001,2,0,false,false,MLN,2,null
9497,150,21105006,null,null,null,null,null,null,0,0,Steal,SB,0_1_SB,2075,2085,null,1137,1137,0,0,0,0,0,null,null,null,null,0,0,500,1137,654,Copenhagen Black,Jimmy Johns,Lloyd Gross,Jimmy Johns,Baldur's Gate Beholders,R'Lyeh Ancients,1,bottom,001,0,0,false,false,MLN,2,null
9535,150,21105044,null,null,null,null,null,null,3,0,Steal,GO,1_1_GO,2090,2085,null,1039,2012,0,0,0,0,0,null,null,null,null,894,154,0,0,0,Goro Shinoda,Clive Babineaux,Lloyd Gross,null,Baldur's Gate Beholders,R'Lyeh Ancients,5,bottom,001,1,260,false,false,MLN,2,null
3184,27,10503044,null,null,null,null,null,null,2,1,Steal,SB,2_1_SB,1083,1071,null,1122,1119,0,0,0,0,0,null,null,null,null,0,0,284,1119,234,Tony Smehrik,Finkle Sparkles,Isaac Saffron,Willie Mays Hayes,Aruba Sea Serpents,Miami Fuego,5,bottom,001,2,0,false,false,MLN,1,null
5312,68,11202019,null,null,null,null,null,null,2,0,Steal,SB,0_1_SB,1150,1086,null,1220,1220,0,0,0,0,0,null,null,null,null,0,0,284,1220,300,Ricky Vaughn,Al Ternate,George Ewell,Al Ternate,Sopher McDophers,Humongous Melonheads,3,top,001,0,0,false,false,MLN,1,null
9639,152,21107043,null,null,null,null,null,null,4,2,Steal,CS,0_5_CS,2065,2037,null,1090,1090,1091,0,0,0,0,null,null,null,null,0,0,100,1090,531,Gus Buster,James Pablano,Remi Renaldo,James Pablano,Acadia Peregrines,Portland Pioneers,5,top,011,0,0,false,false,MLN,2,null
9658,153,21201005,null,null,null,null,null,null,0,0,Steal,CS,0_1_CS,1084,1210,null,1143,1143,0,0,0,0,0,null,null,null,null,0,0,818,1143,393,Willoughby Hoose,Viking Fishbird,Berna Pozo,Viking Fishbird,Miami Fuego,Aruba Sea Serpents,1,bottom,001,0,0,false,false,MLN,2,null
9805,157,21204002,null,null,null,null,null,null,0,0,Steal,AutoSB,0_1_AutoSB,2013,1052,null,2041,2041,0,0,0,0,0,null,null,null,null,0,0,0,2041,0,Carney Lerouix,Soy Guapo,Zed Leona,Soy Guapo,Portland Pioneers,Humongous Melonheads,1,top,001,0,0,false,false,MLN,2,null
9892,156,21205036,null,null,null,null,null,null,0,2,Steal,CS,0_5_CS,2089,1212,null,1137,1137,0,1219,0,0,0,null,null,null,null,0,0,1,1137,466,Acey McCman,Jimmy Johns,Barney Turbo,Jimmy Johns,Baldur's Gate Beholders,Sunnydale Slayers,5,top,101,0,0,false,false,MLN,2,null
9909,158,21206003,null,null,null,null,null,null,0,0,Steal,SB,1_1_SB,2081,2068,null,2032,2032,0,0,0,0,0,null,null,null,null,0,0,622,2032,818,Cal Lidous,Kali McSuntas,Raphael Akias,Kali McSuntas,R'Lyeh Ancients,Halifax Highlanders,1,top,001,1,0,false,false,MLN,2,null
9926,158,21206020,null,null,null,null,null,null,0,1,Steal,SB,0_1_SB,2081,2068,null,2052,2052,0,0,0,0,0,null,null,null,null,0,0,100,2052,320,Cal Lidous,Sluddy Gonzalez,Raphael Akias,Sluddy Gonzalez,R'Lyeh Ancients,Halifax Highlanders,3,top,001,0,0,false,false,MLN,2,null
9955,159,21207003,null,null,null,null,null,null,0,0,Steal,SB,1_1_SB,1221,1086,null,1136,1165,0,0,0,0,0,null,null,null,null,0,0,162,1165,318,Mako Bierman,Mason Spurs,George Ewell,Dropov Andpicov,Gas House Gorillas,Acadia Peregrines,1,top,001,1,0,false,false,MLN,2,null
9963,159,21207011,null,null,null,null,null,null,3,0,Steal,SB,0_1_SB,1122,2072,null,1091,1091,0,0,0,0,0,null,null,null,null,0,0,303,1091,232,Finkle Sparkles,Dougal McGoogol,River Ride,Dougal McGoogol,Acadia Peregrines,Gas House Gorillas,1,bottom,001,0,0,false,false,MLN,2,null
10065,161,21302011,null,null,null,null,null,null,2,1,Steal,SB,2_1_SB,1145,1063,null,1011,1011,0,0,0,0,0,null,null,null,null,0,0,902,1011,69,Artie Ziff,El Duké Nukem,Alex Yaxley,El Duké Nukem,R'Lyeh Ancients,Carolina Reapers,1,bottom,001,2,0,false,false,MLN,2,null
10072,161,21302018,null,null,null,null,null,null,2,1,Steal,SB,1_1_SB,1145,1063,null,2032,2032,0,0,0,0,0,null,null,null,null,0,0,920,2032,821,Artie Ziff,Kali McSuntas,Alex Yaxley,Kali McSuntas,R'Lyeh Ancients,Carolina Reapers,2,bottom,001,1,0,false,false,MLN,2,null
10129,162,21303021,null,null,null,null,null,null,0,2,Steal,CS,2_1_CS,1084,1133,null,1220,1220,0,0,0,0,0,null,null,null,null,0,0,878,1220,300,Willoughby Hoose,Al Ternate,Hank Murphy,Al Ternate,Sopher McDophers,Reykjavik Valkyries,3,bottom,001,2,0,false,false,MLN,2,null
10183,163,21304029,null,null,null,null,null,null,3,2,Steal,CS,0_1_CS,2078,1052,null,1082,1082,0,0,0,0,0,null,null,null,null,0,0,850,1082,469,Rascal Alex,Basebally McBaseballface Jr.,Zed Leona,Basebally McBaseballface Jr.,Aruba Sea Serpents,Humongous Melonheads,4,bottom,001,0,0,false,false,MLN,2,null
10222,164,21305030,null,null,null,null,null,null,9,0,Steal,CS,0_1_CS,2089,1153,null,2035,2035,0,0,0,0,0,null,null,null,null,0,0,712,2035,352,Acey McCman,Jhahn Tahmus,Larry Longshot,Jhahn Tahmus,Acadia Peregrines,Sunnydale Slayers,3,bottom,001,0,0,false,false,MLN,2,null
10267,165,21306018,null,null,null,null,null,null,2,0,Steal,CS,2_1_CS,1140,2072,null,1180,1180,0,0,0,0,0,null,null,null,null,0,0,999,1180,406,Bartholomew Crumblepuff,War Hamster,River Ride,War Hamster,Baldur's Gate Beholders,Gas House Gorillas,3,top,001,2,0,false,false,MLN,2,null
10294,165,21306045,null,null,null,null,null,null,3,2,Steal,CS,0_1_CS,1025,1087,null,1165,1165,0,0,0,0,0,null,null,null,null,0,0,15,1165,534,Charlie Yeager,Dropov Andpicov,Foxx Dashington,Dropov Andpicov,Gas House Gorillas,Baldur's Gate Beholders,6,bottom,001,0,0,false,false,MLN,2,null
6857,98,20402010,null,null,null,null,null,null,0,0,Steal,SB,2_1_SB,2033,1100,null,2014,2014,0,0,0,0,0,null,null,null,null,0,0,123,2014,811,Guillermo Caruthers,Shovel Bryant,Antwan Zella,Shovel Bryant,Carolina Reapers,Kansas City Kitties,1,bottom,001,2,0,false,false,MLN,2,null
10450,169,21403026,null,null,null,null,null,null,8,3,Steal,SB,2_1_SB,1008,1123,null,2062,2062,0,0,0,0,0,null,null,null,null,0,0,666,2062,640,Atlas Quin,Robert Abenduct,Kurt Anger,Robert Abenduct,Aruba Sea Serpents,Sopher McDophers,2,bottom,001,2,0,false,false,MLN,2,null
10480,169,21403056,null,null,null,null,null,null,9,5,Steal,CS,0_3_CS,2029,1210,null,1123,0,0,1123,0,0,0,null,null,null,null,0,0,383,1123,112,Louis Whip,Kurt Anger,Berna Pozo,Kurt Anger,Sopher McDophers,Aruba Sea Serpents,6,top,100,0,0,false,false,MLN,2,null
10496,170,21404011,null,null,null,null,null,null,0,1,Steal,SB,0_5_SB,2025,1133,null,1087,1087,0,1042,0,0,0,null,null,null,null,0,0,151,1087,400,Britt O'War,Foxx Dashington,Hank Murphy,Foxx Dashington,Baldur's Gate Beholders,Reykjavik Valkyries,2,top,101,0,0,false,false,MLN,2,null
10522,170,21404037,null,null,null,null,null,null,4,2,Steal,CS,2_1_CS,1097,1087,null,2048,2048,0,0,0,0,0,null,null,null,null,0,0,815,2048,314,Jameson Poe,Xavier Phoenix,Foxx Dashington,Xavier Phoenix,Reykjavik Valkyries,Baldur's Gate Beholders,4,bottom,001,2,0,false,false,MLN,2,null
10555,170,21404070,null,null,null,null,null,null,8,4,Steal,SB,2_2_SB,1084,1133,null,1046,0,1046,0,0,0,0,null,null,null,null,0,0,151,1046,201,Willoughby Hoose,Rabbi Chase,Hank Murphy,Rabbi Chase,Baldur's Gate Beholders,Reykjavik Valkyries,8,top,010,1,0,false,false,MLN,2,null
10641,172,21406027,null,null,null,null,null,null,2,0,Steal,SB,0_1_SB,1204,2037,null,2032,2032,0,0,0,0,0,null,null,null,null,0,0,888,2032,201,Syd Kidd,Kali McSuntas,Remi Renaldo,Kali McSuntas,R'Lyeh Ancients,Portland Pioneers,4,bottom,001,0,0,false,false,MLN,2,null
10725,174,21501005,null,null,null,null,null,null,1,0,Steal,SB,2_1_SB,1188,1063,null,1080,1080,0,0,0,0,0,null,null,null,null,0,0,653,1080,550,Teddy Ballinger,Ben Williams,Alex Yaxley,Ben Williams,Miami Fuego,Carolina Reapers,1,top,001,1,0,false,false,MLN,2,null
10749,174,21501029,null,null,null,null,null,null,1,1,Steal,SB,0_1_SB,1188,1063,null,1080,1080,0,0,0,0,0,null,null,null,null,0,0,920,1080,815,Teddy Ballinger,Ben Williams,Alex Yaxley,Ben Williams,Miami Fuego,Carolina Reapers,4,top,001,0,0,false,false,MLN,2,null
10767,175,21502005,null,null,null,null,null,null,0,0,Steal,SB,0_1_SB,2013,1192,null,1012,1012,0,0,0,0,0,null,null,null,null,0,0,274,1012,348,Carney Lerouix,SirNose d'Voidoffunk,Larry Slack,SirNose d'Voidoffunk,Sopher McDophers,Humongous Melonheads,1,bottom,001,0,0,false,false,MLN,2,null
10788,175,21502026,null,null,null,null,null,null,1,2,Steal,SB,1_1_SB,2013,1192,null,2061,1012,0,0,0,0,0,null,null,null,null,0,0,418,1012,425,Carney Lerouix,Dez Perado,Larry Slack,SirNose d'Voidoffunk,Sopher McDophers,Humongous Melonheads,3,bottom,001,1,0,false,false,MLN,2,null
10796,175,21502034,null,null,null,null,null,null,1,2,Steal,SB,0_1_SB,2013,1192,null,1156,1156,0,0,0,0,0,null,null,null,null,0,0,635,1156,777,Carney Lerouix,Thomas Thompson III,Larry Slack,Thomas Thompson III,Sopher McDophers,Humongous Melonheads,4,bottom,001,0,0,false,false,MLN,2,null
11302,185,21605036,null,null,null,null,null,null,1,0,Steal,SB,1_5_SB,2090,1153,null,1011,1011,0,2002,0,0,0,null,null,null,null,0,0,751,1011,500,Goro Shinoda,El Duké Nukem,Larry Longshot,El Duké Nukem,R'Lyeh Ancients,Sunnydale Slayers,5,bottom,101,1,0,false,false,MLN,2,null
10886,177,21504032,null,null,null,null,null,null,4,2,Steal,SB,1_1_SB,1079,1100,null,2020,2020,0,0,0,0,0,null,null,null,null,0,0,7,2020,300,Babatunde Oladotun,Demetrios Ooga,Antwan Zella,Demetrios Ooga,Reykjavik Valkyries,Kansas City Kitties,4,bottom,001,1,0,false,false,MLN,2,null
10930,178,21505021,null,null,null,null,null,null,1,0,Steal,CS,2_1_CS,1024,2068,null,1158,1035,0,0,0,0,0,null,null,null,null,0,0,532,1035,209,Jordan Peppers,Master Cashier,Raphael Akias,Pete Wheeler,Sunnydale Slayers,Halifax Highlanders,3,top,001,2,0,false,false,MLN,2,null
10944,178,21505035,null,null,null,null,null,null,1,0,Steal,CS,1_1_CS,1024,2068,null,1119,1119,0,0,0,0,0,null,null,null,null,0,0,109,1119,787,Jordan Peppers,Willie Mays Hayes,Raphael Akias,Willie Mays Hayes,Sunnydale Slayers,Halifax Highlanders,5,top,001,1,0,false,false,MLN,2,null
11050,180,21507027,null,null,null,null,null,null,3,1,Steal,SB,2_1_SB,1021,1028,null,1180,1180,0,0,0,0,0,null,null,null,null,0,0,1,1180,698,Q Kimbrel,War Hamster,Haraldo McKenzie,War Hamster,Baldur's Gate Beholders,Portland Pioneers,3,bottom,001,2,0,false,false,MLN,2,null
11053,180,21507030,null,null,null,null,null,null,3,1,Steal,SB,0_1_SB,2070,1087,null,1201,1201,0,0,0,0,0,null,null,null,null,0,0,905,1201,750,Billy Winters,Mylo Grams,Foxx Dashington,Mylo Grams,Portland Pioneers,Baldur's Gate Beholders,4,top,001,0,0,false,false,MLN,2,null
11057,180,21507034,null,null,null,null,null,null,3,1,Steal,SB,0_1_SB,1021,1028,null,1087,1087,0,0,0,0,0,null,null,null,null,0,0,415,1087,500,Q Kimbrel,Foxx Dashington,Haraldo McKenzie,Foxx Dashington,Baldur's Gate Beholders,Portland Pioneers,4,bottom,001,0,0,false,false,MLN,2,null
11219,184,21604002,null,null,null,null,null,null,0,0,Steal,AutoSB,0_1_AutoSB,1079,1100,null,2036,2036,0,0,0,0,0,null,null,null,null,0,0,0,2036,0,Babatunde Oladotun,Sandy Collazo,Antwan Zella,Sandy Collazo,Halifax Highlanders,Kansas City Kitties,1,top,001,0,0,false,false,MLN,2,null
11223,184,21604006,null,null,null,null,null,null,1,0,Steal,AutoSB,2_1_AutoSB,1079,1100,null,1036,2007,0,0,0,0,0,null,null,null,null,0,0,0,2007,0,Babatunde Oladotun,Spike Suzuki,Antwan Zella,Karolina Miaukatwicz,Halifax Highlanders,Kansas City Kitties,1,top,001,1,0,false,false,MLN,2,null
11337,186,21606023,null,null,null,null,null,null,6,2,Steal,SB,2_1_SB,1097,1041,null,2106,2106,0,0,0,0,0,null,null,null,null,0,0,1,2106,888,Jameson Poe,Declan Archer,Barney Summers,Declan Archer,Acadia Peregrines,Baldur's Gate Beholders,2,bottom,001,2,0,false,false,MLN,2,null
