con,eye,pwr,spd,batter_label,pitcher,p_hand,p_mov,p_cmd,p_vel,p_awr,HR,3B,2B,1B,IF1B,BB,FO,PO,GO,K,BB_pct,1B_pct,2B_pct,3B_pct,HR_pct,H_pct,AVG,OBP,SLG,OPS,xRV,steal_bonus,xRV_steal
1,5,1,5,1-5-1-5,Jamal Fyre,R,4,1,5,2,1,8,35,76,13,65,52,39,74,138,0.1297,0.1776,0.0699,0.016,0.002,0.2655,0.305,0.3952,0.4289,0.8241,-0.0092,0.0,-0.0092
1,5,1,5,1-5-1-5,Sock Monkey,L,2,3,4,3,8,8,33,92,12,48,49,34,100,117,0.0958,0.2076,0.0659,0.016,0.016,0.3054,0.3377,0.4012,0.4989,0.9001,0.0027,0.0,0.0027
1,5,1,5,1-5-1-5,Tony Smehrik,L,3,5,2,2,18,9,36,71,14,35,48,26,114,130,0.0699,0.1697,0.0719,0.018,0.0359,0.2954,0.3176,0.3653,0.5494,0.9146,-0.0031,0.0,-0.0031
1,5,1,5,1-5-1-5,Arby Eye,L,1,5,4,2,8,9,36,93,14,35,50,35,114,107,0.0699,0.2136,0.0719,0.018,0.016,0.3194,0.3433,0.3892,0.5107,0.9,-0.0019,0.0,-0.0019
1,5,1,5,1-5-1-5,Jimothy Jhompson,L,4,2,4,2,8,9,36,72,14,57,50,33,77,145,0.1138,0.1717,0.0719,0.018,0.016,0.2774,0.3131,0.3912,0.4887,0.88,-0.0007,0.0,-0.0007
1,5,1,5,1-5-1-5,Jura Benjamin Juney,R,2,5,4,1,7,10,39,81,17,34,51,35,115,112,0.0679,0.1956,0.0778,0.02,0.014,0.3074,0.3298,0.3752,0.5011,0.8763,-0.0091,0.0,-0.0091
1,5,1,5,1-5-1-5,Trevor Rose,R,3,2,4,3,7,7,32,82,11,54,50,34,101,123,0.1078,0.1856,0.0639,0.014,0.014,0.2774,0.311,0.3852,0.4609,0.8461,-0.0099,0.0,-0.0099
1,5,1,5,1-5-1-5,K Junk,R,5,4,1,2,19,8,35,47,13,39,50,23,111,156,0.0778,0.1198,0.0699,0.016,0.0379,0.2435,0.2641,0.3214,0.4978,0.8192,-0.0299,0.0,-0.0299
1,5,1,5,1-5-1-5,Kevin James,L,3,3,5,1,1,11,41,83,18,48,51,40,78,130,0.0958,0.2016,0.0818,0.022,0.002,0.3074,0.34,0.4032,0.4857,0.8888,0.0019,0.0,0.0019
1,5,1,5,1-5-1-5,Damon Razor,L,2,4,4,2,8,9,36,89,14,41,50,35,102,117,0.0818,0.2056,0.0719,0.018,0.016,0.3114,0.3391,0.3932,0.5087,0.9019,0.0005,0.0,0.0005
1,5,1,5,1-5-1-5,Dakota Carolina Montana,R,3,4,2,3,17,7,32,72,11,39,49,26,125,123,0.0778,0.1657,0.0639,0.014,0.0339,0.2774,0.3009,0.3553,0.5108,0.8661,-0.0146,0.0,-0.0146
1,5,1,5,1-5-1-5,Haloick Oasis,L,3,5,2,2,18,9,36,71,14,35,48,26,114,130,0.0699,0.1697,0.0719,0.018,0.0359,0.2954,0.3176,0.3653,0.5494,0.9146,-0.0031,0.0,-0.0031
1,5,1,5,1-5-1-5,Johnny Dickshot,R,4,4,3,1,15,10,39,58,17,39,51,30,104,138,0.0778,0.1497,0.0778,0.02,0.0299,0.2774,0.3009,0.3553,0.526,0.8813,-0.0105,0.0,-0.0105
1,5,1,5,1-5-1-5,Mitch Meanmug,R,4,3,3,2,15,8,35,62,13,45,51,29,105,138,0.0898,0.1497,0.0699,0.016,0.0299,0.2655,0.2917,0.3553,0.5022,0.8575,-0.0147,0.0,-0.0147
1,5,1,5,1-5-1-5,Spitty McSpit,L,1,4,2,5,18,6,30,87,10,41,47,26,129,107,0.0818,0.1936,0.0599,0.012,0.0359,0.3014,0.3283,0.3832,0.537,0.9202,0.0015,0.0,0.0015
1,5,1,5,1-5-1-5,Smokey Zygowski,R,4,4,2,2,17,8,35,60,13,39,50,26,115,138,0.0778,0.1457,0.0699,0.016,0.0339,0.2655,0.2879,0.3433,0.5087,0.852,-0.0193,0.0,-0.0193
1,5,1,5,1-5-1-5,XxXJuniJuni PandaXxX,L,2,5,4,1,8,11,41,84,18,35,50,35,102,117,0.0699,0.2036,0.0818,0.022,0.016,0.3234,0.3476,0.3932,0.5343,0.9275,0.0052,0.0,0.0052
1,5,1,5,1-5-1-5,R'lyeh Cultist 14,R,5,4,1,2,19,8,35,47,13,39,50,23,111,156,0.0778,0.1198,0.0699,0.016,0.0379,0.2435,0.2641,0.3214,0.4978,0.8192,-0.0299,0.0,-0.0299
1,5,1,5,1-5-1-5,VI,L,3,3,5,1,1,11,41,83,18,48,51,40,78,130,0.0958,0.2016,0.0818,0.022,0.002,0.3074,0.34,0.4032,0.4857,0.8888,0.0019,0.0,0.0019
1,5,1,5,1-5-1-5,December Beckett,R,4,3,2,3,17,7,32,63,11,45,49,25,114,138,0.0898,0.1477,0.0639,0.014,0.0339,0.2595,0.2851,0.3493,0.4978,0.8471,-0.0183,0.0,-0.0183
1,5,1,5,1-5-1-5,AJ Wolfe,L,5,5,1,1,20,11,41,44,18,35,49,23,96,164,0.0699,0.1238,0.0818,0.022,0.0399,0.2675,0.2876,0.3373,0.5515,0.8888,-0.0126,0.0,-0.0126
1,5,1,5,1-5-1-5,John Applebees,R,3,3,4,2,7,8,35,79,13,45,51,34,106,123,0.0898,0.1836,0.0699,0.016,0.014,0.2834,0.3114,0.3733,0.4693,0.8426,-0.0145,0.0,-0.0145
1,5,2,4,1-5-2-4,Bucky Gorgonzola,L,2,3,5,2,8,8,33,93,12,48,49,34,99,117,0.0958,0.2096,0.0659,0.016,0.016,0.3074,0.34,0.4032,0.5011,0.9043,0.0039,0.0,0.0039
1,5,2,4,1-5-2-4,Captain Trash,L,4,1,2,5,20,5,29,65,9,68,45,21,94,145,0.1357,0.1477,0.0579,0.01,0.0399,0.2555,0.2956,0.3912,0.5242,0.9155,0.0075,0.0,0.0075
1,5,2,4,1-5-2-4,Dirk Digglet,R,5,4,2,1,19,8,35,48,13,39,50,23,110,156,0.0778,0.1218,0.0699,0.016,0.0379,0.2455,0.2662,0.3234,0.5,0.8234,-0.0287,0.0,-0.0287
1,5,2,4,1-5-2-4,Lightning Volt,R,4,1,4,3,15,6,30,67,10,65,48,28,94,138,0.1297,0.1537,0.0599,0.012,0.0299,0.2555,0.2936,0.3852,0.4931,0.8783,-0.0013,0.0,-0.0013
1,5,2,4,1-5-2-4,Sterling Turlington,R,4,4,2,2,19,7,32,62,11,39,49,23,121,138,0.0778,0.1457,0.0639,0.014,0.0379,0.2615,0.2835,0.3393,0.5065,0.8458,-0.0216,0.0,-0.0216
1,5,2,4,1-5-2-4,Daz Reference,R,4,3,2,3,19,6,30,63,10,45,49,22,119,138,0.0898,0.1457,0.0599,0.012,0.0379,0.2555,0.2807,0.3453,0.4978,0.8431,-0.0201,0.0,-0.0201
1,5,2,4,1-5-2-4,Dilwyn Silversheen,L,5,3,3,1,18,9,36,52,14,48,49,25,86,164,0.0958,0.1317,0.0719,0.018,0.0359,0.2575,0.2848,0.3533,0.5232,0.8765,-0.0103,0.0,-0.0103
1,5,2,4,1-5-2-4,Clifton McCullough,L,4,4,1,3,22,7,31,63,11,41,47,20,114,145,0.0818,0.1477,0.0619,0.014,0.0439,0.2675,0.2913,0.3493,0.5326,0.8819,-0.0121,0.0,-0.0121
1,5,2,4,1-5-2-4,Sheridan Blackstone,R,4,4,2,2,19,7,32,62,11,39,49,23,121,138,0.0778,0.1457,0.0639,0.014,0.0379,0.2615,0.2835,0.3393,0.5065,0.8458,-0.0216,0.0,-0.0216
1,5,2,4,1-5-2-4,Talon Wingdiver,R,4,2,5,1,7,8,35,71,13,54,51,34,90,138,0.1078,0.1677,0.0699,0.016,0.014,0.2675,0.2998,0.3752,0.4609,0.8361,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Chunky Menthol,L,3,4,1,4,22,6,30,72,10,41,46,20,124,130,0.0818,0.1637,0.0599,0.012,0.0439,0.2794,0.3043,0.3613,0.5391,0.9004,-0.0064,0.0,-0.0064
1,5,2,4,1-5-2-4,Doc Dockerson,R,4,3,3,2,17,7,32,64,11,45,49,25,113,138,0.0898,0.1497,0.0639,0.014,0.0339,0.2615,0.2873,0.3513,0.5,0.8513,-0.0171,0.0,-0.0171
1,5,2,4,1-5-2-4,Ryan Sir-Wondery,L,4,2,4,2,16,8,33,68,12,57,48,28,86,145,0.1138,0.1597,0.0659,0.016,0.0319,0.2735,0.3086,0.3872,0.527,0.9143,0.0049,0.0,0.0049
1,5,2,4,1-5-2-4,Alexander Duquense,R,2,4,5,1,7,8,35,86,13,39,51,35,115,112,0.0778,0.1976,0.0699,0.016,0.014,0.2974,0.3225,0.3752,0.4784,0.8536,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Annabelle TheGlorious,R,4,4,3,1,17,8,35,61,13,39,50,26,114,138,0.0778,0.1477,0.0699,0.016,0.0339,0.2675,0.29,0.3453,0.5108,0.8561,-0.018,0.0,-0.018
1,5,2,4,1-5-2-4,Ant Man,R,3,3,5,1,7,8,35,80,13,45,51,34,105,123,0.0898,0.1856,0.0699,0.016,0.014,0.2854,0.3136,0.3752,0.4715,0.8467,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Fabian Seacaster,L,4,4,2,2,20,8,33,64,12,41,48,22,108,145,0.0818,0.1517,0.0659,0.016,0.0399,0.2735,0.2978,0.3553,0.5348,0.8901,-0.0091,0.0,-0.0091
1,5,2,4,1-5-2-4,Hubert Dubois,R,2,4,5,1,7,8,35,86,13,39,51,35,115,112,0.0778,0.1976,0.0699,0.016,0.014,0.2974,0.3225,0.3752,0.4784,0.8536,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Angel Leon,L,5,3,3,1,18,9,36,52,14,48,49,25,86,164,0.0958,0.1317,0.0719,0.018,0.0359,0.2575,0.2848,0.3533,0.5232,0.8765,-0.0103,0.0,-0.0103
1,5,2,4,1-5-2-4,Jacob BallHitter,R,4,4,3,1,17,8,35,61,13,39,50,26,114,138,0.0778,0.1477,0.0699,0.016,0.0339,0.2675,0.29,0.3453,0.5108,0.8561,-0.018,0.0,-0.018
1,5,2,4,1-5-2-4,Mickey Martino,L,4,4,1,3,22,7,31,63,11,41,47,20,114,145,0.0818,0.1477,0.0619,0.014,0.0439,0.2675,0.2913,0.3493,0.5326,0.8819,-0.0121,0.0,-0.0121
1,5,2,4,1-5-2-4,C.S. Verdad,R,4,5,2,1,19,8,35,59,13,34,49,23,123,138,0.0679,0.1437,0.0699,0.016,0.0379,0.2675,0.2869,0.3353,0.5182,0.8535,-0.0214,0.0,-0.0214
1,5,2,4,1-5-2-4,Carter Kendall,R,4,3,3,2,17,7,32,64,11,45,49,25,113,138,0.0898,0.1497,0.0639,0.014,0.0339,0.2615,0.2873,0.3513,0.5,0.8513,-0.0171,0.0,-0.0171
1,5,2,4,1-5-2-4,Don Bon,L,4,2,4,2,16,8,33,68,12,57,48,28,86,145,0.1138,0.1597,0.0659,0.016,0.0319,0.2735,0.3086,0.3872,0.527,0.9143,0.0049,0.0,0.0049
1,5,2,4,1-5-2-4,Fat Lever,L,3,3,3,3,18,7,31,76,11,48,47,25,108,130,0.0958,0.1737,0.0619,0.014,0.0359,0.2854,0.3157,0.3812,0.5342,0.9155,0.0019,0.0,0.0019
1,5,2,4,1-5-2-4,Gracie Mlodzianowski-Cwej,R,3,5,2,2,19,7,32,71,11,34,48,23,133,123,0.0679,0.1637,0.0639,0.014,0.0379,0.2794,0.2998,0.3473,0.5203,0.8676,-0.0168,0.0,-0.0168
1,5,2,4,1-5-2-4,Salami,L,4,2,3,3,18,7,31,67,11,57,47,25,93,145,0.1138,0.1557,0.0619,0.014,0.0359,0.2675,0.3018,0.3812,0.5248,0.906,0.0019,0.0,0.0019
1,5,2,4,1-5-2-4,Tuck,R,5,5,1,1,21,8,35,46,13,34,50,20,118,156,0.0679,0.1178,0.0699,0.016,0.0419,0.2455,0.2634,0.3134,0.5075,0.8209,-0.032,0.0,-0.032
1,5,2,4,1-5-2-4,Mickey May,R,2,5,4,1,15,8,35,78,13,34,50,30,126,112,0.0679,0.1816,0.0699,0.016,0.0299,0.2974,0.3191,0.3653,0.5246,0.8899,-0.0086,0.0,-0.0086
1,5,2,4,1-5-2-4,Sonar McDeuceski,R,5,4,2,1,19,8,35,48,13,39,50,23,110,156,0.0778,0.1218,0.0699,0.016,0.0379,0.2455,0.2662,0.3234,0.5,0.8234,-0.0287,0.0,-0.0287
1,5,2,4,1-5-2-4,Bingle Johnson,L,5,3,1,3,22,7,31,52,11,48,48,19,99,164,0.0958,0.1257,0.0619,0.014,0.0439,0.2455,0.2715,0.3413,0.5166,0.8579,-0.017,0.0,-0.017
1,5,2,4,1-5-2-4,Henry Atombomb,R,2,3,5,2,7,7,32,89,11,45,51,34,113,112,0.0898,0.1996,0.0639,0.014,0.014,0.2914,0.3202,0.3812,0.4671,0.8483,-0.0123,0.0,-0.0123
1,5,2,4,1-5-2-4,Nathanial Swenson,L,5,1,3,3,18,7,31,56,11,68,47,24,75,164,0.1357,0.1337,0.0619,0.014,0.0359,0.2455,0.2841,0.3812,0.5127,0.8939,0.0019,0.0,0.0019
1,5,2,4,1-5-2-4,Nash Ellis,R,2,2,4,4,15,5,29,82,9,54,48,29,118,112,0.1078,0.1816,0.0579,0.01,0.0299,0.2794,0.3132,0.3872,0.5011,0.8883,-0.0016,0.0,-0.0016
1,5,2,4,1-5-2-4,Hudson Hildebrandt,R,5,1,5,1,7,8,35,60,13,65,51,33,73,156,0.1297,0.1457,0.0699,0.016,0.014,0.2455,0.2821,0.3752,0.4472,0.8225,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Rascal Alex,L,2,4,3,3,18,7,31,84,11,41,47,26,119,117,0.0818,0.1896,0.0619,0.014,0.0359,0.3014,0.3283,0.3832,0.5435,0.9267,0.0031,0.0,0.0031
1,5,2,4,1-5-2-4,Sleve McDichael,R,5,1,3,3,17,6,30,54,10,65,48,24,91,156,0.1297,0.1277,0.0599,0.012,0.0339,0.2335,0.2683,0.3633,0.4817,0.8449,-0.0119,0.0,-0.0119
1,5,2,4,1-5-2-4,Mad Monty,L,4,4,1,3,22,7,31,63,11,41,47,20,114,145,0.0818,0.1477,0.0619,0.014,0.0439,0.2675,0.2913,0.3493,0.5326,0.8819,-0.0121,0.0,-0.0121
1,5,2,4,1-5-2-4,John Wittman,L,3,2,5,2,8,8,33,85,12,57,49,33,86,130,0.1138,0.1936,0.0659,0.016,0.016,0.2914,0.3288,0.4052,0.4932,0.8984,0.0051,0.0,0.0051
1,5,2,4,1-5-2-4,Maurice Cheeks,R,4,2,5,1,7,8,35,71,13,54,51,34,90,138,0.1078,0.1677,0.0699,0.016,0.014,0.2675,0.2998,0.3752,0.4609,0.8361,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Ricky Venucci,L,3,2,5,2,8,8,33,85,12,57,49,33,86,130,0.1138,0.1936,0.0659,0.016,0.016,0.2914,0.3288,0.4052,0.4932,0.8984,0.0051,0.0,0.0051
1,5,2,4,1-5-2-4,Ryan Gastings,L,2,4,2,4,20,6,30,82,10,41,46,22,127,117,0.0818,0.1836,0.0599,0.012,0.0399,0.2954,0.3217,0.3772,0.5435,0.9207,0.0006,0.0,0.0006
1,5,2,4,1-5-2-4,Sheldor Sheldor,R,3,2,4,3,15,6,30,76,10,54,49,29,109,123,0.1078,0.1717,0.0599,0.012,0.0299,0.2735,0.3065,0.3812,0.5011,0.8824,-0.0037,0.0,-0.0037
1,5,2,4,1-5-2-4,Geno Scaramucci,L,5,4,1,2,22,8,33,51,12,41,48,20,102,164,0.0818,0.1257,0.0659,0.016,0.0439,0.2515,0.2739,0.3333,0.5239,0.8572,-0.0197,0.0,-0.0197
1,5,2,4,1-5-2-4,Kancing Mutlak,R,2,2,4,4,15,5,29,82,9,54,48,29,118,112,0.1078,0.1816,0.0579,0.01,0.0299,0.2794,0.3132,0.3872,0.5011,0.8883,-0.0016,0.0,-0.0016
1,5,2,4,1-5-2-4,peachespeachespeaches,R,2,3,2,5,19,4,28,78,8,45,47,22,138,112,0.0898,0.1717,0.0559,0.008,0.0379,0.2735,0.3004,0.3633,0.5044,0.8677,-0.0123,0.0,-0.0123
1,5,2,4,1-5-2-4,Matt Himynamis,R,2,5,3,2,17,7,32,79,11,34,49,26,134,112,0.0679,0.1796,0.0639,0.014,0.0339,0.2914,0.3126,0.3593,0.5203,0.8796,-0.0122,0.0,-0.0122
1,5,2,4,1-5-2-4,AALarry Longshot,R,3,2,4,3,15,6,30,76,10,54,49,29,109,123,0.1078,0.1717,0.0599,0.012,0.0299,0.2735,0.3065,0.3812,0.5011,0.8824,-0.0037,0.0,-0.0037
1,5,2,4,1-5-2-4,Joe Mitsubishi,R,3,5,3,1,17,8,35,70,13,34,49,26,126,123,0.0679,0.1657,0.0699,0.016,0.0339,0.2854,0.3062,0.3533,0.5246,0.8779,-0.0132,0.0,-0.0132
1,5,2,4,1-5-2-4,Satchel O'Cultist 44,L,4,2,4,2,16,8,33,68,12,57,48,28,86,145,0.1138,0.1597,0.0659,0.016,0.0319,0.2735,0.3086,0.3872,0.527,0.9143,0.0049,0.0,0.0049
1,5,2,4,1-5-2-4,Brent Chillwater,L,5,3,1,3,22,7,31,52,11,48,48,19,99,164,0.0958,0.1257,0.0619,0.014,0.0439,0.2455,0.2715,0.3413,0.5166,0.8579,-0.017,0.0,-0.017
1,5,2,4,1-5-2-4,Triscuit McBiskit,R,5,4,1,2,21,7,32,49,11,39,49,20,117,156,0.0778,0.1198,0.0639,0.014,0.0419,0.2395,0.2597,0.3174,0.4957,0.813,-0.0323,0.0,-0.0323
1,5,2,4,1-5-2-4,R'lyeh R'ivy,R,4,2,4,2,15,7,32,66,11,54,49,29,100,138,0.1078,0.1537,0.0639,0.014,0.0299,0.2615,0.2931,0.3693,0.4966,0.8659,-0.0089,0.0,-0.0089
1,5,2,4,1-5-2-4,Atlas Quin,L,3,2,4,3,16,7,31,78,11,57,47,28,96,130,0.1138,0.1776,0.0619,0.014,0.0319,0.2854,0.3221,0.3992,0.5315,0.9307,0.0101,0.0,0.0101
1,5,2,4,1-5-2-4,Bartholomew Crumblepuff,L,3,2,4,3,16,7,31,78,11,57,47,28,96,130,0.1138,0.1776,0.0619,0.014,0.0319,0.2854,0.3221,0.3992,0.5315,0.9307,0.0101,0.0,0.0101
1,5,2,4,1-5-2-4,Kenji Matsumoto,L,3,3,4,2,16,8,33,77,12,48,48,29,100,130,0.0958,0.1776,0.0659,0.016,0.0319,0.2914,0.3223,0.3872,0.5364,0.9236,0.0049,0.0,0.0049
1,5,2,4,1-5-2-4,Liam,L,4,3,4,1,16,9,36,65,14,48,49,29,90,145,0.0958,0.1577,0.0719,0.018,0.0319,0.2794,0.3091,0.3752,0.5342,0.9095,0.0003,0.0,0.0003
1,5,2,4,1-5-2-4,Max Muncy,L,5,2,3,2,18,8,33,55,12,57,48,25,81,164,0.1138,0.1337,0.0659,0.016,0.0359,0.2515,0.2838,0.3653,0.5158,0.881,-0.0057,0.0,-0.0057
1,5,2,4,1-5-2-4,Rusty Hammerschlagen,R,3,4,4,1,15,8,35,72,13,39,50,30,116,123,0.0778,0.1697,0.0699,0.016,0.0299,0.2854,0.3095,0.3633,0.5173,0.8806,-0.0098,0.0,-0.0098
1,5,2,4,1-5-2-4,Sara Rousseau,R,3,5,3,1,17,8,35,70,13,34,49,26,126,123,0.0679,0.1657,0.0699,0.016,0.0339,0.2854,0.3062,0.3533,0.5246,0.8779,-0.0132,0.0,-0.0132
1,5,2,4,1-5-2-4,Tyler Helman,L,3,4,4,1,16,9,36,74,14,41,49,30,102,130,0.0818,0.1756,0.0719,0.018,0.0319,0.2974,0.3239,0.3792,0.5457,0.9249,0.0027,0.0,0.0027
1,5,2,4,1-5-2-4,James St. Louis,R,2,5,2,3,19,6,30,78,10,34,48,23,141,112,0.0679,0.1756,0.0599,0.012,0.0379,0.2854,0.3062,0.3533,0.5182,0.8715,-0.0153,0.0,-0.0153
1,5,2,4,1-5-2-4,Joey Wheeler,L,5,3,2,2,20,8,33,53,12,48,48,22,93,164,0.0958,0.1297,0.0659,0.016,0.0399,0.2515,0.2781,0.3473,0.5188,0.8661,-0.0139,0.0,-0.0139
1,5,2,4,1-5-2-4,LaCarpetron Dukemarriot II,R,4,2,4,2,15,7,32,66,11,54,49,29,100,138,0.1078,0.1537,0.0639,0.014,0.0299,0.2615,0.2931,0.3693,0.4966,0.8659,-0.0089,0.0,-0.0089
1,5,2,4,1-5-2-4,Lane Drew,L,3,3,4,2,16,8,33,77,12,48,48,29,100,130,0.0958,0.1776,0.0659,0.016,0.0319,0.2914,0.3223,0.3872,0.5364,0.9236,0.0049,0.0,0.0049
1,5,2,4,1-5-2-4,Pablo Sanchez,R,5,4,2,1,19,8,35,48,13,39,50,23,110,156,0.0778,0.1218,0.0699,0.016,0.0379,0.2455,0.2662,0.3234,0.5,0.8234,-0.0287,0.0,-0.0287
1,5,2,4,1-5-2-4,Finkle Sparkles,R,4,2,4,2,15,7,32,66,11,54,49,29,100,138,0.1078,0.1537,0.0639,0.014,0.0299,0.2615,0.2931,0.3693,0.4966,0.8659,-0.0089,0.0,-0.0089
1,5,2,4,1-5-2-4,Kyuss Kosades,R,3,3,5,1,7,8,35,80,13,45,51,34,105,123,0.0898,0.1856,0.0699,0.016,0.014,0.2854,0.3136,0.3752,0.4715,0.8467,-0.0133,0.0,-0.0133
1,5,2,4,1-5-2-4,Mama Luigi,L,4,1,2,5,20,5,29,65,9,68,45,21,94,145,0.1357,0.1477,0.0579,0.01,0.0399,0.2555,0.2956,0.3912,0.5242,0.9155,0.0075,0.0,0.0075
1,5,2,4,1-5-2-4,Meerkat Preller,L,4,5,1,2,22,8,33,62,12,35,47,20,117,145,0.0699,0.1477,0.0659,0.016,0.0439,0.2735,0.294,0.3433,0.5408,0.8841,-0.0137,0.0,-0.0137
1,5,2,4,1-5-2-4,Adam Croft,L,5,4,1,2,22,8,33,51,12,41,48,20,102,164,0.0818,0.1257,0.0659,0.016,0.0439,0.2515,0.2739,0.3333,0.5239,0.8572,-0.0197,0.0,-0.0197
1,5,2,4,1-5-2-4,Jamal Fyre,R,4,1,5,2,7,7,32,74,11,65,50,33,84,138,0.1297,0.1697,0.0639,0.014,0.014,0.2615,0.3005,0.3912,0.4541,0.8453,-0.0063,0.0,-0.0063
1,5,2,4,1-5-2-4,Sock Monkey,L,2,3,4,3,16,7,31,86,11,48,47,29,109,117,0.0958,0.1936,0.0619,0.014,0.0319,0.3014,0.3333,0.3972,0.5386,0.9358,0.0089,0.0,0.0089
1,5,2,4,1-5-2-4,Tony Smehrik,L,3,5,2,2,20,8,33,73,12,35,47,23,120,130,0.0699,0.1697,0.0659,0.016,0.0399,0.2914,0.3133,0.3613,0.5472,0.9085,-0.0054,0.0,-0.0054
1,5,2,4,1-5-2-4,Arby Eye,L,1,5,4,2,16,8,33,89,12,35,48,30,123,107,0.0699,0.2016,0.0659,0.016,0.0319,0.3154,0.3391,0.3852,0.5472,0.9324,0.0037,0.0,0.0037
1,5,2,4,1-5-2-4,Jimothy Jhompson,L,4,2,4,2,16,8,33,68,12,57,48,28,86,145,0.1138,0.1597,0.0659,0.016,0.0319,0.2735,0.3086,0.3872,0.527,0.9143,0.0049,0.0,0.0049
1,5,2,4,1-5-2-4,Jura Benjamin Juney,R,2,5,4,1,15,8,35,78,13,34,50,30,126,112,0.0679,0.1816,0.0699,0.016,0.0299,0.2974,0.3191,0.3653,0.5246,0.8899,-0.0086,0.0,-0.0086
1,5,2,4,1-5-2-4,Trevor Rose,R,3,2,4,3,15,6,30,76,10,54,49,29,109,123,0.1078,0.1717,0.0599,0.012,0.0299,0.2735,0.3065,0.3812,0.5011,0.8824,-0.0037,0.0,-0.0037
1,5,2,4,1-5-2-4,K Junk,R,5,4,1,2,21,7,32,49,11,39,49,20,117,156,0.0778,0.1198,0.0639,0.014,0.0419,0.2395,0.2597,0.3174,0.4957,0.813,-0.0323,0.0,-0.0323
1,5,2,4,1-5-2-4,Kevin James,L,3,3,5,1,8,9,36,82,14,48,50,34,90,130,0.0958,0.1916,0.0719,0.018,0.016,0.2974,0.3289,0.3932,0.5011,0.8943,0.0005,0.0,0.0005
1,5,2,4,1-5-2-4,Damon Razor,L,2,4,4,2,16,8,33,85,12,41,48,30,111,117,0.0818,0.1936,0.0659,0.016,0.0319,0.3074,0.3348,0.3892,0.5457,0.9349,0.0061,0.0,0.0061
1,5,2,4,1-5-2-4,Dakota Carolina Montana,R,3,4,2,3,19,6,30,72,10,39,48,23,131,123,0.0778,0.1637,0.0599,0.012,0.0379,0.2735,0.2965,0.3513,0.5108,0.8621,-0.0165,0.0,-0.0165
1,5,2,4,1-5-2-4,Haloick Oasis,L,3,5,2,2,20,8,33,73,12,35,47,23,120,130,0.0699,0.1697,0.0659,0.016,0.0399,0.2914,0.3133,0.3613,0.5472,0.9085,-0.0054,0.0,-0.0054
1,5,2,4,1-5-2-4,Johnny Dickshot,R,4,4,3,1,17,8,35,61,13,39,50,26,114,138,0.0778,0.1477,0.0699,0.016,0.0339,0.2675,0.29,0.3453,0.5108,0.8561,-0.018,0.0,-0.018
1,5,2,4,1-5-2-4,Mitch Meanmug,R,4,3,3,2,17,7,32,64,11,45,49,25,113,138,0.0898,0.1497,0.0639,0.014,0.0339,0.2615,0.2873,0.3513,0.5,0.8513,-0.0171,0.0,-0.0171
1,5,2,4,1-5-2-4,Spitty McSpit,L,1,4,2,5,20,5,29,86,9,41,46,22,136,107,0.0818,0.1896,0.0579,0.01,0.0399,0.2974,0.3239,0.3792,0.5391,0.9184,0.0002,0.0,0.0002
1,5,2,4,1-5-2-4,Smokey Zygowski,R,4,4,2,2,19,7,32,62,11,39,49,23,121,138,0.0778,0.1457,0.0639,0.014,0.0379,0.2615,0.2835,0.3393,0.5065,0.8458,-0.0216,0.0,-0.0216
1,5,2,4,1-5-2-4,XxXJuniJuni PandaXxX,L,2,5,4,1,16,9,36,82,14,35,48,30,114,117,0.0699,0.1916,0.0719,0.018,0.0319,0.3134,0.3369,0.3832,0.5558,0.939,0.0052,0.0,0.0052
1,5,2,4,1-5-2-4,R'lyeh Cultist 14,R,5,4,1,2,21,7,32,49,11,39,49,20,117,156,0.0778,0.1198,0.0639,0.014,0.0419,0.2395,0.2597,0.3174,0.4957,0.813,-0.0323,0.0,-0.0323
1,5,2,4,1-5-2-4,VI,L,3,3,5,1,8,9,36,82,14,48,50,34,90,130,0.0958,0.1916,0.0719,0.018,0.016,0.2974,0.3289,0.3932,0.5011,0.8943,0.0005,0.0,0.0005
1,5,2,4,1-5-2-4,December Beckett,R,4,3,2,3,19,6,30,63,10,45,49,22,119,138,0.0898,0.1457,0.0599,0.012,0.0379,0.2555,0.2807,0.3453,0.4978,0.8431,-0.0201,0.0,-0.0201
1,5,2,4,1-5-2-4,AJ Wolfe,L,5,5,1,1,22,9,36,48,14,35,49,20,104,164,0.0699,0.1238,0.0719,0.018,0.0439,0.2575,0.2768,0.3273,0.5343,0.8617,-0.0207,0.0,-0.0207
1,5,2,4,1-5-2-4,John Applebees,R,3,3,4,2,15,7,32,75,11,45,49,29,115,123,0.0898,0.1717,0.0639,0.014,0.0299,0.2794,0.307,0.3693,0.5066,0.8758,-0.0089,0.0,-0.0089
1,5,3,3,1-5-3-3,Bucky Gorgonzola,L,2,3,5,2,16,7,31,87,11,48,47,29,108,117,0.0958,0.1956,0.0619,0.014,0.0319,0.3034,0.3355,0.3992,0.5408,0.94,0.0101,0.0,0.0101
