remaining,outs,obc,batting_lead,win_prob
11,0,11,18,1
11,0,101,-18,0
11,0,101,-17,0.001
11,0,101,-16,0.0013
11,0,101,-15,0.0017
11,0,101,-14,0.0057
11,0,101,-13,0.006
11,0,101,-12,0.0123
11,0,101,-11,0.0173
11,0,101,-10,0.0273
11,0,101,-9,0.0473
11,0,101,-8,0.074
11,0,101,-7,0.1311
11,0,101,-6,0.1566
11,0,101,-5,0.1872
11,0,101,-4,0.2543
11,0,101,-3,0.3607
11,0,101,-2,0.4818
11,0,101,-1,0.5744
11,0,101,0,0.6681
11,0,101,1,0.7507
11,0,101,2,0.8413
11,0,101,3,0.8768
11,0,101,4,0.9277
11,0,101,5,0.9485
11,0,101,6,0.9767
11,0,101,7,0.9797
11,0,101,8,0.986
11,0,101,9,0.992
11,0,101,10,0.995
11,0,101,11,0.998
11,0,101,12,0.9987
11,0,101,13,0.9987
11,0,101,14,0.9997
11,0,101,15,1
11,0,101,16,1
11,0,101,17,1
11,0,101,18,1
11,0,110,-18,0
11,0,110,-17,0.0007
11,0,110,-16,0.001
11,0,110,-15,0.003
11,0,110,-14,0.0043
11,0,110,-13,0.011
11,0,110,-12,0.0143
11,0,110,-11,0.023
11,0,110,-10,0.036
11,0,110,-9,0.0437
11,0,110,-8,0.0697
11,0,110,-7,0.103
11,0,110,-6,0.1714
11,0,110,-5,0.2183
11,0,110,-4,0.2893
11,0,110,-3,0.3833
11,0,110,-2,0.4636
11,0,110,-1,0.6008
11,0,110,0,0.6785
11,0,110,1,0.782
11,0,110,2,0.8354
11,0,110,3,0.8847
11,0,110,4,0.9164
11,0,110,5,0.9804
11,0,110,6,0.9804
11,0,110,7,0.9804
11,0,110,8,0.9923
11,0,110,9,0.9937
11,0,110,10,0.9973
11,0,110,11,0.9983
11,0,110,12,0.9983
11,0,110,13,0.999
11,0,110,14,1
11,0,110,15,1
11,0,110,16,1
11,0,110,17,1
11,0,110,18,1
11,0,111,-18,0.0007
11,0,111,-17,0.0007
11,0,111,-16,0.002
11,0,111,-15,0.004
11,0,111,-14,0.0067
11,0,111,-13,0.0107
11,0,111,-12,0.015
11,0,111,-11,0.0313
11,0,111,-10,0.0443
11,0,111,-9,0.0593
11,0,111,-8,0.0793
11,0,111,-7,0.2295
11,0,111,-6,0.2769
11,0,111,-5,0.2769
11,0,111,-4,0.347
11,0,111,-3,0.4412
11,0,111,-2,0.5099
11,0,111,-1,0.6092
11,0,111,0,0.697
11,0,111,1,0.7873
11,0,111,2,0.8512
11,0,111,3,0.8943
11,0,111,4,0.9241
11,0,111,5,0.9695
11,0,111,6,0.9783
11,0,111,7,0.9843
11,0,111,8,0.9883
11,0,111,9,0.9943
11,0,111,10,0.997
11,0,111,11,0.998
11,0,111,12,0.9993
11,0,111,13,0.9993
11,0,111,14,0.9993
11,0,111,15,0.9997
11,0,111,16,0.9997
11,0,111,17,1
11,0,111,18,1
11,1,0,-18,0
11,1,0,-17,0
11,1,0,-16,0
11,1,0,-15,0.001
11,1,0,-14,0.0013
11,1,0,-13,0.0023
11,1,0,-12,0.0033
11,1,0,-11,0.0141
11,1,0,-10,0.0141
11,1,0,-9,0.0212
11,1,0,-8,0.0292
11,1,0,-7,0.0476
11,1,0,-6,0.0753
11,1,0,-5,0.1108
11,1,0,-4,0.1613
11,1,0,-3,0.2308
11,1,0,-2,0.3225
11,1,0,-1,0.4262
11,1,0,0,0.5405
11,1,0,1,0.6502
11,1,0,2,0.7466
11,1,0,3,0.8177
11,1,0,4,0.8786
11,1,0,5,0.924
11,1,0,6,0.9576
11,1,0,7,0.9794
11,1,0,8,0.9897
11,1,0,9,1
11,1,0,10,1
11,1,0,11,1
11,1,0,12,1
11,1,0,13,1
11,1,0,14,1
11,1,0,15,1
11,1,0,16,1
11,1,0,17,1
11,1,0,18,1
11,1,1,-18,0.001
11,1,1,-17,0.001
11,1,1,-16,0.001
11,1,1,-15,0.0013
11,1,1,-14,0.0013
11,1,1,-13,0.0037
11,1,1,-12,0.0037
11,1,1,-11,0.008
11,1,1,-10,0.0152
11,1,1,-9,0.0284
11,1,1,-8,0.0361
11,1,1,-7,0.061
11,1,1,-6,0.0892
11,1,1,-5,0.1249
11,1,1,-4,0.1872
11,1,1,-3,0.2596
11,1,1,-2,0.3522
11,1,1,-1,0.4551
11,1,1,0,0.565
11,1,1,1,0.6719
11,1,1,2,0.7621
11,1,1,3,0.8299
11,1,1,4,0.8941
11,1,1,5,0.9301
11,1,1,6,0.951
11,1,1,7,0.964
11,1,1,8,0.9844
11,1,1,9,0.99
11,1,1,10,0.9913
11,1,1,11,0.997
11,1,1,12,0.9977
11,1,1,13,1
11,1,1,14,1
11,1,1,15,1
11,1,1,16,1
11,1,1,17,1
11,1,1,18,1
11,1,10,-18,0.0007
11,1,10,-17,0.0007
11,1,10,-16,0.0007
11,1,10,-15,0.001
11,1,10,-14,0.001
11,1,10,-13,0.0043
11,1,10,-12,0.0053
11,1,10,-11,0.0057
11,1,10,-10,0.0133
11,1,10,-9,0.0133
11,1,10,-8,0.061
11,1,10,-7,0.061
11,1,10,-6,0.0918
11,1,10,-5,0.1404
11,1,10,-4,0.1954
11,1,10,-3,0.2668
11,1,10,-2,0.3643
11,1,10,-1,0.4669
11,1,10,0,0.5838
11,1,10,1,0.688
11,1,10,2,0.7735
11,1,10,3,0.8512
11,1,10,4,0.8901
11,1,10,5,0.9328
11,1,10,6,0.9585
11,1,10,7,0.9695
11,1,10,8,1
11,1,10,9,1
11,1,10,10,1
11,1,10,11,1
11,1,10,12,1
11,1,10,13,1
11,1,10,14,1
11,1,10,15,1
11,1,10,16,1
11,1,10,17,1
11,1,10,18,1
11,1,100,-18,0
11,1,100,-17,0.0003
11,1,100,-16,0.0007
11,1,100,-15,0.0007
11,1,100,-14,0.0013
11,1,100,-13,0.004
11,1,100,-12,0.0047
11,1,100,-11,0.012
11,1,100,-10,0.016
11,1,100,-9,0.0257
11,1,100,-8,0.037
11,1,100,-7,0.0617
11,1,100,-6,0.0725
11,1,100,-5,0.1353
11,1,100,-4,0.2256
11,1,100,-3,0.28
11,1,100,-2,0.3921
11,1,100,-1,0.4975
11,1,100,0,0.6103
11,1,100,1,0.7098
11,1,100,2,0.8041
11,1,100,3,0.8753
11,1,100,4,0.8753
11,1,100,5,0.9451
11,1,100,6,0.9451
11,1,100,7,1
11,1,100,8,1
11,1,100,9,1
11,1,100,10,1
11,1,100,11,1
11,1,100,12,1
11,1,100,13,1
11,1,100,14,1
11,1,100,15,1
11,1,100,16,1
11,1,100,17,1
11,1,100,18,1
11,1,11,-18,0.0007
11,1,11,-17,0.0007
11,1,11,-16,0.0007
11,1,11,-15,0.0013
11,1,11,-14,0.0017
11,1,11,-13,0.0047
11,1,11,-12,0.0053
11,1,11,-11,0.0123
11,1,11,-10,0.0213
11,1,11,-9,0.0323
11,1,11,-8,0.0323
11,1,11,-7,0.1187
11,1,11,-6,0.1208
11,1,11,-5,0.1658
11,1,11,-4,0.2219
11,1,11,-3,0.2937
11,1,11,-2,0.3942
11,1,11,-1,0.4936
11,1,11,0,0.6019
11,1,11,1,0.6932
11,1,11,2,0.7799
11,1,11,3,0.8519
11,1,11,4,0.8982
11,1,11,5,0.9375
11,1,11,6,0.9648
11,1,11,7,0.9683
11,1,11,8,0.9867
11,1,11,9,0.992
11,1,11,10,0.992
11,1,11,11,0.9957
11,1,11,12,0.9977
11,1,11,13,0.999
11,1,11,14,0.9993
11,1,11,15,0.9997
11,1,11,16,1
11,1,11,17,1
11,1,11,18,1
11,1,101,-18,0.0007
11,1,101,-17,0.0007
11,1,101,-16,0.001
11,1,101,-15,0.001
11,1,101,-14,0.003
11,1,101,-13,0.0037
11,1,101,-12,0.011
11,1,101,-11,0.013
11,1,101,-10,0.0237
11,1,101,-9,0.0283
11,1,101,-8,0.0283
11,1,101,-7,0.0408
11,1,101,-6,0.1377
11,1,101,-5,0.1528
11,1,101,-4,0.2296
11,1,101,-3,0.3005
11,1,101,-2,0.4132
11,1,101,-1,0.5136
11,1,101,0,0.6191
11,1,101,1,0.713
11,1,101,2,0.7982
11,1,101,3,0.8653
11,1,101,4,0.9092
11,1,101,5,0.9568
11,1,101,6,0.9579
11,1,101,7,0.9857
11,1,101,8,0.9877
11,1,101,9,0.9927
11,1,101,10,0.9967
11,1,101,11,0.998
11,1,101,12,0.9987
11,1,101,13,0.9997
11,1,101,14,0.9997
11,1,101,15,0.9997
11,1,101,16,1
11,1,101,17,1
11,1,101,18,1
11,1,110,-18,0
11,1,110,-17,0.0007
11,1,110,-16,0.0007
11,1,110,-15,0.0023
11,1,110,-14,0.0077
11,1,110,-13,0.0077
11,1,110,-12,0.0083
11,1,110,-11,0.011
11,1,110,-10,0.021
11,1,110,-9,0.034
11,1,110,-8,0.056
11,1,110,-7,0.0959
11,1,110,-6,0.0959
11,1,110,-5,0.187
11,1,110,-4,0.2534
11,1,110,-3,0.3443
11,1,110,-2,0.4198
11,1,110,-1,0.5492
11,1,110,0,0.6441
11,1,110,1,0.7376
11,1,110,2,0.8094
11,1,110,3,0.8734
11,1,110,4,0.9119
11,1,110,5,0.9574
11,1,110,6,0.9756
11,1,110,7,0.9844
11,1,110,8,0.9844
11,1,110,9,0.994
11,1,110,10,0.9963
11,1,110,11,0.998
11,1,110,12,0.9997
11,1,110,13,0.9997
11,1,110,14,1
11,1,110,15,1
11,1,110,16,1
11,1,110,17,1
11,1,110,18,1
11,1,111,-18,0
11,1,111,-17,0.0003
11,1,111,-16,0.0013
11,1,111,-15,0.0027
11,1,111,-14,0.0047
11,1,111,-13,0.0077
11,1,111,-12,0.011
11,1,111,-11,0.0203
11,1,111,-10,0.0303
11,1,111,-9,0.0457
11,1,111,-8,0.0732
11,1,111,-7,0.1525
11,1,111,-6,0.1728
11,1,111,-5,0.2179
11,1,111,-4,0.2602
11,1,111,-3,0.3455
11,1,111,-2,0.4442
11,1,111,-1,0.5403
11,1,111,0,0.6411
11,1,111,1,0.7337
11,1,111,2,0.8088
11,1,111,3,0.8669
11,1,111,4,0.9074
11,1,111,5,0.9719
11,1,111,6,0.9719
11,1,111,7,0.9861
11,1,111,8,0.989
11,1,111,9,0.991
11,1,111,10,0.9943
11,1,111,11,0.9967
11,1,111,12,0.998
11,1,111,13,0.9993
11,1,111,14,0.9993
11,1,111,15,1
11,1,111,16,1
11,1,111,17,1
11,1,111,18,1
11,2,0,-18,0
11,2,0,-17,0
11,2,0,-16,0.0003
11,2,0,-15,0.0007
11,2,0,-14,0.001
11,2,0,-13,0.0027
11,2,0,-12,0.0033
11,2,0,-11,0.0192
11,2,0,-10,0.0192
11,2,0,-9,0.0192
11,2,0,-8,0.026
11,2,0,-7,0.04
11,2,0,-6,0.0635
11,2,0,-5,0.1027
11,2,0,-4,0.1446
11,2,0,-3,0.212
11,2,0,-2,0.299
11,2,0,-1,0.4024
11,2,0,0,0.5187
11,2,0,1,0.6289
11,2,0,2,0.7289
11,2,0,3,0.8095
11,2,0,4,0.8697
11,2,0,5,0.9093
11,2,0,6,0.945
11,2,0,7,0.9605
11,2,0,8,0.9725
11,2,0,9,0.9951
11,2,0,10,0.9951
11,2,0,11,0.9977
11,2,0,12,0.9977
11,2,0,13,0.999
11,2,0,14,0.9993
11,2,0,15,1
11,2,0,16,1
11,2,0,17,1
11,2,0,18,1
11,2,1,-18,0
11,2,1,-17,0.0003
11,2,1,-16,0.0007
11,2,1,-15,0.0007
11,2,1,-14,0.0023
11,2,1,-13,0.0023
11,2,1,-12,0.0047
11,2,1,-11,0.0047
11,2,1,-10,0.0047
11,2,1,-9,0.0134
11,2,1,-8,0.0206
11,2,1,-7,0.0482
11,2,1,-6,0.071
11,2,1,-5,0.1107
11,2,1,-4,0.1581
11,2,1,-3,0.2316
11,2,1,-2,0.3211
11,2,1,-1,0.422
11,2,1,0,0.535
11,2,1,1,0.6481
11,2,1,2,0.7399
11,2,1,3,0.8162
11,2,1,4,0.8747
11,2,1,5,0.919
11,2,1,6,0.9337
11,2,1,7,0.9606
11,2,1,8,0.9806
11,2,1,9,0.9808
11,2,1,10,1
11,2,1,11,1
11,2,1,12,1
11,2,1,13,1
11,2,1,14,1
11,2,1,15,1
11,2,1,16,1
11,2,1,17,1
11,2,1,18,1
11,2,10,-18,0
11,2,10,-17,0
11,2,10,-16,0
11,2,10,-15,0.0013
11,2,10,-14,0.0027
11,2,10,-13,0.0043
11,2,10,-12,0.006
11,2,10,-11,0.0073
11,2,10,-10,0.0107
11,2,10,-9,0.0107
11,2,10,-8,0.0278
11,2,10,-7,0.0485
11,2,10,-6,0.0713
11,2,10,-5,0.1091
11,2,10,-4,0.1616
11,2,10,-3,0.242
11,2,10,-2,0.3239
11,2,10,-1,0.4268
11,2,10,0,0.5468
11,2,10,1,0.6562
11,2,10,2,0.7486
11,2,10,3,0.8255
11,2,10,4,0.8783
11,2,10,5,0.9182
11,2,10,6,0.9469
11,2,10,7,0.9595
11,2,10,8,0.9683
11,2,10,9,1
11,2,10,10,1
11,2,10,11,1
11,2,10,12,1
11,2,10,13,1
11,2,10,14,1
11,2,10,15,1
11,2,10,16,1
11,2,10,17,1
11,2,10,18,1
11,2,100,-18,0.0003
11,2,100,-17,0.0003
11,2,100,-16,0.0007
11,2,100,-15,0.0007
11,2,100,-14,0.0013
11,2,100,-13,0.003
11,2,100,-12,0.003
11,2,100,-11,0.006
11,2,100,-10,0.0093
11,2,100,-9,0.0193
11,2,100,-8,0.04
11,2,100,-7,0.07
11,2,100,-6,0.07
11,2,100,-5,0.129
11,2,100,-4,0.1762
11,2,100,-3,0.239
11,2,100,-2,0.3372
11,2,100,-1,0.4344
11,2,100,0,0.5504
11,2,100,1,0.6632
11,2,100,2,0.7565
11,2,100,3,0.8268
11,2,100,4,0.8685
11,2,100,5,0.9182
11,2,100,6,0.9248
11,2,100,7,0.9519
11,2,100,8,0.962
11,2,100,9,0.991
11,2,100,10,0.992
11,2,100,11,0.997
11,2,100,12,0.999
11,2,100,13,0.999
11,2,100,14,0.9997
11,2,100,15,0.9997
11,2,100,16,0.9997
11,2,100,17,1
11,2,100,18,1
11,2,11,-18,0.0003
11,2,11,-17,0.0003
11,2,11,-16,0.0003
11,2,11,-15,0.0013
11,2,11,-14,0.0013
11,2,11,-13,0.002
11,2,11,-12,0.007
11,2,11,-11,0.009
11,2,11,-10,0.0133
11,2,11,-9,0.0159
11,2,11,-8,0.0172
11,2,11,-7,0.0885
11,2,11,-6,0.0932
11,2,11,-5,0.1403
11,2,11,-4,0.1787
11,2,11,-3,0.2569
11,2,11,-2,0.3498
11,2,11,-1,0.4506
11,2,11,0,0.5651
11,2,11,1,0.6693
11,2,11,2,0.7559
11,2,11,3,0.8259
11,2,11,4,0.8762
11,2,11,5,0.9292
11,2,11,6,0.9537
11,2,11,7,0.9644
11,2,11,8,0.9843
11,2,11,9,0.9843
11,2,11,10,0.991
11,2,11,11,0.9973
11,2,11,12,0.9983
11,2,11,13,0.9993
11,2,11,14,0.9997
11,2,11,15,0.9997
11,2,11,16,1
11,2,11,17,1
11,2,11,18,1
11,2,101,-18,0
11,2,101,-17,0.0007
11,2,101,-16,0.0013
11,2,101,-15,0.002
11,2,101,-14,0.002
11,2,101,-13,0.003
11,2,101,-12,0.0047
11,2,101,-11,0.011
11,2,101,-10,0.011
11,2,101,-9,0.0247
11,2,101,-8,0.0526
11,2,101,-7,0.0533
11,2,101,-6,0.0838
11,2,101,-5,0.1355
11,2,101,-4,0.1932
11,2,101,-3,0.2666
11,2,101,-2,0.3584
11,2,101,-1,0.4638
11,2,101,0,0.5707
11,2,101,1,0.6798
11,2,101,2,0.7701
11,2,101,3,0.836
11,2,101,4,0.8972
11,2,101,5,0.9258
11,2,101,6,0.9478
11,2,101,7,0.9712
11,2,101,8,0.9831
11,2,101,9,1
11,2,101,10,1
11,2,101,11,1
11,2,101,12,1
11,2,101,13,1
11,2,101,14,1
11,2,101,15,1
11,2,101,16,1
11,2,101,17,1
11,2,101,18,1
11,2,110,-18,0.0007
11,2,110,-17,0.0007
11,2,110,-16,0.0007
11,2,110,-15,0.0007
11,2,110,-14,0.0013
11,2,110,-13,0.004
11,2,110,-12,0.004
11,2,110,-11,0.01
11,2,110,-10,0.0147
11,2,110,-9,0.023
11,2,110,-8,0.0333
11,2,110,-7,0.0333
11,2,110,-6,0.0915
11,2,110,-5,0.1517
11,2,110,-4,0.2101
11,2,110,-3,0.2816
11,2,110,-2,0.3671
11,2,110,-1,0.4727
11,2,110,0,0.58
11,2,110,1,0.6862
11,2,110,2,0.7685
11,2,110,3,0.8435
11,2,110,4,0.8996
11,2,110,5,0.9208
11,2,110,6,0.962
11,2,110,7,0.962
11,2,110,8,1
11,2,110,9,1
11,2,110,10,1
11,2,110,11,1
11,2,110,12,1
11,2,110,13,1
11,2,110,14,1
11,2,110,15,1
11,2,110,16,1
11,2,110,17,1
11,2,110,18,1
11,2,111,-18,0.0003
11,2,111,-17,0.0003
11,2,111,-16,0.0003
11,2,111,-15,0.0023
11,2,111,-14,0.004
11,2,111,-13,0.004
11,2,111,-12,0.0067
11,2,111,-11,0.0127
11,2,111,-10,0.0263
11,2,111,-9,0.028
11,2,111,-8,0.102
11,2,111,-7,0.102
11,2,111,-6,0.1202
11,2,111,-5,0.1543
11,2,111,-4,0.2098
11,2,111,-3,0.2794
11,2,111,-2,0.3818
11,2,111,-1,0.4842
11,2,111,0,0.5886
11,2,111,1,0.6945
11,2,111,2,0.7685
11,2,111,3,0.8279
11,2,111,4,0.8916
11,2,111,5,0.922
11,2,111,6,0.9512
11,2,111,7,0.9748
11,2,111,8,0.9748
11,2,111,9,0.9887
11,2,111,10,0.995
11,2,111,11,0.995
11,2,111,12,0.9987
11,2,111,13,0.9997
11,2,111,14,0.9997
11,2,111,15,0.9997
11,2,111,16,1
11,2,111,17,1
11,2,111,18,1
10,0,0,18,0.9997
10,0,0,17,0.9997
10,0,0,16,0.9993
10,0,0,15,0.999
10,0,0,14,0.999
10,0,0,13,0.999
10,0,0,12,0.9773
10,0,0,11,0.9773
10,0,0,10,0.9773
10,0,0,9,0.9773
10,0,0,8,0.9719
10,0,0,7,0.9631
10,0,0,6,0.9426
10,0,0,5,0.9089
10,0,0,4,0.8643
10,0,0,3,0.8028
10,0,0,2,0.7187
10,0,0,1,0.6159
10,0,0,0,0.4997
10,0,0,-1,0.3835
10,0,0,-2,0.2818
10,0,0,-3,0.1993
10,0,0,-4,0.1362
10,0,0,-5,0.092
10,0,0,-6,0.0595
10,0,0,-7,0.0421
10,0,0,-8,0.027
10,0,0,-9,0.0126
10,0,0,-10,0.005
10,0,0,-11,0
10,0,0,-12,0
10,0,0,-13,0
10,0,0,-14,0
10,0,0,-15,0
10,0,0,-16,0
10,0,0,-17,0
10,0,0,-18,0
10,0,1,18,1
10,0,1,17,1
10,0,1,16,1
10,0,1,15,0.9993
10,0,1,14,0.9993
10,0,1,13,0.999
10,0,1,12,0.998
10,0,1,11,0.998
10,0,1,10,0.998
10,0,1,9,0.9943
10,0,1,8,0.9766
10,0,1,7,0.9766
10,0,1,6,0.9507
10,0,1,5,0.9121
10,0,1,4,0.8815
10,0,1,3,0.8191
10,0,1,2,0.7424
10,0,1,1,0.647
10,0,1,0,0.5334
10,0,1,-1,0.4157
10,0,1,-2,0.3222
10,0,1,-3,0.2323
10,0,1,-4,0.1602
10,0,1,-5,0.1192
10,0,1,-6,0.0617
10,0,1,-7,0.0582
10,0,1,-8,0.0216
10,0,1,-9,0.0192
10,0,1,-10,0.0192
10,0,1,-11,0.0063
10,0,1,-12,0.0027
10,0,1,-13,0.0017
10,0,1,-14,0.0007
10,0,1,-15,0.0007
10,0,1,-16,0
10,0,1,-17,0
10,0,1,-18,0
10,0,10,18,0.9997
10,0,10,17,0.9997
10,0,10,16,0.9997
10,0,10,15,0.9997
10,0,10,14,0.9997
10,0,10,13,0.999
10,0,10,12,0.996
10,0,10,11,0.996
10,0,10,10,0.993
10,0,10,9,0.9889
10,0,10,8,0.9697
10,0,10,7,0.9697
10,0,10,6,0.9657
10,0,10,5,0.936
10,0,10,4,0.8876
10,0,10,3,0.8326
10,0,10,2,0.7643
10,0,10,1,0.6728
10,0,10,0,0.5649
10,0,10,-1,0.4524
10,0,10,-2,0.349
10,0,10,-3,0.2527
10,0,10,-4,0.1768
10,0,10,-5,0.1134
10,0,10,-6,0.0764
10,0,10,-7,0.0655
10,0,10,-8,0.0467
10,0,10,-9,0.0204
10,0,10,-10,0.0117
10,0,10,-11,0.0093
10,0,10,-12,0.0047
10,0,10,-13,0.003
10,0,10,-14,0.0023
10,0,10,-15,0.0003
10,0,10,-16,0.0003
10,0,10,-17,0.0003
10,0,10,-18,0
10,0,100,18,1
10,0,100,17,1
10,0,100,16,0.9997
10,0,100,15,0.999
10,0,100,14,0.999
10,0,100,13,0.999
10,0,100,12,0.999
10,0,100,11,0.997
10,0,100,10,0.9957
10,0,100,9,0.992
10,0,100,8,0.9859
10,0,100,7,0.958
10,0,100,6,0.958
10,0,100,5,0.9333
10,0,100,4,0.9099
10,0,100,3,0.8412
10,0,100,2,0.7724
10,0,100,1,0.7015
10,0,100,0,0.5916
10,0,100,-1,0.4725
10,0,100,-2,0.3712
10,0,100,-3,0.2683
10,0,100,-4,0.1834
10,0,100,-5,0.1716
10,0,100,-6,0.1196
10,0,100,-7,0.0417
10,0,100,-8,0.041
10,0,100,-9,0.0247
10,0,100,-10,0.011
10,0,100,-11,0.0087
10,0,100,-12,0.0057
10,0,100,-13,0.0023
10,0,100,-14,0.002
10,0,100,-15,0.001
10,0,100,-16,0.0003
10,0,100,-17,0
10,0,100,-18,0
10,0,11,18,1
10,0,11,17,0.9993
10,0,11,16,0.9993
10,0,11,15,0.9993
10,0,11,14,0.9993
10,0,11,13,0.9967
10,0,11,12,0.9967
10,0,11,11,0.9963
10,0,11,10,0.9923
10,0,11,9,0.9923
10,0,11,8,0.9909
10,0,11,7,0.9873
10,0,11,6,0.9723
10,0,11,5,0.9176
10,0,11,4,0.8901
10,0,11,3,0.841
10,0,11,2,0.7786
10,0,11,1,0.6876
10,0,11,0,0.5813
10,0,11,-1,0.4723
10,0,11,-2,0.3711
10,0,11,-3,0.2884
10,0,11,-4,0.2051
10,0,11,-5,0.1403
10,0,11,-6,0.064
10,0,11,-7,0.064
10,0,11,-8,0.0441
10,0,11,-9,0.0253
10,0,11,-10,0.0153
10,0,11,-11,0.0087
10,0,11,-12,0.0037
10,0,11,-13,0.002
10,0,11,-14,0.002
10,0,11,-15,0.002
10,0,11,-16,0.001
10,0,11,-17,0
10,0,11,-18,0
10,0,101,18,0.9997
10,0,101,17,0.9993
10,0,101,16,0.9993
10,0,101,15,0.9993
10,0,101,14,0.9993
10,0,101,13,0.9983
10,0,101,12,0.9977
10,0,101,11,0.9973
10,0,101,10,0.9957
10,0,101,9,0.99
10,0,101,8,0.9895
10,0,101,7,0.9573
10,0,101,6,0.9535
10,0,101,5,0.9418
10,0,101,4,0.9035
10,0,101,3,0.8473
10,0,101,2,0.8023
10,0,101,1,0.7184
10,0,101,0,0.6103
10,0,101,-1,0.5029
10,0,101,-2,0.4007
10,0,101,-3,0.2932
10,0,101,-4,0.2013
10,0,101,-5,0.1193
10,0,101,-6,0.1193
10,0,101,-7,0.0962
10,0,101,-8,0.0483
10,0,101,-9,0.0213
10,0,101,-10,0.0183
10,0,101,-11,0.012
10,0,101,-12,0.0047
10,0,101,-13,0.0033
10,0,101,-14,0.0007
10,0,101,-15,0.0007
10,0,101,-16,0.0007
10,0,101,-17,0.0007
10,0,101,-18,0.0007
10,0,110,18,1
10,0,110,17,1
10,0,110,16,0.9997
10,0,110,15,0.9997
10,0,110,14,0.9993
10,0,110,13,0.9993
10,0,110,12,0.9987
10,0,110,11,0.9957
10,0,110,10,0.9957
10,0,110,9,0.9917
10,0,110,8,0.9917
10,0,110,7,0.9675
10,0,110,6,0.9675
10,0,110,5,0.9408
10,0,110,4,0.92
10,0,110,3,0.8708
10,0,110,2,0.8055
10,0,110,1,0.7353
10,0,110,0,0.632
10,0,110,-1,0.5237
10,0,110,-2,0.4011
10,0,110,-3,0.3371
10,0,110,-4,0.1906
10,0,110,-5,0.1702
10,0,110,-6,0.0625
10,0,110,-7,0.0625
10,0,110,-8,0.0483
10,0,110,-9,0.03
10,0,110,-10,0.0183
10,0,110,-11,0.0097
10,0,110,-12,0.0063
10,0,110,-13,0.0043
10,0,110,-14,0.002
10,0,110,-15,0.0017
10,0,110,-16,0
10,0,110,-17,0
10,0,110,-18,0
10,0,111,18,1
10,0,111,17,1
10,0,111,16,1
10,0,111,15,0.9997
10,0,111,14,0.9997
10,0,111,13,0.999
10,0,111,12,0.9983
10,0,111,11,0.997
10,0,111,10,0.9943
10,0,111,9,0.9907
10,0,111,8,0.9859
10,0,111,7,0.9859
10,0,111,6,0.9796
10,0,111,5,0.9444
10,0,111,4,0.9115
10,0,111,3,0.8824
10,0,111,2,0.8324
10,0,111,1,0.7433
10,0,111,0,0.643
10,0,111,-1,0.5506
10,0,111,-2,0.4531
10,0,111,-3,0.3562
10,0,111,-4,0.2385
10,0,111,-5,0.1706
10,0,111,-6,0.0784
10,0,111,-7,0.0784
10,0,111,-8,0.061
10,0,111,-9,0.0393
10,0,111,-10,0.024
10,0,111,-11,0.013
10,0,111,-12,0.0073
10,0,111,-13,0.005
10,0,111,-14,0.0023
10,0,111,-15,0.001
10,0,111,-16,0.0003
10,0,111,-17,0
10,0,111,-18,0
10,1,0,18,1
10,1,0,17,1
10,1,0,16,0.999
10,1,0,15,0.999
10,1,0,14,0.999
10,1,0,13,0.9983
10,1,0,12,0.9859
10,1,0,11,0.9859
10,1,0,10,0.9859
10,1,0,9,0.9859
10,1,0,8,0.9751
10,1,0,7,0.9586
10,1,0,6,0.9378
10,1,0,5,0.9012
10,1,0,4,0.8527
10,1,0,3,0.7868
10,1,0,2,0.6979
10,1,0,1,0.5894
10,1,0,0,0.4702
10,1,0,-1,0.354
10,1,0,-2,0.2518
10,1,0,-3,0.1743
10,1,0,-4,0.1163
10,1,0,-5,0.0758
10,1,0,-6,0.0512
10,1,0,-7,0.0303
10,1,0,-8,0.0224
10,1,0,-9,0.0116
10,1,0,-10,0
10,1,0,-11,0
10,1,0,-12,0
10,1,0,-13,0
10,1,0,-14,0
10,1,0,-15,0
10,1,0,-16,0
10,1,0,-17,0
10,1,0,-18,0
10,1,1,18,1
10,1,1,17,1
10,1,1,16,0.9997
10,1,1,15,0.9997
10,1,1,14,0.9993
10,1,1,13,0.9983
10,1,1,12,0.998
10,1,1,11,0.9848
10,1,1,10,0.9848
10,1,1,9,0.9848
10,1,1,8,0.9764
10,1,1,7,0.9625
10,1,1,6,0.9385
10,1,1,5,0.9052
10,1,1,4,0.8628
10,1,1,3,0.7983
10,1,1,2,0.7168
10,1,1,1,0.6141
10,1,1,0,0.4992
10,1,1,-1,0.3832
10,1,1,-2,0.2806
10,1,1,-3,0.1945
10,1,1,-4,0.1377
10,1,1,-5,0.0991
10,1,1,-6,0.0495
10,1,1,-7,0.0394
10,1,1,-8,0.021
10,1,1,-9,0
10,1,1,-10,0
10,1,1,-11,0
10,1,1,-12,0
10,1,1,-13,0
10,1,1,-14,0
10,1,1,-15,0
10,1,1,-16,0
10,1,1,-17,0
10,1,1,-18,0
10,1,10,18,0.9997
10,1,10,17,0.9997
10,1,10,16,0.9997
10,1,10,15,0.9997
10,1,10,14,0.9997
10,1,10,13,0.999
10,1,10,12,0.997
10,1,10,11,0.9937
10,1,10,10,0.9937
10,1,10,9,0.9906
10,1,10,8,0.9774
10,1,10,7,0.972
10,1,10,6,0.9547
10,1,10,5,0.9124
10,1,10,4,0.8648
10,1,10,3,0.8105
10,1,10,2,0.7329
10,1,10,1,0.6336
