result,spray_bucket,station_idx,q,la_topped,ev_topped,dist_topped,la_uppercut,ev_uppercut,dist_uppercut
1BWH2,LF,54,0.54,13.0,109.3,248.0,15.0,107.8,247.0
1BWH2,LF,55,0.55,13.0,108.4,249.0,15.0,107.8,247.0
1BWH2,LF,56,0.56,13.0,109.3,248.0,15.0,104.0,248.0
1BWH2,LF,57,0.57,13.0,107.4,250.0,15.0,106.9,249.0
1BWH2,LF,58,0.58,13.0,107.4,250.0,14.0,104.8,250.0
1BWH2,LF,59,0.59,13.0,107.4,253.0,14.0,109.0,251.0
1BWH2,LF,60,0.6,13.0,107.2,253.0,14.0,107.2,252.0
1BWH2,LF,61,0.61,13.0,106.1,253.0,14.0,109.4,253.0
1BWH2,LF,62,0.62,13.0,105.6,254.0,14.0,106.7,255.0
1BWH2,LF,63,0.63,13.0,105.6,254.0,14.0,106.7,255.0
1BWH2,LF,64,0.64,13.0,107.4,259.0,15.0,107.6,256.0
1BWH2,LF,65,0.65,13.0,106.6,257.0,15.0,105.5,258.0
1BWH2,LF,66,0.66,14.0,106.6,258.0,15.0,107.9,260.0
1BWH2,LF,67,0.67,13.0,107.4,259.0,15.0,104.2,260.0
1BWH2,LF,68,0.68,14.0,105.2,261.0,15.0,104.3,261.0
1BWH2,LF,69,0.69,14.0,104.6,261.0,16.0,106.6,262.0
1BWH2,LF,70,0.7,14.0,107.8,263.0,16.0,104.4,263.0
1BWH2,LF,71,0.71,14.0,107.8,264.0,16.0,105.4,263.0
1BWH2,LF,72,0.72,15.0,105.5,266.0,16.0,103.3,264.0
1BWH2,LF,73,0.73,15.0,104.3,266.0,16.0,106.1,266.0
1BWH2,LF,74,0.74,15.0,104.5,267.0,16.0,105.5,268.0
1BWH2,LF,75,0.75,16.0,105.5,268.0,16.0,103.4,268.0
1BWH2,LF,76,0.76,15.0,104.3,269.0,16.0,103.4,268.0
1BWH2,LF,77,0.77,15.0,106.7,270.0,16.0,106.6,269.0
1BWH2,LF,78,0.78,15.0,108.3,270.0,16.0,105.5,270.0
1BWH2,LF,79,0.79,15.0,107.3,271.0,16.0,102.8,269.0
1BWH2,LF,80,0.8,15.0,107.3,271.0,15.0,104.5,273.0
1BWH2,LF,81,0.81,15.0,106.6,272.0,15.0,106.1,273.0
1BWH2,LF,82,0.82,15.0,106.1,273.0,15.0,107.9,274.0
1BWH2,LF,83,0.83,15.0,107.8,275.0,16.0,106.4,274.0
1BWH2,LF,84,0.84,15.0,104.6,277.0,15.0,104.3,276.0
1BWH2,LF,85,0.85,15.0,103.8,277.0,16.0,104.5,277.0
1BWH2,LF,86,0.86,15.0,103.8,277.0,16.0,103.8,279.0
1BWH2,LF,87,0.87,15.0,107.4,280.0,16.0,106.9,279.0
1BWH2,LF,88,0.88,16.0,105.8,281.0,16.0,103.9,281.0
1BWH2,LF,89,0.89,16.0,103.9,281.0,16.0,104.9,284.0
1BWH2,LF,90,0.9,16.0,103.9,281.0,18.0,104.7,284.0
1BWH2,LF,91,0.91,16.0,104.3,287.0,17.0,105.8,289.0
1BWH2,LF,92,0.92,16.0,104.7,288.0,16.0,104.3,287.0
1BWH2,LF,93,0.93,17.0,103.4,290.0,17.0,105.8,289.0
1BWH2,LF,94,0.94,18.0,104.3,303.0,18.0,105.0,296.0
1BWH2,LF,95,0.95,18.0,105.0,296.0,19.0,101.7,301.0
1BWH2,LF,96,0.96,19.0,102.3,312.0,19.0,100.1,315.0
1BWH2,LF,97,0.97,19.0,100.1,315.0,19.0,102.8,311.0
1BWH2,LF,98,0.98,20.0,98.6,319.0,20.0,103.0,315.0
1BWH2,LF,99,0.99,19.0,104.2,323.0,19.0,103.7,320.0
1BWH2,LF,100,1.0,19.0,104.2,323.0,19.0,104.2,323.0
1BWH2,LF_GAP,0,0.0,7.0,112.4,179.0,11.0,109.2,191.0
1BWH2,LF_GAP,1,0.01,7.0,112.4,179.0,11.0,109.2,191.0
1BWH2,LF_GAP,2,0.02,7.0,115.2,182.0,11.0,109.2,191.0
1BWH2,LF_GAP,3,0.03,8.0,110.8,189.0,11.0,108.3,197.0
1BWH2,LF_GAP,4,0.04,9.0,110.6,191.0,12.0,109.7,198.0
1BWH2,LF_GAP,5,0.05,9.0,109.7,198.0,12.0,109.7,198.0
1BWH2,LF_GAP,6,0.06,8.0,112.0,201.0,12.0,109.7,198.0
1BWH2,LF_GAP,7,0.07,8.0,111.6,201.0,12.0,108.0,203.0
1BWH2,LF_GAP,8,0.08,8.0,112.0,201.0,13.0,109.0,205.0
1BWH2,LF_GAP,9,0.09,10.0,111.8,203.0,13.0,107.8,210.0
1BWH2,LF_GAP,10,0.1,9.0,110.2,212.0,13.0,106.4,211.0
1BWH2,LF_GAP,11,0.11,9.0,110.2,212.0,13.0,108.0,213.0
1BWH2,LF_GAP,12,0.12,8.0,112.3,214.0,13.0,106.2,214.0
1BWH2,LF_GAP,13,0.13,9.0,112.4,212.0,13.0,108.2,215.0
1BWH2,LF_GAP,14,0.14,8.0,112.2,216.0,13.0,109.6,216.0
1BWH2,LF_GAP,15,0.15,9.0,109.9,215.0,13.0,108.6,218.0
1BWH2,LF_GAP,16,0.16,8.0,111.7,219.0,13.0,108.6,218.0
1BWH2,LF_GAP,17,0.17,8.0,111.7,219.0,13.0,108.6,218.0
1BWH2,LF_GAP,18,0.18,10.0,109.1,219.0,13.0,108.6,218.0
1BWH2,LF_GAP,19,0.19,10.0,109.4,220.0,12.0,109.9,221.0
1BWH2,LF_GAP,20,0.2,10.0,111.6,222.0,12.0,110.5,224.0
1BWH2,LF_GAP,21,0.21,10.0,108.9,223.0,13.0,106.7,223.0
1BWH2,LF_GAP,22,0.22,10.0,108.9,223.0,13.0,108.9,224.0
1BWH2,LF_GAP,23,0.23,11.0,107.6,227.0,14.0,107.8,225.0
1BWH2,LF_GAP,24,0.24,11.0,107.6,227.0,13.0,108.6,228.0
1BWH2,LF_GAP,25,0.25,11.0,109.5,228.0,14.0,106.2,228.0
1BWH2,LF_GAP,26,0.26,10.0,110.8,232.0,14.0,105.3,229.0
1BWH2,LF_GAP,27,0.27,9.0,111.2,233.0,13.0,107.4,229.0
1BWH2,LF_GAP,28,0.28,9.0,112.8,235.0,12.0,107.8,237.0
1BWH2,LF_GAP,29,0.29,9.0,110.8,238.0,12.0,107.7,234.0
1BWH2,LF_GAP,30,0.3,9.0,110.8,238.0,13.0,106.1,239.0
1BWH2,LF_GAP,31,0.31,10.0,110.7,238.0,14.0,106.0,241.0
1BWH2,LF_GAP,32,0.32,11.0,109.7,240.0,14.0,105.9,241.0
1BWH2,LF_GAP,33,0.33,11.0,109.7,240.0,14.0,106.0,241.0
1BWH2,LF_GAP,34,0.34,11.0,107.9,242.0,15.0,105.8,242.0
1BWH2,LF_GAP,35,0.35,10.0,110.1,242.0,14.0,104.9,243.0
1BWH2,LF_GAP,36,0.36,10.0,110.1,242.0,14.0,105.5,244.0
1BWH2,LF_GAP,37,0.37,10.0,109.1,245.0,14.0,107.3,246.0
1BWH2,LF_GAP,38,0.38,11.0,109.5,246.0,14.0,105.5,244.0
1BWH2,LF_GAP,39,0.39,10.0,108.9,246.0,14.0,107.0,245.0
1BWH2,LF_GAP,40,0.4,11.0,109.5,246.0,14.0,107.1,250.0
1BWH2,LF_GAP,41,0.41,11.0,108.0,250.0,14.0,109.1,250.0
1BWH2,LF_GAP,42,0.42,11.0,109.4,251.0,14.0,107.7,250.0
1BWH2,LF_GAP,43,0.43,11.0,108.1,253.0,15.0,108.0,250.0
1BWH2,LF_GAP,44,0.44,12.0,106.7,252.0,15.0,103.8,252.0
1BWH2,LF_GAP,45,0.45,12.0,107.4,254.0,15.0,104.6,253.0
1BWH2,LF_GAP,46,0.46,12.0,108.3,254.0,14.0,105.2,254.0
1BWH2,LF_GAP,47,0.47,12.0,108.3,254.0,14.0,104.7,255.0
1BWH2,LF_GAP,48,0.48,12.0,107.6,257.0,15.0,105.1,255.0
1BWH2,LF_GAP,49,0.49,12.0,109.3,258.0,16.0,104.9,258.0
1BWH2,LF_GAP,50,0.5,12.0,109.3,258.0,15.0,103.9,258.0
1BWH2,LF_GAP,51,0.51,11.0,107.7,260.0,14.0,109.0,259.0
1BWH2,LF_GAP,52,0.52,12.0,111.1,260.0,14.0,108.9,260.0
1BWH2,LF_GAP,53,0.53,12.0,111.1,260.0,14.0,106.3,260.0
1BWH2,LF_GAP,54,0.54,12.0,109.8,261.0,15.0,104.8,262.0
1BWH2,LF_GAP,55,0.55,12.0,110.0,263.0,15.0,108.1,263.0
1BWH2,LF_GAP,56,0.56,12.0,107.8,264.0,15.0,106.7,264.0
1BWH2,LF_GAP,57,0.57,12.0,110.0,263.0,15.0,107.2,264.0
1BWH2,LF_GAP,58,0.58,13.0,105.8,265.0,15.0,106.8,265.0
1BWH2,LF_GAP,59,0.59,13.0,107.6,266.0,15.0,107.2,264.0
1BWH2,LF_GAP,60,0.6,12.0,108.4,265.0,15.0,104.8,267.0
1BWH2,LF_GAP,61,0.61,13.0,107.6,266.0,15.0,104.8,267.0
1BWH2,LF_GAP,62,0.62,12.0,110.7,270.0,15.0,104.8,267.0
1BWH2,LF_GAP,63,0.63,13.0,109.4,268.0,14.0,107.3,271.0
1BWH2,LF_GAP,64,0.64,13.0,108.7,270.0,15.0,107.6,273.0
1BWH2,LF_GAP,65,0.65,13.0,105.7,271.0,15.0,107.6,273.0
1BWH2,LF_GAP,66,0.66,13.0,105.9,272.0,15.0,106.4,274.0
1BWH2,LF_GAP,67,0.67,14.0,108.8,274.0,15.0,103.7,273.0
1BWH2,LF_GAP,68,0.68,14.0,105.3,274.0,15.0,106.4,274.0
1BWH2,LF_GAP,69,0.69,14.0,105.6,276.0,15.0,106.6,277.0
1BWH2,LF_GAP,70,0.7,14.0,108.1,277.0,16.0,105.5,278.0
1BWH2,LF_GAP,71,0.71,13.0,109.1,279.0,16.0,105.8,279.0
1BWH2,LF_GAP,72,0.72,13.0,109.1,279.0,16.0,103.0,279.0
1BWH2,LF_GAP,73,0.73,13.0,110.0,280.0,14.0,108.4,280.0
1BWH2,LF_GAP,74,0.74,13.0,108.1,281.0,15.0,105.8,281.0
1BWH2,LF_GAP,75,0.75,13.0,108.2,282.0,15.0,103.6,282.0
1BWH2,LF_GAP,76,0.76,14.0,104.9,284.0,15.0,103.6,282.0
1BWH2,LF_GAP,77,0.77,14.0,109.3,283.0,15.0,105.8,284.0
1BWH2,LF_GAP,78,0.78,14.0,107.1,284.0,15.0,105.3,285.0
1BWH2,LF_GAP,79,0.79,14.0,104.9,284.0,15.0,105.3,285.0
1BWH2,LF_GAP,80,0.8,13.0,105.5,288.0,14.0,106.0,288.0
1BWH2,LF_GAP,81,0.81,14.0,106.0,288.0,15.0,107.7,286.0
1BWH2,LF_GAP,82,0.82,14.0,109.2,288.0,15.0,106.1,288.0
1BWH2,LF_GAP,83,0.83,15.0,106.1,288.0,15.0,106.4,288.0
1BWH2,LF_GAP,84,0.84,14.0,104.7,290.0,15.0,105.9,291.0
1BWH2,LF_GAP,85,0.85,14.0,107.4,289.0,15.0,104.8,289.0
1BWH2,LF_GAP,86,0.86,14.0,104.7,290.0,15.0,105.4,292.0
1BWH2,LF_GAP,87,0.87,14.0,107.3,294.0,15.0,105.4,292.0
1BWH2,LF_GAP,88,0.88,14.0,107.7,296.0,15.0,106.6,294.0
1BWH2,LF_GAP,89,0.89,14.0,107.3,294.0,15.0,104.5,296.0
1BWH2,LF_GAP,90,0.9,14.0,106.7,298.0,15.0,104.0,296.0
1BWH2,LF_GAP,91,0.91,15.0,107.9,299.0,15.0,104.0,296.0
1BWH2,LF_GAP,92,0.92,15.0,103.7,300.0,15.0,104.0,300.0
1BWH2,LF_GAP,93,0.93,15.0,103.7,300.0,15.0,107.9,300.0
1BWH2,LF_GAP,94,0.94,14.0,108.3,306.0,14.0,108.3,306.0
1BWH2,LF_GAP,95,0.95,14.0,106.6,305.0,15.0,104.5,311.0
1BWH2,LF_GAP,96,0.96,16.0,106.8,310.0,16.0,105.0,306.0
1BWH2,LF_GAP,97,0.97,16.0,104.9,317.0,16.0,104.0,314.0
1BWH2,LF_GAP,98,0.98,16.0,105.0,321.0,17.0,102.6,316.0
1BWH2,LF_GAP,99,0.99,16.0,103.5,331.0,17.0,105.1,316.0
1BWH2,LF_GAP,100,1.0,16.0,103.5,331.0,16.0,103.5,331.0
1BWH2,CF,0,0.0,6.0,112.7,183.0,11.0,108.0,188.0
1BWH2,CF,1,0.01,6.0,112.7,183.0,11.0,108.0,188.0
1BWH2,CF,2,0.02,7.0,113.2,182.0,11.0,108.4,194.0
1BWH2,CF,3,0.03,8.0,112.8,186.0,11.0,107.9,189.0
1BWH2,CF,4,0.04,7.0,111.5,197.0,11.0,107.6,198.0
1BWH2,CF,5,0.05,7.0,116.4,201.0,11.0,107.8,204.0
1BWH2,CF,6,0.06,7.0,116.4,201.0,12.0,109.0,208.0
1BWH2,CF,7,0.07,7.0,113.9,207.0,12.0,109.0,208.0
1BWH2,CF,8,0.08,7.0,112.7,210.0,12.0,108.5,211.0
1BWH2,CF,9,0.09,7.0,111.7,210.0,12.0,108.5,211.0
1BWH2,CF,10,0.1,7.0,114.4,215.0,12.0,106.9,215.0
1BWH2,CF,11,0.11,7.0,111.6,216.0,13.0,106.4,219.0
1BWH2,CF,12,0.12,7.0,112.7,218.0,13.0,106.4,219.0
1BWH2,CF,13,0.13,9.0,112.8,221.0,13.0,106.4,219.0
1BWH2,CF,14,0.14,9.0,112.8,221.0,13.0,106.9,223.0
1BWH2,CF,15,0.15,9.0,109.9,223.0,13.0,106.5,226.0
1BWH2,CF,16,0.16,9.0,110.6,223.0,12.0,107.5,225.0
1BWH2,CF,17,0.17,9.0,113.5,226.0,13.0,105.8,230.0
1BWH2,CF,18,0.18,9.0,110.0,228.0,13.0,106.4,231.0
1BWH2,CF,19,0.19,9.0,110.5,232.0,14.0,107.8,231.0
1BWH2,CF,20,0.2,9.0,110.5,232.0,14.0,107.8,231.0
1BWH2,CF,21,0.21,10.0,108.7,232.0,13.0,107.1,233.0
1BWH2,CF,22,0.22,10.0,109.5,233.0,13.0,106.1,234.0
1BWH2,CF,23,0.23,10.0,110.7,234.0,13.0,107.1,233.0
1BWH2,CF,24,0.24,10.0,109.4,236.0,12.0,108.2,238.0
1BWH2,CF,25,0.25,9.0,110.1,238.0,13.0,107.1,236.0
1BWH2,CF,26,0.26,9.0,113.2,240.0,13.0,106.4,239.0
1BWH2,CF,27,0.27,9.0,113.2,240.0,13.0,107.8,242.0
1BWH2,CF,28,0.28,9.0,113.2,243.0,13.0,106.3,243.0
1BWH2,CF,29,0.29,9.0,113.2,243.0,13.0,106.2,243.0
1BWH2,CF,30,0.3,10.0,112.8,243.0,13.0,106.3,243.0
1BWH2,CF,31,0.31,10.0,110.8,244.0,12.0,107.6,246.0
1BWH2,CF,32,0.32,9.0,110.0,248.0,13.0,107.0,249.0
1BWH2,CF,33,0.33,10.0,111.9,247.0,12.0,107.6,246.0
1BWH2,CF,34,0.34,10.0,112.3,250.0,14.0,106.6,251.0
1BWH2,CF,35,0.35,10.0,109.4,252.0,13.0,109.4,251.0
1BWH2,CF,36,0.36,11.0,110.4,253.0,14.0,105.6,254.0
1BWH2,CF,37,0.37,11.0,108.7,253.0,14.0,105.0,255.0
1BWH2,CF,38,0.38,11.0,109.8,255.0,13.0,105.5,254.0
1BWH2,CF,39,0.39,11.0,108.9,255.0,13.0,105.5,254.0
1BWH2,CF,40,0.4,11.0,108.9,255.0,13.0,107.6,256.0
1BWH2,CF,41,0.41,11.0,109.5,258.0,13.0,107.0,257.0
1BWH2,CF,42,0.42,11.0,109.5,258.0,14.0,104.5,258.0
1BWH2,CF,43,0.43,11.0,107.7,260.0,14.0,105.5,260.0
1BWH2,CF,44,0.44,12.0,107.0,259.0,14.0,108.3,261.0
1BWH2,CF,45,0.45,12.0,106.8,261.0,14.0,108.6,260.0
1BWH2,CF,46,0.46,12.0,109.8,263.0,13.0,106.3,263.0
1BWH2,CF,47,0.47,12.0,107.4,265.0,13.0,107.1,265.0
1BWH2,CF,48,0.48,12.0,107.4,265.0,14.0,107.2,265.0
1BWH2,CF,49,0.49,12.0,110.4,265.0,13.0,107.6,266.0
1BWH2,CF,50,0.5,11.0,111.6,266.0,13.0,105.9,267.0
1BWH2,CF,51,0.51,11.0,108.6,266.0,13.0,107.8,268.0
1BWH2,CF,52,0.52,12.0,110.8,269.0,14.0,105.4,268.0
1BWH2,CF,53,0.53,12.0,110.8,269.0,14.0,105.1,269.0
1BWH2,CF,54,0.54,11.0,108.5,270.0,14.0,106.1,269.0
1BWH2,CF,55,0.55,11.0,108.1,270.0,14.0,106.8,270.0
1BWH2,CF,56,0.56,11.0,109.5,271.0,15.0,105.9,273.0
1BWH2,CF,57,0.57,11.0,111.8,272.0,14.0,106.7,273.0
1BWH2,CF,58,0.58,12.0,111.1,274.0,14.0,105.0,274.0
1BWH2,CF,59,0.59,12.0,111.1,274.0,14.0,106.7,273.0
1BWH2,CF,60,0.6,13.0,106.1,274.0,14.0,106.2,276.0
1BWH2,CF,61,0.61,13.0,107.5,276.0,15.0,105.6,276.0
1BWH2,CF,62,0.62,13.0,107.5,276.0,15.0,103.6,277.0
1BWH2,CF,63,0.63,13.0,110.2,277.0,15.0,103.6,277.0
1BWH2,CF,64,0.64,12.0,109.5,279.0,15.0,108.2,277.0
1BWH2,CF,65,0.65,13.0,107.0,279.0,15.0,103.8,280.0
1BWH2,CF,66,0.66,13.0,106.6,281.0,15.0,106.0,281.0
1BWH2,CF,67,0.67,13.0,106.9,281.0,15.0,103.6,281.0
1BWH2,CF,68,0.68,12.0,110.0,282.0,15.0,106.0,281.0
1BWH2,CF,69,0.69,12.0,107.7,283.0,14.0,107.0,283.0
1BWH2,CF,70,0.7,12.0,108.0,282.0,14.0,107.0,283.0
1BWH2,CF,71,0.71,13.0,110.2,284.0,15.0,105.9,283.0
1BWH2,CF,72,0.72,13.0,108.4,285.0,15.0,104.5,284.0
1BWH2,CF,73,0.73,13.0,107.6,286.0,15.0,104.5,284.0
1BWH2,CF,74,0.74,13.0,107.6,286.0,15.0,105.0,286.0
1BWH2,CF,75,0.75,14.0,105.0,287.0,15.0,103.9,286.0
1BWH2,CF,76,0.76,14.0,105.0,287.0,15.0,103.9,286.0
1BWH2,CF,77,0.77,12.0,110.5,289.0,14.0,106.1,287.0
1BWH2,CF,78,0.78,12.0,110.5,290.0,13.0,106.9,289.0
1BWH2,CF,79,0.79,12.0,110.5,289.0,13.0,106.2,290.0
1BWH2,CF,80,0.8,13.0,109.3,291.0,14.0,104.8,290.0
1BWH2,CF,81,0.81,13.0,107.6,290.0,14.0,107.1,291.0
1BWH2,CF,82,0.82,14.0,109.3,292.0,14.0,107.1,291.0
1BWH2,CF,83,0.83,13.0,105.8,292.0,14.0,105.3,292.0
1BWH2,CF,84,0.84,14.0,109.3,292.0,14.0,107.0,293.0
1BWH2,CF,85,0.85,14.0,105.5,294.0,15.0,107.0,295.0
1BWH2,CF,86,0.86,14.0,106.4,298.0,14.0,105.5,294.0
1BWH2,CF,87,0.87,14.0,104.5,298.0,14.0,108.6,296.0
1BWH2,CF,88,0.88,14.0,105.2,301.0,14.0,107.8,299.0
1BWH2,CF,89,0.89,14.0,107.8,299.0,14.0,105.2,299.0
1BWH2,CF,90,0.9,13.0,107.8,303.0,14.0,105.2,301.0
1BWH2,CF,91,0.91,13.0,108.4,304.0,14.0,108.2,302.0
1BWH2,CF,92,0.92,14.0,108.3,306.0,14.0,104.9,306.0
1BWH2,CF,93,0.93,14.0,107.7,309.0,15.0,104.1,305.0
1BWH2,CF,94,0.94,15.0,106.7,306.0,15.0,104.4,311.0
1BWH2,CF,95,0.95,15.0,105.2,312.0,16.0,102.7,310.0
1BWH2,CF,96,0.96,16.0,103.3,309.0,16.0,103.3,309.0
1BWH2,CF,97,0.97,15.0,105.4,312.0,15.0,105.4,312.0
1BWH2,CF,98,0.98,16.0,103.7,320.0,16.0,103.7,320.0
1BWH2,CF,99,0.99,16.0,103.7,320.0,16.0,103.7,320.0
1BWH2,CF,100,1.0,16.0,103.7,320.0,16.0,103.7,320.0
1BWH2,RF_GAP,0,0.0,7.0,114.2,183.0,12.0,109.5,194.0
1BWH2,RF_GAP,1,0.01,7.0,114.2,183.0,12.0,109.5,194.0
1BWH2,RF_GAP,2,0.02,8.0,112.1,184.0,12.0,109.5,194.0
1BWH2,RF_GAP,3,0.03,8.0,110.9,196.0,12.0,109.5,194.0
1BWH2,RF_GAP,4,0.04,8.0,110.9,196.0,11.0,108.4,196.0
1BWH2,RF_GAP,5,0.05,8.0,110.9,196.0,12.0,108.7,201.0
1BWH2,RF_GAP,6,0.06,8.0,112.4,199.0,12.0,107.3,203.0
1BWH2,RF_GAP,7,0.07,8.0,112.4,199.0,12.0,107.3,203.0
1BWH2,RF_GAP,8,0.08,8.0,111.7,203.0,13.0,107.7,209.0
1BWH2,RF_GAP,9,0.09,9.0,112.6,207.0,13.0,106.2,212.0
1BWH2,RF_GAP,10,0.1,10.0,110.8,208.0,13.0,110.2,215.0
1BWH2,RF_GAP,11,0.11,10.0,110.0,215.0,14.0,104.9,218.0
1BWH2,RF_GAP,12,0.12,10.0,110.0,215.0,14.0,107.4,217.0
1BWH2,RF_GAP,13,0.13,10.0,110.2,219.0,13.0,105.6,223.0
1BWH2,RF_GAP,14,0.14,10.0,109.9,219.0,15.0,106.8,224.0
1BWH2,RF_GAP,15,0.15,10.0,110.6,222.0,15.0,104.3,225.0
1BWH2,RF_GAP,16,0.16,10.0,109.1,226.0,15.0,106.8,224.0
1BWH2,RF_GAP,17,0.17,10.0,109.1,226.0,15.0,107.1,232.0
1BWH2,RF_GAP,18,0.18,10.0,109.2,231.0,14.0,109.4,228.0
1BWH2,RF_GAP,19,0.19,10.0,112.1,233.0,14.0,105.0,232.0
1BWH2,RF_GAP,20,0.2,9.0,109.8,234.0,14.0,106.2,233.0
1BWH2,RF_GAP,21,0.21,9.0,110.0,234.0,14.0,107.3,233.0
1BWH2,RF_GAP,22,0.22,9.0,112.3,234.0,14.0,107.2,236.0
1BWH2,RF_GAP,23,0.23,10.0,109.8,238.0,13.0,107.7,238.0
1BWH2,RF_GAP,24,0.24,10.0,109.8,238.0,13.0,107.7,238.0
1BWH2,RF_GAP,25,0.25,11.0,111.1,238.0,13.0,106.0,239.0
1BWH2,RF_GAP,26,0.26,10.0,110.0,243.0,13.0,108.9,239.0
1BWH2,RF_GAP,27,0.27,10.0,110.0,243.0,14.0,106.0,244.0
1BWH2,RF_GAP,28,0.28,11.0,109.8,242.0,15.0,104.8,245.0
1BWH2,RF_GAP,29,0.29,11.0,108.9,247.0,16.0,104.4,245.0
1BWH2,RF_GAP,30,0.3,11.0,108.9,247.0,16.0,105.0,246.0
1BWH2,RF_GAP,31,0.31,11.0,108.9,247.0,14.0,106.6,249.0
1BWH2,RF_GAP,32,0.32,12.0,107.4,247.0,15.0,104.3,249.0
1BWH2,RF_GAP,33,0.33,12.0,107.1,249.0,14.0,106.8,250.0
1BWH2,RF_GAP,34,0.34,12.0,110.0,250.0,14.0,107.5,250.0
1BWH2,RF_GAP,35,0.35,11.0,110.1,253.0,14.0,106.8,250.0
1BWH2,RF_GAP,36,0.36,11.0,109.7,253.0,15.0,103.7,254.0
1BWH2,RF_GAP,37,0.37,11.0,110.1,253.0,15.0,103.7,254.0
1BWH2,RF_GAP,38,0.38,11.0,108.1,255.0,15.0,103.7,254.0
1BWH2,RF_GAP,39,0.39,11.0,108.4,254.0,13.0,109.2,257.0
1BWH2,RF_GAP,40,0.4,12.0,108.1,255.0,16.0,102.9,258.0
1BWH2,RF_GAP,41,0.41,12.0,110.2,259.0,16.0,102.9,258.0
1BWH2,RF_GAP,42,0.42,13.0,108.1,260.0,16.0,102.9,258.0
1BWH2,RF_GAP,43,0.43,12.0,108.8,260.0,14.0,105.1,260.0
1BWH2,RF_GAP,44,0.44,11.0,108.3,260.0,15.0,103.9,259.0
1BWH2,RF_GAP,45,0.45,11.0,108.3,260.0,14.0,109.3,261.0
1BWH2,RF_GAP,46,0.46,12.0,110.3,262.0,15.0,105.2,261.0
1BWH2,RF_GAP,47,0.47,12.0,110.3,262.0,14.0,104.5,261.0
1BWH2,RF_GAP,48,0.48,11.0,107.6,264.0,14.0,105.3,263.0
1BWH2,RF_GAP,49,0.49,11.0,109.4,264.0,15.0,105.7,264.0
1BWH2,RF_GAP,50,0.5,11.0,108.7,264.0,15.0,104.6,265.0
1BWH2,RF_GAP,51,0.51,12.0,107.6,266.0,15.0,105.7,264.0
1BWH2,RF_GAP,52,0.52,12.0,107.6,266.0,14.0,106.3,266.0
1BWH2,RF_GAP,53,0.53,12.0,107.6,266.0,14.0,106.3,266.0
1BWH2,RF_GAP,54,0.54,12.0,106.7,267.0,14.0,105.9,267.0
1BWH2,RF_GAP,55,0.55,12.0,107.6,270.0,14.0,104.7,270.0
1BWH2,RF_GAP,56,0.56,13.0,106.0,269.0,15.0,106.3,271.0
1BWH2,RF_GAP,57,0.57,13.0,107.7,271.0,16.0,105.0,272.0
1BWH2,RF_GAP,58,0.58,13.0,105.9,272.0,16.0,105.0,272.0
1BWH2,RF_GAP,59,0.59,14.0,104.6,273.0,16.0,105.0,272.0
1BWH2,RF_GAP,60,0.6,14.0,104.6,273.0,15.0,104.5,274.0
1BWH2,RF_GAP,61,0.61,14.0,107.6,273.0,16.0,104.2,275.0
1BWH2,RF_GAP,62,0.62,13.0,107.5,276.0,16.0,103.5,275.0
1BWH2,RF_GAP,63,0.63,13.0,105.5,275.0,16.0,103.3,276.0
1BWH2,RF_GAP,64,0.64,13.0,107.5,276.0,15.0,105.0,278.0
1BWH2,RF_GAP,65,0.65,14.0,106.3,278.0,15.0,105.0,278.0
1BWH2,RF_GAP,66,0.66,13.0,107.9,280.0,14.0,105.0,280.0
1BWH2,RF_GAP,67,0.67,14.0,106.8,280.0,15.0,108.3,279.0
1BWH2,RF_GAP,68,0.68,14.0,105.0,280.0,16.0,107.2,280.0
1BWH2,RF_GAP,69,0.69,15.0,104.0,280.0,16.0,107.2,280.0
1BWH2,RF_GAP,70,0.7,14.0,105.9,281.0,15.0,106.8,281.0
1BWH2,RF_GAP,71,0.71,13.0,107.8,284.0,15.0,108.4,283.0
1BWH2,RF_GAP,72,0.72,14.0,105.5,283.0,15.0,104.0,284.0
1BWH2,RF_GAP,73,0.73,14.0,107.1,285.0,15.0,104.0,284.0
1BWH2,RF_GAP,74,0.74,14.0,109.1,284.0,15.0,104.5,285.0
1BWH2,RF_GAP,75,0.75,15.0,103.5,286.0,15.0,106.4,288.0
1BWH2,RF_GAP,76,0.76,14.0,106.6,289.0,15.0,106.4,288.0
1BWH2,RF_GAP,77,0.77,14.0,105.4,288.0,15.0,108.0,288.0
1BWH2,RF_GAP,78,0.78,14.0,109.0,288.0,14.0,107.6,292.0
1BWH2,RF_GAP,79,0.79,14.0,107.6,292.0,15.0,105.2,293.0
1BWH2,RF_GAP,80,0.8,14.0,105.2,291.0,15.0,105.9,294.0
1BWH2,RF_GAP,81,0.81,15.0,105.2,293.0,15.0,105.1,293.0
1BWH2,RF_GAP,82,0.82,15.0,105.1,294.0,15.0,105.9,294.0
1BWH2,RF_GAP,83,0.83,15.0,104.9,296.0,15.0,104.6,299.0
1BWH2,RF_GAP,84,0.84,15.0,104.9,296.0,16.0,104.1,297.0
1BWH2,RF_GAP,85,0.85,15.0,107.8,298.0,15.0,108.0,298.0
1BWH2,RF_GAP,86,0.86,15.0,108.1,299.0,16.0,106.9,299.0
1BWH2,RF_GAP,87,0.87,14.0,105.8,299.0,15.0,105.4,300.0
1BWH2,RF_GAP,88,0.88,15.0,105.4,300.0,16.0,104.2,304.0
